FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,HOU,1
A.J. McLean,FS,BAL,-2
Aalante Bennett,FS,ATL,2
Aamaal Ahmed-Hakim,ROLB,CIN,2
Aaron Kelly,ROLB,KC,-4
Aaron Lauderdale,LOLB,CAR,4
Abdul Davis,MLB,NE,5
Addison Alston,CB,LAC,2
Akayleb Richardson,FS,ARI,1
Akeem Golston,SS,NYG,0
Akeem Harris,LE,CHI,1
Akeem Tatum,CB,DEN,-5
Alan Harris,CB,HOU,-2
Alex Byrum,MLB,DET,4
Alex Clay,FS,TEN,7
Alex Mahone,RE,DEN,-1
Alex Ross,LOLB,BAL,6
Alex Stanton,RE,KC,-1
Alex Wade,CB,DET,-2
Alonzo Davidson,CB,DET,1
Amir Thompson,DT,BAL,4
Andrew Jackson,LOLB,PHI,3
Andrew Stanford,DT,CAR,-2
Andrew Willis,MLB,NYG,0
Anfernee Carrington,CB,GB,-1
Anquan Riles Jr,FS,PHI,11
Anthony Barnett,LOLB,MIA,-2
Anthony Knight,CB,MIN,0
Anthony Lanning,LOLB,DAL,-1
Anthony Wilkins,CB,BUF,0
Anthony Wilson,CB,LV,-1
Antoine Beachum,CB,PIT,1
Antwan Monroe,CB,KC,2
Aries Snow,LE,NYJ,0
Austin Anderson,LOLB,TB,3
Austin Lowry,SS,NO,-3
Ayinde Egbochukwu,MLB,ARI,-3
Bakari Cox Jr,RE,SF,1
Bakari Wilson,CB,DEN,-1
Ben Anthony,MLB,IND,0
Ben Evans,MLB,CAR,0
Ben Jenkins,ROLB,NYG,-4
Benji Hawkins,CB,DET,-2
Blessuan Burke,LE,KC,8
Bobby Newkirk,CB,TEN,2
Bobby Parry,FS,KC,-2
Bradley Young,CB,HOU,4
Brandon Davison,MLB,GB,-1
Brandon Edgeton,CB,PHI,4
Braun Metcalf,CB,NYJ,-2
Braydon Grimes,MLB,KC,-5
Braylon Macklin,FS,CAR,-6
Brendan Dillard,LE,TEN,-9
Brian Ramsey,ROLB,DEN,-4
Brian Westbrook,ROLB,HOU,3
Bruce Fischer,MLB,JAX,0
Bruce McIntosh,CB,NE,-1
Bryce Baker II,LOLB,CHI,-4
Byron Bynes,FS,GB,-1
Cajun Virgil,CB,DAL,0
Calvin Bates,LOLB,DAL,1
Calvin Mayweather,DT,SEA,1
Cam Atkinson,CB,CLE,0
Cameron Garrard,CB,SEA,-2
Cameron Mann,ROLB,ATL,-4
Carl Burse,MLB,DEN,-3
Carl Dupree,RE,IND,-3
Carson Baker,MLB,ATL,3
Chad Ware,SS,DEN,-5
Charles Graves,MLB,TB,-3
Chase Walker,DT,BAL,8
Chris Britton,SS,PHI,10
Chris Dawkins,LOLB,ARI,-4
Chris Pope,LOLB,LAR,-3
Chris Stallworth,MLB,LV,-4
Clayton Miles,DT,ATL,3
Clifton Arrington,LE,TB,14
Cole Hamilton,CB,GB,5
Cole Patterson,LOLB,BAL,0
Cortez Johnston,LE,SEA,-1
Craig Hambrick,MLB,CHI,-1
Curtis Bradley,DT,PHI,-1
D'Andre Forsett,SS,PIT,1
DaShaun Goings,CB,WAS,2
DaShawn Hughes,LE,JAX,-6
DaWann Stackhouse Jr,DT,NYG,-3
DaWann Stamper,LE,MIA,-3
Damarious Forbes,LOLB,ARI,-1
Damian Bradford,CB,CHI,2
Damian Peterson,RE,LV,4
Damien Clarke,ROLB,TB,-4
Damien Henderson,DT,CHI,-2
Daniel Harris,ROLB,GB,3
Daniel Jackson,CB,CLE,-4
Daniel Johnson,SS,DEN,-3
Daniel Smith,CB,MIN,1
Danny Allen,MLB,KC,6
Danny Blaylock,SS,IND,-1
Danny Garland,ROLB,BUF,1
Dante Garner,MLB,DAL,0
Darien Reddick,LE,GB,2
Darius Hutchins,LOLB,TEN,-4
Darrell Rowe,LOLB,NO,-3
Darrelle Williams,FS,DET,-1
Darren Wallace,DT,LAC,1
Darrius Phillips,RE,NO,6
Darryl Harper,CB,ARI,5
Darryl Tolbert,MLB,TB,-1
Dave Stephens,SS,CHI,2
Davon Harvey,LE,LAC,1
De'Jon Lattimore,SS,LV,8
De'Jon Lindsey,MLB,NO,5
DeMar Price,DT,BUF,11
DeMarcus Mitchell,RE,CHI,-3
DeVonte Favors,CB,CIN,6
Deion Morrison,CB,SF,-1
Deionte Bush,DT,WAS,0
Demario Childers,DT,WAS,9
