Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
5,K,Trey,Ortiz,Trey Ortiz,GB,0,0,0,0,0,0,107,25,0,19,60,False,0,0,24,24,0,8,4,10,2,0,10,2,19,54,15,19,31,3,4,0,15,Trey,Ortiz,1202.0,1200.0,4.0,19.0,Signed,79.0,0.0,0.0,GB,tier_4,0.7916666666666666,0.96,0.5833333333333334,,,,GB,1
8,K,Chris,Ross,Chris Ross,CIN,0,0,0,0,0,0,74,49,0,19,0,False,0,0,31,46,0,12,4,13,2,0,13,2,25,56,14,1,0,6,4,0,15,Chris,Ross,2930.0,2928.0,10.0,1.0,Signed,76.0,0.0,0.0,CIN,tier_4,0.8064516129032258,0.9387755102040817,0.625,,,,CIN,0
37,P,Kolton,Hall,Kolton Hall,BAL,0,2312,2522,0,54,16,130,0,48,19,75,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,24,38,0,0,0,15,Kolton,Hall,3437.0,3435.0,6.0,24.0,Signed,82.0,0.0,0.0,BAL,tier_3,,,,0.0625,46.7037037037037,0.9167327517842981,BAL,-4
48,K,Johnny,Webster,Johnny Webster,LAR,0,0,0,1,0,0,67,38,0,19,0,False,0,0,31,36,0,12,5,6,8,0,6,8,24,58,14,23,0,5,5,0,15,Johnny,Webster,3566.0,3564.0,11.0,23.0,Signed,77.0,0.0,0.0,LAR,tier_4,0.7741935483870968,0.9473684210526315,0.5882352941176471,,,,LAR,0
61,P,Carter,Abraham,Carter Abraham,TB,0,2289,2453,0,54,24,143,0,50,19,89,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,50,0,0,0,15,Carter,Abraham,746.0,744.0,7.0,5.0,Signed,78.0,0.0,0.0,TB,tier_4,,,,0.0,45.425925925925924,0.9331430900937627,TB,1
73,P,Bryce,McFerson,Bryce McFerson,TEN,0,2257,2385,0,53,23,55,0,46,19,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,15,Bryce,McFerson,551.0,549.0,15.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,,,,0.0,45.0,0.9463312368972746,TEN,2
98,P,Tyler,Perkins,Tyler Perkins,NYJ,0,2519,2682,0,61,15,61,0,45,19,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,15,Tyler,Perkins,541.0,539.0,14.0,17.0,Signed,73.0,0.0,0.0,NYJ,tier_5,,,,0.0,43.967213114754095,0.9392244593586876,NYJ,-1
107,P,Chris,Edwards,Chris Edwards,HOU,0,2270,2366,0,49,26,139,0,49,19,88,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,53,0,0,2,15,Chris,Edwards,2634.0,2632.0,9.0,31.0,Signed,86.0,0.0,0.0,HOU,tier_2,,,,0.0,48.285714285714285,0.959425190194421,HOU,4
110,K,David,Sutherland,David Sutherland,DAL,0,0,0,0,0,0,60,35,0,19,0,False,0,0,31,33,0,14,6,3,8,0,3,8,22,55,13,10,0,5,6,0,14,David,Sutherland,1547.0,1545.0,0.0,10.0,Signed,71.0,0.0,0.0,DAL,tier_5,0.7096774193548387,0.9428571428571428,0.55,,,,DAL,0
119,P,Logan,Lynch,Logan Lynch,LAR,0,2535,2761,0,60,18,134,0,56,19,81,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,23,45,0,0,0,15,Logan,Lynch,3076.0,3074.0,3.0,23.0,Signed,78.0,0.0,0.0,LAR,tier_4,,,,0.05555555555555555,46.016666666666666,0.9181455994204998,LAR,0
