FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,ATL,-1
Alex Leatherwood,RG,ARI,10
Ali Marpet,LG,LV,0
Alijah Vera-Tucker,LG,PHI,-6
Amir Herring,LG,NYJ,-1
Andrew Thomas,LT,WAS,-2
Asim Richards,RG,WAS,-1
Austin Corbett,RG,PIT,1
Beaux Limmer,LG,CAR,4
Ben Bartch,LG,MIN,-1
Ben Bredeson,RG,MIA,-6
Ben Brown,C,SEA,-7
Billy Schrauth,LG,CLE,0
Braden Smith,RT,IND,1
Braeden Daniels,RG,CHI,-2
Broderick Jones,LT,JAX,0
Bryan Hudson,C,ARI,-5
Bryce Foster,C,NYG,1
Cade Mays,RG,NYJ,-2
Caedan Wallace,RT,NYJ,-2
Cameron Jurgens,C,JAX,1
Cesar Ruiz,RG,NO,3
Charles Cross,LT,LV,1
Chris Lindstrom,RG,ATL,0
Cody Ince,LG,CIN,6
Cole Schneider,LG,DEN,-1
Colin Newell,C,BAL,4
Connor Colby,RG,SF,0
Connor McGovern,LG,ARI,4
Connor Williams,LG,CIN,0
Curtis Dunlap Jr.,LG,GB,-1
Dare Rosenthal,RT,DEN,0
Darian Kinnard,LG,LAC,4
Darrian Dalcourt,C,CIN,4
David Edwards,LG,MIA,4
Denaris DeRosa,C,WAS,-3
Dion Dawkins,LT,CLE,-2
Donovan Jackson,RG,NE,-7
Drake Metcalf,C,NYJ,10
Drew Kendall,LG,GB,4
Dylan Parham,RG,TB,-6
Elijah Pritchett,LT,ATL,8
Erik McCoy,C,NO,8
Evan Neal,RT,NYG,-2
Ezra Cleveland,LG,DEN,1
Ezra Dotson-Oyetade,C,MIA,-4
Francis Mauigoa,LT,NE,-4
Garrett Bradbury,C,MIN,-2
Greg Little,LT,PIT,4
Harris Sewell,C,CHI,-1
Harry Miller,LG,NO,-2
Ikem Ekwonu,LG,DAL,-1
Isendre Ahfua,LG,WAS,-2
Jack Nelson,LG,MIN,1
Jacob Hood,LT,SEA,-3
Jamaree Salyer,LG,SF,-1
James Brockermeyer,C,TEN,4
James Daniels,RG,BUF,0
Jarrett Horst,RT,NE,0
Jarrett Patterson,C,LV,1
Jawaan Taylor,RT,JAX,9
Jedrick Wills Jr,LT,NYG,1
Jimothy Lewis,RT,MIN,-6
Joe Alt,LT,LV,-4
Joe Brunner,RT,KC,-2
John Simpson,LG,DET,1
Jonah Williams,LT,CIN,4
Jordan Mailata,LT,DEN,0
Jordan McFadden,RG,IND,0
Josh Braun,LG,LAR,-2
Josh Myers,C,LAC,-5
Kadyn Proctor,RT,WAS,-4
Karsen Barnhart,RG,LAR,-3
Keiondre Jones,LG,KC,0
Kelvin Banks,RT,SEA,1
Kendrick Green,C,PHI,-1
Kenyon Green,RG,LV,4
Kevin Dotson,LG,TEN,10
Kimo Makaneole,C,PIT,-2
Kinglsey Suamataia,LT,LAR,4
Landon Tengwall,RT,PHI,4
Laremy Tunsil,LT,HOU,-4
Lloyd Cushenberry III,C,IND,0
Logan Brown,LT,BAL,-1
Logan Parr,RG,HOU,-1
Lucas Taylor,LG,NYG,-6
Luke Matthews,C,CAR,-2
Luke Wattenberg,C,DEN,-5
Marcus Tate,RG,PHI,-3
Mark Welch,C,SF,1
Marquis Hayes,LG,PIT,-2
Mekhi Becton,LT,NYJ,2
Michael Jurgens,C,TB,10
Michael Mokofisi,RG,CLE,1
Mike Onwenu,LG,NE,0
Nash Jensen,RG,DAL,-5
Nate Anderson,C,DAL,-2
Nate Davis,RG,TEN,1
Neto Umeozulu,C,GB,4
Nick Broeker,LT,CAR,4
Nick Harris,C,CLE,1
Nolan Rucci,LT,BAL,4
Orlando Brown,LT,KC,4
Paris Johnson Jr.,LT,ATL,-2
Patrick Paul,LT,DET,-1
Penei Sewell,RT,DET,-1
Peter Skoronski,RG,NYG,1
Peyton Winstead,C,HOU,-2
Quenton Nelson,LG,IND,2
Quinn Meinerz,RG,SEA,-4
Rashawn Slater,LT,LAC,0
Rasheed Walker,RT,ARI,-9
Reuben Fatheree II,LT,DAL,0
Reuben Unije,RT,DAL,-4
Ronnie Stanley,LT,NO,4
Ross Maseuli,C,DET,0
Ryan Hayes,LT,SF,1
Ryan Ramczyk,RT,NO,4
Ryan Van Demark,LT,PHI,-1
Sean Rhyan,LT,CHI,-4
Shaq Mason,RG,SEA,-2
Sheridan Wilson,LG,CHI,0
Simi Moala,RT,HOU,-7
Spencer Brown,LT,BUF,-3
Steven Jones,RT,MIA,-2
Taylor Moton,RT,CAR,-2
Teven Jenkins,LT,MIA,-4
Thayer Munford,LT,GB,-3
Tommy Brockermeyer,LT,TEN,1
Trai Turner,RG,LAC,1
Trey Smith,RG,KC,2
Tristan Wirfs,RT,TB,-1
Turner Corcoran,LT,TB,-2
Tyler Linderbaum,C,LAR,2
Tyler Vrabel,RT,CIN,9
Tyre Phillips,LG,BAL,-1
Tyrese Robinson,LG,JAX,-1
Victor Stoffel,RT,CHI,-4
Warren McClendon,RT,SF,4
Will Campbell,RT,BUF,4
Will Hernandez,RG,BAL,10
Yousef Mugharbil,LG,BUF,0
Zach Rice,RT,CLE,0
Zak Zinter,LG,DET,0
Zion Johnson,LG,TB,-3
Zion Nelson,LT,ARI,-6
