FullName,Position,TeamName,SkillPointDef
A.J. Epenesa,RE,BUF,-6
A.J. Terrell Jr,CB,NYG,-2
AJ Harris,CB,SF,5
Adam Anderson,ROLB,MIA,0
Adisa Isaac,ROLB,NYJ,1
Akeem Davis-Gaither,ROLB,NO,2
Alex Highsmith,ROLB,CAR,1
Alex Wright,LE,ATL,2
Alfred Collins,DT,BUF,1
Amani Hooker,SS,ARI,-1
Amani Oruwariye,CB,ATL,-3
Amari Burney,LOLB,KC,-3
Andre Cisco,SS,JAX,7
Andre Seldon,CB,MIN,4
Andreas Keaton,CB,CHI,-1
Andrew Booth Jr,CB,PIT,1
Anthony Hill,MLB,WAS,-5
Anthony Lucas,DT,DAL,-2
Anto Saka,LOLB,CAR,-4
Antoine Brooks Jr,SS,ATL,-5
Antoine Winfield Jr,FS,TB,-1
Antwaun Powell,LOLB,DAL,-2
Asa Turner,SS,NE,-1
Asante Samuel Jr,CB,LAC,-2
Azareyeh Thomas,CB,LV,-5
Azeez Ojulari,ROLB,IND,-2
B.J. Hill,DT,WAS,2
B.J. Ojulari,LOLB,PIT,-1
Bax Anaele,LE,CHI,4
Benjamin St-Juste,CB,ARI,1
Bilal Nichols,RE,CAR,0
Billy Bowman,CB,PIT,5
Blayne Toll,LE,LAR,1
Bobby Okereke,MLB,NE,-2
Braiden McGregor,LE,BAL,-2
Branden Jennings,LOLB,BUF,-2
Brandon Jones,SS,BAL,4
Brandon Joseph,FS,NYJ,-10
Brandon Smith,LOLB,IND,3
Brian Asamoah,MLB,GB,6
Brian Burns,LE,CAR,-2
Briceon Hayes,RE,KC,0
Bryan Bresee,DT,PHI,3
Bryce Hall,CB,CHI,-1
Bubba Bolden,SS,NO,0
Byron Murphy Jr,CB,PIT,-2
C.J. Gardner-Johnson,SS,KC,-2
C.J. Henderson,CB,TEN,2
C.J. Hicks,LOLB,DET,1
Cade Denhoff,LE,JAX,-5
Caleb Coley,CB,DET,-3
Caleb Downs,SS,NYG,-4
Caleb Farley,CB,NO,2
Caleb Herring,ROLB,NO,-2
Caleb Presley,CB,WAS,-2
Calen Bullcok,FS,DET,0
Cam'Ron Kelly,FS,NO,4
Cameron Dantzler,CB,GB,1
Cameron McCuthcehon,CB,WAS,1
Cameron Thomas,RE,JAX,6
Carlton Davis III,CB,IND,0
Ceyair Wright,CB,CHI,-2
Chance Biddle,SS,JAX,-2
Chandavian Bradley,RE,NYG,2
Charles Omenihu,LE,PIT,7
Chase Winovich,RE,NE,5
Chase Young,RE,WAS,3
Chris Braswell,ROLB,PHI,0
Chris Rumph II,ROLB,CHI,-2
Christian Barmore,DT,NE,0
Christian Gonzalez,CB,BAL,0
Christian Harris,MLB,TEN,-2
Clelin Ferrell,RE,ATL,4
Clinton Burton Jr,CB,ARI,-3
Cody Simon,MLB,CAR,-1
Cole Holcomb,LOLB,ATL,5
Colin Oliver,ROLB,MIA,-5
Cormani McClain,CB,NYG,5
Curtis Jacobs,ROLB,BAL,5
D.J. Wonnum,RE,NYJ,-1
Da'Ron Payne,DT,WAS,-2
DaRon Bland,CB,BAL,-4
Daeh McCullough,SS,CLE,-6
Dallas Turner,ROLB,TEN,-6
Dalton Brooks,FS,HOU,0
Damarius McGhee,CB,CIN,0
Dameon Williams,CB,MIA,0
Damon Clark,MLB,PHI,10
Damon Payne,DT,BAL,-5
Damond Harmon,CB,TB,-2
Daniel Harris,ROLB,NYG,-2
Danielle Hunter,LE,MIN,-7
Darnay Holmes,CB,KC,-1
Darnell Savage,FS,GB,0
David Ojabo,RE,PHI,-3
David Stone,RE,GB,0
Davison Igbinosun,CB,TEN,3
Daylen Everette,CB,MIN,4
Dayo Odeyingbo,RE,IND,-3
De'Jahn Warren,CB,NE,0
DeForest Buckner,DT,IND,1
DeMarcco Hellams,SS,IND,0
DeMarvin Leal,DT,SF,6
Demani Richardson,SS,NYG,-5
Demorie Tate,CB,TB,1
Denver Harris,CB,CLE,-2
Denzel Burke,CB,HOU,1
Denzel Ward,CB,CLE,2
Derek Stingley Jr.,CB,HOU,0
Derek Williams,SS,CIN,8
Derek Wingo,ROLB,CAR,-8
Derion Gullette,LOLB,HOU,2
Derion Kendrick,CB,LAR,-1
Derrick Brown,DT,MIA,-8
Derrick Davis Jr,FS,NO,8
Derrick Nnadi,DT,HOU,4
