FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,SEA,7
AJ Barner,TE,NE,1
Adam Trautman,TE,NO,4
Agiye Hall,WR,LAC,0
Albert Okwuegbunam,TE,TB,-3
Alex Lines,TE,NYJ,0
Alton McCaskill,HB,SF,1
Alvin Kamara,HB,LAC,2
Amarion Brown,WR,TEN,2
Amon-Ra St. Brown,WR,GB,3
Andre Greene Jr,WR,IND,1
Anthony Williams Jr.,HB,MIA,-1
Arik Gilbert,TE,BUF,1
Armani Winfield,WR,WAS,0
Ashton Hayes,HB,BAL,-2
Austin Stonger,TE,ARI,3
Ayden Williams,WR,NO,0
Beaux Collins,WR,LAR,2
Benji Gosnell,TE,MIA,-1
Bennett Christian,TE,KC,1
Bijan Robinson,HB,JAX,-3
Blake Corum,HB,LV,-1
Braden Galloway,TE,GB,-1
Braelon Allen,HB,ATL,1
Brandon Aiyuk,WR,CHI,-6
Brandon Inniss,WR,SF,2
Braylon James,WR,NYG,-2
Brenen Thompson,WR,SEA,-4
Brenton Strange,TE,LV,7
Brevin Jordan,TE,SEA,11
Briley Moore,TE,TEN,0
Brody Foley,TE,PHI,0
Bru McCoy,WR,DEN,0
C.J. Williams,WR,ATL,8
Cade Otton,TE,HOU,-1
Caleb Burton,WR,ARI,5
Camar Wheaton,HB,SEA,-3
Cameron Seldon,WR,TB,4
Carnell Tate,WR,ARI,-1
Carsen Ryan,TE,CAR,-2
CeeDee Lamb,WR,DAL,2
Chase Claypool,WR,LAR,1
Chase Lane,WR,CHI,0
Chris Godwin,WR,TB,-2
Chris Olave,WR,DEN,-7
Chris Rodriguez Jr,HB,NE,2
Chris Tyree,HB,TB,1
Christian McCaffrey,HB,CAR,0
Clyde Edwards-Helaire,HB,KC,-1
Cole Kmet,TE,CHI,-1
Colston Loveland,TE,LV,0
Corey Kiner,HB,CLE,-4
Cornelius Forrest Jr.,TE,CHI,-3
Cristian Dixon,WR,PIT,0
D.J. Moore,WR,LAR,1
D.K. Metcalf,WR,SEA,1
Dakota Twitty,WR,PHI,-1
Dalton Schultz,TE,DAL,0
Damir Collins,HB,NE,-1
Darnell Mooney,WR,MIA,1
Darnell Washington,TE,PIT,-3
Davante Adams,WR,NYJ,-1
David Bell,WR,NO,-1
David Washington,WR,LAC,1
Dawson Knox,TE,NO,0
De'Andre Bulley,HB,IND,-4
DeAndre Hopkins,WR,MIN,-2
DeAnthony Gatson,HB,MIA,-1
DeVonta Smith,WR,IND,-2
Deion Smith,WR,NYG,-1
Demarkcus Bowman,HB,DAL,0
Deonte Harris,WR,KC,2
Deuce Vaughn,HB,TEN,1
Devin Neal,HB,WAS,3
Devin Singletary,HB,BUF,0
Devon Starling,HB,ARI,-3
Dominick Blaylock,WR,NE,2
Donovan Green,TE,IND,-2
Donovan Peoples-Jones,WR,DAL,3
Drake London,WR,KC,-2
Dyami Brown,WR,BAL,2
Elijah Arroyo,TE,DEN,0
Elijah Collins,HB,NYJ,2
Elijah Moore,WR,NYJ,-3
Emeka Egubka,WR,SF,3
Emmanuel Henderson,HB,BUF,-3
Erick All,TE,MIA,7
Evan Stewart,WR,NE,-1
Foster Moreau,TE,CIN,4
Gabriel Davis,WR,DEN,3
Gage Wilcox,TE,WAS,-2
Garrett Wilson,WR,PHI,1
George Pettaway,HB,BAL,-1
Gi'Bran Payne,HB,KC,0
Harris Parks,TE,LAC,-2
Harrison Bryant,TE,CLE,4
Hayden Rucci,TE,WAS,3
Hudson Henry,TE,KC,4
Hunter Bryant,TE,CIN,3
Hunter Renfrow,WR,CLE,-2
Hykeem Williams,WR,JAX,4
Irv Smith Jr,TE,MIN,-3
Isaac Rex,TE,CAR,0
Isaiah Bond,WR,DAL,-2
Isaiah Davis,HB,SEA,-1
Isaiah Spiller,HB,NE,1
J.J. Pegues,TE,CHI,3
J.K. Dobbins,HB,MIN,-5
J.Michael Sturdivant,WR,LAR,-1
Ja'Marion Wayne,WR,LV,-1
Ja'Marr Chase,WR,CIN,-2
Ja'Tavion Sanders,TE,HOU,-3
Jack Pedersen,TE,NYJ,1
Jacorey Brooks,WR,TEN,-4
Jadan Blue,WR,NYG,-2
Jadon Haselwood,WR,CLE,1
Jahan Dotson,WR,PHI,3
Jahmyr Gibbs,HB,MIN,14
Jake Briningstol,TE,TB,6
Jake Ferguson,TE,SF,3
Jake Johnson,TE,NYG,4
Jaleel Skinner,TE,PHI,6
Jalen Brown,WR,LV,7
Jalen McMillian,WR,DET,-3
Jalen Reagor,WR,ARI,1
Jalen Tolbert,WR,MIN,5
Jalen Williams,TE,BUF,0
Jalen Wydermyer,TE,WAS,3
Jalin Hyatt,WR,CIN,-1
Jamarion Miller,HB,ARI,0
Jameson Williams,WR,MIN,-7
Jaquaize Pettaway,WR,WAS,8
Jaquez Smith,WR,CHI,2
Jarnorris Hopson,WR,NE,-1
Jarquez Hunter,HB,BAL,5
Jason Llewellyn,TE,LAR,0
Javin Simpkin,HB,PHI,2
Javonte Williams,HB,DEN,-1
Jaxson Smith-Njikba,WR,CLE,4
Jaydon Blue,HB,NO,0
Jaylan Knighton,HB,CHI,-4
Jaylen Waddle,WR,MIA,-2
Jeremy Ruckert,TE,ATL,-2
Jermaine Terry,TE,BUF,3
Jerrion Ealy,HB,KC,-1
Jerry Jeudy,WR,ARI,-4
John Emery Jr,HB,CAR,-1
John Metchie III,WR,JAX,-5
Johnny Wilson,WR,DET,-1
Johntay Cook II,WR,BUF,0
Jonathan Taylor,HB,IND,0
