Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,2050-7500,tier_0,1,7501,2050
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,1850-2049,tier_1,0,2050,1850
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,1350-1849,tier_2,-3,1850,1350
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,1050-1349,tier_3,-6,1350,1050
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,400-1049,tier_4,-10,1050,400
HB,tier_0,ScrimmageYardsPer1000DownsPlayed,0-399,tier_5,-15,400,0
HB,tier_0,RBScrimmageTDsPerGame,0.90-5,tier_0,1,5.01,0.90
HB,tier_0,RBScrimmageTDsPerGame,0.65-0.89,tier_1,0,0.9,0.65
HB,tier_0,RBScrimmageTDsPerGame,0.55-0.64,tier_2,-1,0.65,0.55
HB,tier_0,RBScrimmageTDsPerGame,0.40-0.54,tier_3,-2,0.55,0.40
HB,tier_0,RBScrimmageTDsPerGame,0.20-0.39,tier_4,-4,0.4,0.20
HB,tier_0,RBScrimmageTDsPerGame,0.00-0.19,tier_5,-8,0.2,0.00
HB,tier_0,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_0,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_0,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_0,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_0,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_0,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,2050-7500,tier_0,2,7501,2050
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,1850-2049,tier_1,1,2050,1850
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,1350-1849,tier_2,-2,1850,1350
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,1050-1349,tier_3,-4,1350,1050
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,400-1049,tier_4,-8,1050,400
HB,tier_1,ScrimmageYardsPer1000DownsPlayed,0-399,tier_5,-10,400,0
HB,tier_1,RBScrimmageTDsPerGame,0.90-5,tier_0,2,5.01,0.90
HB,tier_1,RBScrimmageTDsPerGame,0.65-0.89,tier_1,1,0.9,0.65
HB,tier_1,RBScrimmageTDsPerGame,0.55-0.64,tier_2,0,0.65,0.55
HB,tier_1,RBScrimmageTDsPerGame,0.40-0.54,tier_3,-1,0.55,0.40
HB,tier_1,RBScrimmageTDsPerGame,0.20-0.39,tier_4,-3,0.4,0.20
HB,tier_1,RBScrimmageTDsPerGame,0.00-0.19,tier_5,-6,0.2,0.00
