FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,SEA,10
AJ Barner,TE,NE,1
Adam Trautman,TE,NO,-5
Agiye Hall,WR,LAC,1
Albert Okwuegbunam,TE,TB,-3
Alex Lines,TE,NYJ,0
Alton McCaskill,HB,SF,1
Alvin Kamara,HB,LAC,2
Amarion Brown,WR,TEN,-2
Amon-Ra St. Brown,WR,GB,4
Andre Greene Jr,WR,IND,4
Anthony Williams Jr.,HB,MIA,-1
Arik Gilbert,TE,BUF,3
Armani Winfield,WR,WAS,1
Ashton Hayes,HB,BAL,1
Austin Stonger,TE,ARI,2
Ayden Williams,WR,NO,-4
Beaux Collins,WR,LAR,2
Benji Gosnell,TE,MIA,0
Bennett Christian,TE,KC,0
Bijan Robinson,HB,JAX,-3
Blake Corum,HB,LV,0
Braden Galloway,TE,GB,1
Braelon Allen,HB,ATL,1
Brandon Aiyuk,WR,CHI,-4
Brandon Inniss,WR,SF,5
Braylon James,WR,NYG,-2
Brenen Thompson,WR,SEA,-2
Brenton Strange,TE,LV,0
Brevin Jordan,TE,SEA,4
Briley Moore,TE,TEN,1
Brody Foley,TE,PHI,0
Bru McCoy,WR,DEN,0
C.J. Williams,WR,ATL,2
Cade Otton,TE,HOU,-3
Caleb Burton,WR,ARI,6
Camar Wheaton,HB,SEA,-3
Cameron Seldon,WR,TB,2
Carnell Tate,WR,ARI,-1
Carsen Ryan,TE,CAR,0
CeeDee Lamb,WR,DAL,3
Chase Claypool,WR,LAR,0
Chase Lane,WR,CHI,-2
Chris Godwin,WR,TB,-2
Chris Olave,WR,DEN,-3
Chris Rodriguez Jr,HB,NE,0
Chris Tyree,HB,TB,0
Christian McCaffrey,HB,CAR,1
Clyde Edwards-Helaire,HB,KC,1
Cole Kmet,TE,CHI,-1
Colston Loveland,TE,LV,0
Corey Kiner,HB,CLE,-3
Cornelius Forrest Jr.,TE,CHI,0
Cristian Dixon,WR,PIT,0
D.J. Moore,WR,LAR,2
D.K. Metcalf,WR,SEA,1
Dakota Twitty,WR,PHI,0
Dalton Schultz,TE,DAL,3
Damir Collins,HB,NE,-1
Darnell Mooney,WR,MIA,3
Darnell Washington,TE,PIT,0
Davante Adams,WR,NYJ,0
David Bell,WR,NO,-1
David Washington,WR,LAC,0
Dawson Knox,TE,NO,-1
De'Andre Bulley,HB,IND,-3
DeAndre Hopkins,WR,MIN,-4
DeAnthony Gatson,HB,MIA,0
DeVonta Smith,WR,IND,0
Deion Smith,WR,NYG,1
Demarkcus Bowman,HB,DAL,2
Deonte Harris,WR,KC,2
Deuce Vaughn,HB,TEN,2
Devin Neal,HB,WAS,4
Devin Singletary,HB,BUF,0
Devon Starling,HB,ARI,-2
Dominick Blaylock,WR,NE,0
Donovan Green,TE,IND,-2
Donovan Peoples-Jones,WR,DAL,0
Drake London,WR,KC,-2
Dyami Brown,WR,BAL,0
Elijah Arroyo,TE,DEN,0
Elijah Collins,HB,NYJ,2
Elijah Moore,WR,NYJ,0
Emeka Egubka,WR,SF,4
Emmanuel Henderson,HB,BUF,-2
Erick All,TE,MIA,10
Evan Stewart,WR,NE,1
Foster Moreau,TE,CIN,6
Gabriel Davis,WR,DEN,4
Gage Wilcox,TE,WAS,-3
Garrett Wilson,WR,PHI,0
George Pettaway,HB,BAL,0
Gi'Bran Payne,HB,KC,-1
Harris Parks,TE,LAC,0
Harrison Bryant,TE,CLE,4
Hayden Rucci,TE,WAS,0
Hudson Henry,TE,KC,7
Hunter Bryant,TE,CIN,1
Hunter Renfrow,WR,CLE,0
Hykeem Williams,WR,JAX,-2
Irv Smith Jr,TE,MIN,-5
Isaac Rex,TE,CAR,1
Isaiah Bond,WR,DAL,-4
Isaiah Davis,HB,SEA,-3
Isaiah Spiller,HB,NE,1
J.J. Pegues,TE,CHI,0
J.K. Dobbins,HB,MIN,-5
J.Michael Sturdivant,WR,LAR,0
Ja'Marion Wayne,WR,LV,0
Ja'Marr Chase,WR,CIN,-2
Ja'Tavion Sanders,TE,HOU,0
Jack Pedersen,TE,NYJ,0
Jacorey Brooks,WR,TEN,-4
Jadan Blue,WR,NYG,-2
Jadon Haselwood,WR,CLE,2
Jahan Dotson,WR,PHI,1
Jahmyr Gibbs,HB,MIN,12
Jake Briningstol,TE,TB,6
Jake Ferguson,TE,SF,2
Jake Johnson,TE,NYG,2
Jaleel Skinner,TE,PHI,1
Jalen Brown,WR,LV,2
Jalen McMillian,WR,DET,1
Jalen Reagor,WR,ARI,1
Jalen Tolbert,WR,MIN,-5
Jalen Williams,TE,BUF,0
Jalen Wydermyer,TE,WAS,4
Jalin Hyatt,WR,CIN,0
Jamarion Miller,HB,ARI,1
Jameson Williams,WR,MIN,-7
Jaquaize Pettaway,WR,WAS,6
Jaquez Smith,WR,CHI,0
Jarnorris Hopson,WR,NE,0
Jarquez Hunter,HB,BAL,6
Jason Llewellyn,TE,LAR,0
Javin Simpkin,HB,PHI,2
Javonte Williams,HB,DEN,-1
Jaxson Smith-Njikba,WR,CLE,8
Jaydon Blue,HB,NO,-5
Jaylan Knighton,HB,CHI,-3
Jaylen Waddle,WR,MIA,1
Jeremy Ruckert,TE,ATL,0
Jermaine Terry,TE,BUF,0
Jerrion Ealy,HB,KC,1
Jerry Jeudy,WR,ARI,-4
John Emery Jr,HB,CAR,-2
John Metchie III,WR,JAX,-5
Johnny Wilson,WR,DET,-2
Johntay Cook II,WR,BUF,-1
Jonathan Taylor,HB,IND,0
Jordan Addison,WR,HOU,0
Jordan Hudson,WR,GB,4
Jordan Whittington,WR,LV,6
Joseph Ngata,WR,MIA,1
Josh Jacobs,HB,NO,4
Josh Whyle,TE,JAX,1
Jovantae Barnes,HB,DAL,2
JuJu Smith-Schuster,WR,SEA,1
Julian Fleming,WR,CAR,-1
Justin Jefferson,WR,LAC,1
Justyn Ross,WR,CHI,7
Juwan Johnson,TE,ARI,0
Kadarius Toney,WR,ATL,1
Kaden Prather,WR,GB,-1
Kaleb Brown,WR,DET,-6
Kamar Edmonds,HB,PIT,0
Kayshon Boutte,WR,BUF,-4
Kaytron Allen,HB,LAC,1
Kelvin Harmon,WR,MIN,-2
Kendall Milton,HB,NYG,8
Keon Coleman,WR,BUF,2
Kevin Coleman,WR,JAX,0
Keyan Burnett,TE,PIT,0
Khalil Shakir,WR,BAL,-1
Konata Mumpfield,WR,DAL,0
Kyle Phillips,WR,NYJ,7
Kyle Pitts,TE,ATL,4
LJ Johnson,HB,LV,10
LaVontae Shenault,WR,BUF,0
Lawrence Arnold,WR,CHI,0
Le'Veon Moss,HB,DEN,-3
Levi Gazarek,TE,SF,0
Luke Hasz,TE,GB,0
Luke Lachey,TE,NYG,0
Lyn-J Dixon,HB,LAR,-1
Mac Markway,TE,NE,0
Maleke Wideman,WR,IND,0
Maliq Carr,TE,JAX,0
Mar'Keise Irving,HB,CIN,5
Marcus Cooper,WR,SF,0
Marcus Peterson,TE,SF,2
Mario Williams,WR,NO,5
Mark Andrews,TE,BAL,-1
Mark Fletcher,HB,GB,-2
Marquese Williams,HB,CHI,0
Marvin Harrison Jr.,WR,TB,0
Marvin Mims,WR,PIT,1
Mason Taylor,TE,DAL,0
Mavin Anderson,WR,CIN,6
Mecole Hardman,WR,NE,-1
Mekhi Collins,WR,SF,2
Micah Bell,HB,BUF,-1
Michael Mayer,TE,PHI,1
Michael Trigg,TE,BAL,0
Miles Campbell,TE,DAL,0
Moliki Matavao,TE,MIN,-3
Mycah Pittman,WR,GB,-2
Myles Montgomery,HB,PHI,6
Najee Harris,HB,PIT,2
Noah Fant,TE,DEN,-6
Omarion Miller,WR,JAX,5
Oscar Delp,TE,BAL,0
Pat Freiermuth,TE,PIT,-2
Pearce Spurlin,TE,DET,0
Preston Williams,WR,PIT,2
RJ Stewarts,WR,DAL,0
Rakim Jarrett,WR,WAS,-2
Raleek Brown,HB,NYJ,2
Randall St. Felix,WR,LAC,-2
Richard Young,HB,JAX,-1
Roderick Robinson II,HB,TEN,2
Romeo Doubs,WR,IND,2
Rondale Moore,WR,ATL,-2
Rueben Owens,HB,HOU,1
Ryan Otton,TE,LAC,-2
Sam Hart,TE,LAR,4
Sam Martin Jr.,HB,NO,-2
Sam Roush,TE,CLE,0
Sedirck Irvin Jr,HB,LAR,2
Seven McGee,HB,DET,1
Shazz Preston,WR,PIT,1
Shelton Sampson Jr,WR,CAR,2
Sincere McCormick,HB,TB,1
Stacy Gage,HB,SF,0
Suntarine Perkins,HB,WAS,-1
T.J. Hockenson,TE,DET,10
Talyn Shettron,WR,BAL,4
Taylor Thompson,TE,TEN,0
Teddy Knox,WR,BUF,1
Tee Higgins,WR,CIN,3
Terrance Gibbs,HB,NYG,3
Terry McLaurin,WR,HOU,1
Tetairoa McMillan,WR,KC,3
Theo Wease,WR,PHI,-2
Thomas Fidone,TE,IND,1
Tommy Tremble,TE,CAR,-4
Tony Pollard,HB,ATL,-3
Travis Kelce,TE,LV,-1
Trayvon Rudolph,WR,NO,-1
Tre'Quan Smith,WR,DET,1
TreVonte Citizen,HB,DET,2
Trevor Etienne,HB,LAC,-1
Trey Sermon,HB,ARI,0
Treyaun Webb,HB,HOU,-3
Treylon Burks,WR,TEN,2
Troy Franklin,WR,HOU,-1
Troy Omeire,WR,NYG,3
Tyler Goodson,HB,CLE,2
Tyler Morris,WR,LV,2
Tyreek Hill,WR,TEN,0
