FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,LV,-3
A.J. Hurts,WR,GB,-4
AJ Barner,TE,NE,-4
Agiye Hall,WR,LAC,-6
Ahmad Williams,WR,CAR,-4
Alex Poindexter,HB,CIN,0
Amari Rodgers,WR,DAL,12
Andre Greene Jr,WR,IND,-1
Andrew Benjamin,HB,GB,2
Anthony Rutherford,HB,LAC,-2
Antoine Terry,WR,HOU,-3
Arik Gilbert,TE,BUF,-5
Armani Winfield,WR,WAS,1
Ashton Hayes,HB,BAL,-1
Ayden Williams,WR,NO,0
Beaux Collins,WR,LAR,-1
Benji Gosnell,TE,DEN,7
Braden Galloway,TE,GB,-2
Bradley Lockridge,WR,TEN,0
Braelon Allen,HB,ATL,2
Brandon Inniss,WR,HOU,2
Braylon James,WR,NYG,1
Brevin Jordan,TE,SEA,3
Brian Lopez,WR,ARI,-3
C.J. Williams,WR,ATL,-5
Caleb Burton,WR,ARI,2
Camar Wheaton,HB,SEA,-5
Cameron Seldon,WR,TB,1
Carlos Williams,HB,TB,-1
Carnell Tate,WR,KC,1
Cecil Carmichael,TE,CIN,-1
Chad Bordelon,TE,JAX,5
Chase Lane,WR,CHI,-1
Chris Godwin,WR,PIT,-2
Chris Olave,WR,DEN,1
Cole Warner,HB,LAC,-5
Colston Loveland,TE,LV,0
Connor McPhee,WR,DAL,-7
Connor Weston,TE,PHI,7
Courtland Hearst,WR,KC,-3
D.J. Moore,WR,LAR,-4
D.J. Peters,HB,IND,1
D.K. Metcalf,WR,SEA,3
Dakota Twitty,WR,LAR,-7
Dalvin Dailey,HB,PIT,4
Damir Collins,HB,NE,1
Daniel Kennard,WR,ATL,2
Darnell Washington,TE,TEN,2
Darrell Rolle,WR,MIA,-4
Darryl Bayless,HB,CIN,7
David Bell,WR,NE,-2
David Washington,WR,LAC,1
David Winslow,WR,NYG,0
DeMarcus Thomas,WR,JAX,1
DeVonta Smith,WR,IND,-2
Devin Sharper,HB,DET,-3
Dominique Thomas,WR,CLE,-2
Donovan Green,TE,NO,0
Drake London,WR,LAC,-4
Duce Robinson,TE,LAR,-5
Elijah Moore,WR,BAL,4
Emeka Egubka,WR,SF,-1
Emmanuel Henderson,HB,TB,1
Evan Stewart,WR,NE,0
Gage Wilcox,TE,DET,4
Garrett Wilson,WR,PHI,3
Gavin Sawchuk,HB,KC,2
George Spears,HB,LAR,-3
Gordon Springs,WR,CIN,4
Grant Borden,TE,ARI,-2
Harris Parks,TE,CAR,-1
Hudson Henry,TE,KC,-2
Hykeem Williams,WR,JAX,6
J.R. Cooke,WR,CLE,-2
Ja'Marr Chase,WR,CIN,3
Ja'Tavion Sanders,TE,PHI,7
Jack Pedersen,TE,NYJ,1
Jacoby Owens,WR,ARI,4
Jacorey Brooks,WR,CIN,-3
Jadan Blue,WR,LV,-3
Jadon Haselwood,WR,CLE,-1
Jaedon Hayes,HB,KC,-2
Jahmyr Gibbs,HB,MIN,0
Jake Briningstol,TE,TB,-5
Jake Johnson,TE,MIA,1
Jaleel Skinner,TE,CHI,-5
Jalen Brown,WR,CLE,7
Jalen Gore,HB,CLE,3
Jalen King,HB,ARI,6
Jalen McMillian,WR,DET,-4
Jalen Shepherd,TE,IND,-1
Jalen Wydermyer,TE,WAS,2
Jamarion Miller,HB,BUF,5
Jaquaize Pettaway,WR,WAS,-1
Javin Simpkin,HB,PHI,0
Javonte Williams,HB,DEN,6
Jaxson Smith-Njikba,WR,NYJ,2
Jaydon Blue,HB,NO,-3
Jaylan Knighton,HB,CHI,0
Jaylen Waddle,WR,CAR,-4
Jerrick Gibson,HB,LV,-6
Joe Golden,WR,PHI,3
Joel Culliver III,WR,TB,1
John Metchie III,WR,MIA,1
Johntay Cook II,WR,BUF,-5
Jonathan Taylor,HB,IND,-2
Jordan Addison,WR,PHI,0
Jordan Hudson,WR,GB,-1
Jordan Whittington,WR,LV,-3
Josh Peete,HB,BUF,-5
Jovantae Barnes,HB,DAL,-2
Julian Fleming,WR,DAL,1
Justin Graham,TE,SF,-2
Justin Jefferson,WR,BAL,2
Kadarius Toney,WR,PHI,-2
Kaden Helms,TE,NYG,3
Kaden Prather,WR,MIA,-5
Kaden Saunders,WR,NO,-3
Kaleb Brown,WR,TB,-7
Kasey Koerner,TE,BAL,0
Kayshon Boutte,WR,BUF,-3
Kaytron Allen,HB,MIA,0
Kendrick McIntyre,WR,GB,8
Kentrell Poe,TE,PIT,4
Keon Coleman,WR,MIA,-1
Kevin Coleman,WR,MIN,0
Kordell Turner,WR,NYJ,-1
Kyle Pitts,TE,ATL,1
LJ Johnson,HB,LV,-7
Laviska Shenault Jr,WR,SEA,7
Lawrence Brookins,WR,CHI,-2
Le'Veon Moss,HB,DEN,-3
Lloyd Bone,WR,SEA,-4
Luke Fryar,WR,NE,4
Luke Hasz,TE,GB,-3
Mac Markway,TE,NE,-3
Mario Williams,WR,NO,0
Mark Fletcher,HB,GB,6
Marlon Hawkins,TE,MIN,-2
Marshall Smith,HB,NYJ,0
Marvin Middleton,WR,SF,-3
Marvin Mims,WR,PIT,-4
Mavin Anderson,WR,DET,5
Mekhi Collins,WR,BAL,-4
Mike Gattis,WR,TEN,-5
Myles Montgomery,HB,BAL,-5
Najee Harris,HB,ARI,-3
Nick Meerce,WR,BUF,4
Omarion Miller,WR,JAX,-7
Pearce Spurlin,TE,DET,-2
Quannel Hobbs,HB,JAX,-5
Rakim Jarrett,WR,DEN,5
Raleek Brown,HB,CAR,-3
Rashod Bateman,WR,CHI,1
Richard Young,HB,JAX,1
Roderick Robinson II,HB,TEN,0
Rondale Moore,WR,ATL,4
Ross Dayne,HB,BAL,7
Ryan Otton,TE,LAC,-5
Ryan Wingo,WR,MIN,2
Sam Martin Jr.,HB,NO,2
Samuel Singleton,HB,NYG,-1
Sean Crawford,HB,WAS,2
Sean Dyson,HB,TEN,-5
Sean Seawright,WR,NYJ,-1
Shazz Preston,WR,PIT,3
Shelton Sampson Jr,WR,IND,-2
Shelvin Ellison,WR,BAL,-3
Stephen Davis,HB,NYG,0
Talyn Shettron,WR,SF,1
Tavon Walford,WR,ARI,-3
Terrelle Combs,HB,DEN,1
Tetairoa McMillan,WR,KC,-1
Thomas Fidone,TE,IND,-2
Tiquan Charlton,WR,WAS,0
Tommy Tremble,TE,CHI,-4
Tony Carmichael,WR,DEN,2
Travis McClain,TE,DAL,8
TreVeyon Henderson,HB,SF,5
TreVonte Citizen,HB,HOU,-4
Treylon Burks,WR,TEN,-4
Trumaine Collins,WR,MIN,0
Tyler Donnell,TE,JAX,-1
Tyler Goodson,HB,CLE,3
Tyler McGrath,TE,CLE,1
Tyler Schilling,WR,HOU,3
Tyreek Faulk,WR,DET,-4
Tyrus Washington,TE,HOU,4
Will Baldwin Jr,HB,MIN,8
Xavier Worthy,WR,CAR,3
Zach Kirkpatrick,HB,SEA,-6
