FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,CIN,-1
A.J. Terrell Jr,CB,NYG,1
A.J. Yates,DT,SEA,8
AJ Harris,CB,SF,-3
Aaron Thompson,LE,DEN,-4
Adam Anderson,ROLB,MIA,3
Addison Means,LOLB,NYJ,-6
Ahmad Gardner,CB,BAL,-1
Akheem Mesidor,DT,NYG,2
Alex DuBois,CB,LAC,-1
Alex Jones,SS,IND,-2
Alex Wright,LE,MIN,5
Allen Sermon,CB,KC,-6
Alton Hawkins,LOLB,LAR,0
Amari Burney,LOLB,KC,-1
Andre Cisco,SS,SEA,0
Andre Stewart,CB,JAX,1
Andreas Keaton,CB,IND,-1
Andrew Mukuba,SS,SEA,-1
Andrew Swain Jr,ROLB,WAS,3
Anthony Hill,MLB,WAS,2
Anthony Roberts,MLB,LAC,-5
Anto Saka,LOLB,CAR,-2
Asa Turner,SS,NE,7
Asante Samuel Jr,CB,CIN,-5
Ashton Farrell,ROLB,WAS,-2
Austin Barker,FS,LAR,2
Aydin Breland,DT,ARI,1
Azareyeh Thomas,CB,MIA,-1
Azeez Ojulari,ROLB,JAX,0
Barrett Carter,LOLB,LAC,5
Bax Anaele,LE,LAC,-2
Billy Bowman,CB,PIT,0
Blake Jones,MLB,CLE,1
Blayne Toll,LE,LAR,1
Brady McIntyre,ROLB,MIA,-2
Braiden McGregor,LE,BAL,-2
Branden Jennings,LOLB,CIN,0
Brandon Bradshaw,LOLB,SF,-5
Brandon Joseph,FS,NYJ,-10
Brandon Smith,LOLB,PIT,2
Braylon Allen,FS,PHI,11
Braylon Johnson,FS,PIT,8
Brenan Vernon,LE,KC,-4
Brenan Vernon,RE,CAR,3
Brendan Humphrey,SS,MIN,-2
Brian Asamoah,MLB,GB,3
Brian Burns,LE,WAS,-2
Brian Thompson,DT,DEN,0
Bryan Bresee,DT,PHI,1
Bryce Anderson,FS,NYG,4
C.J. Gardner-Johnson,SS,MIN,0
C.J. Griffin,RE,ATL,-4
C.J. Hicks,LOLB,DET,-3
C.J. Washington,MLB,NYG,2
Cade Denhoff,LE,JAX,-1
Cadron Charles,CB,MIA,1
Caleb Farley,CB,MIN,-1
Caleb Presley,CB,WAS,2
Calen Bullcok,FS,DET,0
Calvin Bates,LE,LAR,2
Cam Holmes,MLB,ATL,5
Cam Samuel,LOLB,CLE,3
Cam'Ron Kelly,FS,TB,7
Cameron Jenkins,FS,IND,2
Cameron Williams,RE,JAX,8
Carl Thornton,CB,LAR,0
Carlos Lacy,ROLB,CHI,2
Carlos Sears,FS,SEA,-3
Carter Wyatt,MLB,TB,-5
Ceyair Wright,CB,CHI,3
Chance Biddle,SS,JAX,3
Charles Staley,LOLB,PIT,0
Chase Young,RE,KC,0
