Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
5,RG,Asim,Richards,Asim Richards,WAS,10,0,6,669,False,10,25,0,9,Asim,Richards,3191.0,3189.0,7.0,25.0,Signed,73.0,0.0,0.0,WAS,tier_5,8.968609865470851,WAS,-6
7,C,Tyrone,Sampson Jr.,Tyrone Sampson Jr.,PIT,14,0,3,862,False,14,28,0,9,Tyrone,Sampson Jr.,3259.0,3257.0,7.0,28.0,Signed,66.0,0.0,0.0,PIT,tier_6,3.480278422273782,PIT,1
24,C,Harris,Sewell,Harris Sewell,CHI,11,0,3,638,False,11,0,0,9,Harris,Sewell,1818.0,1816.0,3.0,0.0,Signed,71.0,0.0,0.0,CHI,tier_5,4.702194357366771,CHI,-3
27,LG,David,Edwards,David Edwards,LAR,12,0,3,827,False,12,23,0,9,David,Edwards,731.0,729.0,11.0,23.0,Signed,74.0,0.0,0.0,LAR,tier_5,3.6275695284159615,LAR,1
43,C,Cameron,Jurgens,Cameron Jurgens,JAX,15,0,1,1116,False,15,16,0,9,Cameron,Jurgens,3273.0,3271.0,7.0,16.0,Signed,89.0,0.0,0.0,JAX,tier_2,0.8960573476702509,JAX,6
44,LG,Titus,Givens,Titus Givens,TEN,15,0,4,941,False,15,29,0,9,Titus,Givens,1307.0,1305.0,0.0,29.0,Signed,74.0,0.0,0.0,TEN,tier_5,4.2507970244420825,TEN,-1
127,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,MIA,12,0,1,825,False,12,11,0,9,Ezra,Dotson-Oyetade,2165.0,2163.0,6.0,11.0,Signed,84.0,0.0,0.0,MIA,tier_3,1.2121212121212122,MIA,4
134,LT,Dextrell,Irving,Dextrell Irving,LV,11,0,10,741,False,11,22,0,9,Dextrell,Irving,67.0,65.0,1.0,22.0,Signed,78.0,0.0,0.0,LV,tier_4,13.495276653171391,LV,-2
136,LT,Mekhi,Becton,Mekhi Becton,LAC,15,0,7,977,False,15,7,0,9,Mekhi,Becton,172.0,170.0,10.0,7.0,Signed,82.0,0.0,0.0,LAC,tier_3,7.164790174002047,LAC,4
139,RG,Greg,Crippen,Greg Crippen,BAL,15,0,1,1020,False,15,24,0,9,Greg,Crippen,1951.0,1949.0,4.0,24.0,Signed,68.0,0.0,0.0,BAL,tier_6,0.9803921568627451,BAL,12
155,RG,Kenyon,Green,Kenyon Green,LV,15,0,1,1120,False,15,22,0,9,Kenyon,Green,3320.0,3318.0,8.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,0.8928571428571428,LV,9
162,RT,Andrew,Kristofic,Andrew Kristofic,IND,12,0,2,821,False,12,9,0,9,Andrew,Kristofic,2728.0,2726.0,6.0,9.0,Signed,69.0,0.0,0.0,IND,tier_6,2.4360535931790497,IND,12
180,C,Luke,Matthews,Luke Matthews,CAR,15,0,5,1023,False,15,20,0,9,Luke,Matthews,3295.0,3293.0,7.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,4.887585532746823,CAR,-4
