FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,ATL,0
Alec Meyers,RT,DEN,-1
Alex Leatherwood,RG,GB,-4
Alijah Vera-Tucker,LG,KC,1
Amarius Mims,RT,PIT,-2
Amir Herring,LG,NYJ,-1
Andrew Kristofic,RT,IND,12
Andrew Thomas,LT,NYJ,-4
Asim Richards,RG,WAS,-6
Austin Corbett,RG,ARI,-2
Austin Jackson,LG,HOU,-2
Beaux Limmer,LG,CAR,1
Ben Bartch,LG,MIN,4
Blake Fisher,RT,BAL,0
Brady Latham,RG,DET,-1
Braeden Daniels,RG,CHI,0
Brenton Mayes,LT,BUF,-2
Bryce Foster,C,NYG,-3
Cade Mays,RG,NYJ,1
Cade McConnell,LT,GB,1
Cam Michaels,RT,LAR,-3
Cameron Jurgens,C,JAX,6
Carson Edmonds,LT,DET,4
Cesar Ruiz,RG,NO,-9
Chauncey Kamakea,C,ATL,-1
Chris Lindstrom,RG,ATL,0
Christian Darrisaw,LT,MIN,-2
Cody Ince,LG,CIN,-1
Cole Smith,C,NE,0
Connor Williams,LG,JAX,-2
Creed Humphrey,C,KC,4
Curtis Dunlap Jr.,LG,GB,-1
D.J. Rogers,RG,LAC,-2
Darian Kinnard,LG,LAC,-2
Darrius Davis,RT,DAL,1
David Edwards,LG,LAR,1
Deandre Mitchell,RG,CLE,1
Denaris DeRosa,C,BAL,0
Deshaun Woods,LG,BUF,-1
Deshawn Woods,LG,PHI,4
Devon Campbell,RG,CAR,-2
Dextrell Irving,LT,LV,-2
Dohnovan West,C,HOU,-5
Donovan Jackson,RG,NE,4
Eddie Russell,LT,SF,-2
Elijah Pritchett,LT,ATL,1
Emil Ekiyor Jr.,RG,SF,6
Erik McCoy,C,NO,6
Evan Neal,RT,NYG,4
Ezra Dotson-Oyetade,C,MIA,4
Francis Mauigoa,LT,NE,-4
Frank Ragnow,C,DET,-1
Gabe Blair,LG,ARI,4
Greg Crippen,RG,BAL,12
Harris Sewell,C,CHI,-3
Ikem Ekwonu,LG,DAL,-1
Isendre Ahfua,LG,WAS,1
J.B. Nelson,LT,KC,1
JC Latham,LT,PIT,4
Jack Nelson,LG,MIN,-6
Jamaal Jarrett,RT,LAC,-4
Jamaree Salyer,LG,SF,-1
James Brockermeyer,C,TEN,2
Jarrett Patterson,C,LV,-2
Javion Cohen,LG,BAL,-1
Jawaan Taylor,RT,JAX,4
Jay Scott,RG,TEN,0
Jedrick Wills Jr,LT,NYG,1
Joe Alt,LT,MIN,-4
Joe Brunner,RT,KC,-4
Jonah Miller,LG,CLE,0
Jonah Monheim,LT,PHI,-2
Jordan McFadden,RG,IND,-3
Julian Armella,LT,CLE,4
Kadyn Proctor,RT,WAS,3
Kam Dewberry,RG,JAX,-8
Kamron Scott,LG,DEN,-1
Kelvin Banks,RT,SEA,0
Kenyon Green,RG,LV,9
Kevin Crowley,LG,PIT,0
Khalon Davis,LT,NO,-2
Kinglsey Suamataia,LT,LAR,1
Kiyaunta Goodwin,RT,PHI,-4
Landon Dickerson,LG,CHI,-1
Lloyd Foster,RT,CAR,-4
Logan Brown,LT,BAL,1
Logan Parr,RG,HOU,-4
Logan Reichert,LT,NO,-2
Luke Matthews,C,CAR,-4
Marcus Kendricks,RG,LAR,-2
Mark Finney,C,CLE,-3
Mark Welch,C,SF,4
Marquis Hayes,LG,SEA,1
Matt Hennessy,C,BUF,-2
Matt Kendricks,C,IND,-3
Matt Nickerson,LG,MIA,1
Matthew Weston,LG,NYG,0
Maurice Smith,C,SEA,4
Mekhi Becton,LT,LAC,4
Michael Jurgens,C,TB,-2
Michael Mokofisi,RG,MIA,12
Mike Onwenu,LG,NE,-1
Najee Bethel,C,WAS,4
Nate Anderson,C,DAL,-6
Nate Davis,RG,CIN,1
Neto Umeozulu,C,GB,-3
Nick Broeker,LT,CAR,-2
Nick Morris,RT,CHI,-3
Nolan Rucci,LT,WAS,-3
Obinna Eze,RT,TEN,-3
Orlando Brown,LT,SEA,0
Pat Nowak,C,PHI,-1
Penei Sewell,RT,DET,-1
Peter Coker,C,MIN,1
Phillip Koerner,RT,ATL,0
Quandre Brooks,LG,DET,1
Quenton Nelson,LG,IND,1
Quinn Meinerz,RG,SEA,-2
Raekwon Heyward,RG,PIT,4
Rashawn Slater,LT,ARI,1
Rasheed Walker,RT,ARI,-3
Reuben Fatheree II,LT,DAL,0
Reuben Unije,RT,HOU,4
Ross Maseuli,C,DEN,0
Roy Barrett,RT,NE,1
Ryan Hayes,LT,MIA,-9
Ryan Stevens,LT,IND,1
Ryan Van Demark,LT,PHI,10
Sal Rowe,C,CIN,1
Sebastian Langford,LG,LV,-1
Steve Madson,C,NYJ,-2
Terron Jones,LT,GB,1
Titus Givens,LG,TEN,-1
Tommy Brockermeyer,LT,TEN,4
Travis Walker,RG,PHI,-6
Trey Smith,RG,KC,6
Tristan Wirfs,RT,TB,4
Troy Tatum,RG,NO,0
Turner Corcoran,LT,TB,-1
Ty'kieast Crawford,RG,DAL,-1
Tyler Linderbaum,C,LAR,4
Tyler Vrabel,RT,CIN,-4
Tyron Callahan,LG,TB,4
Tyrone Sampson Jr.,C,PIT,1
Warren McClendon,RT,SF,1
Will Campbell,RT,BUF,1
Yousef Mugharbil,LG,TB,-2
Zach Rice,RT,CLE,0
Zhaire Guyton,C,LAC,9
