Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
9,QB,Malachi,Nelson,Malachi Nelson,SEA,257,3803,0,42,0,0,987,0,True,331,66,538,16,0,0,1,9,36,66,2,0,0,35,21,0,15,15,4,27,3,Malachi,Nelson,3587.0,3585.0,4.0,27.0,Signed,92.0,0.0,0.0,SEA,tier_1,260.38500506585615,1168.1818181818182,0.2,3.0395136778115504,,
13,QB,Sam,Horn,Sam Horn,DEN,344,3248,0,190,0,0,926,0,True,284,48,452,13,0,0,4,9,54,29,8,0,0,29,23,0,15,15,6,3,3,Sam,Horn,1882.0,1880.0,4.0,3.0,Signed,83.0,0.0,0.0,DEN,tier_3,371.4902807775378,2150.0,0.2,3.239740820734341,,
14,HB,Jalen,King,Jalen King,ARI,1153,0,0,535,39,7,410,46,True,0,232,0,0,8,0,11,9,75,0,19,0,0,0,0,1,14,14,3,6,8,Jalen,King,917.0,915.0,2.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,2907.3170731707314,1464.6499999999999,0.6428571428571429,21.95121951219512,ARI,6.0
29,TE,Braden,Galloway,Braden Galloway,GB,0,0,0,0,588,24,1024,297,True,0,0,0,0,58,0,0,9,0,0,1,0,0,0,0,4,15,15,0,19,0,Braden,Galloway,3443.0,3441.0,8.0,19.0,Signed,84.0,0.0,0.0,GB,tier_3,574.21875,1459.8620689655174,0.26666666666666666,3.90625,GB,-2.0
37,WR,Beaux,Collins,Beaux Collins,LAR,1,0,1,0,985,26,956,394,True,0,3,0,0,74,0,0,9,4,0,0,0,0,0,0,4,15,15,0,23,0,Beaux,Collins,2780.0,2778.0,6.0,23.0,Signed,80.0,0.0,0.0,LAR,tier_3,1031.3807531380755,1845.9740259740256,0.26666666666666666,4.184100418410042,LAR,-1.0
58,TE,AJ,Barner,AJ Barner,NE,0,0,1,0,473,22,1045,220,True,0,0,0,0,45,0,0,9,0,0,2,0,0,0,0,5,15,15,0,21,0,AJ,Barner,2554.0,2552.0,6.0,21.0,Signed,89.0,0.0,0.0,NE,tier_2,452.63157894736844,1513.6,0.3333333333333333,4.784688995215311,NE,-4.0
73,WR,D.J.,Moore,D.J. Moore,LAR,0,0,3,0,662,22,770,237,True,0,0,0,0,54,0,0,9,0,0,2,0,0,0,0,2,15,15,0,23,0,D.J.,Moore,1854.0,1852.0,12.0,23.0,Signed,76.0,0.0,0.0,LAR,tier_4,859.7402597402597,1765.3333333333333,0.13333333333333333,2.5974025974025974,LAR,-4.0
75,TE,Colston,Loveland,Colston Loveland,LV,0,0,5,0,725,26,1117,325,True,0,0,0,0,65,0,0,9,0,0,0,0,0,0,0,2,15,15,0,22,0,Colston,Loveland,35.0,33.0,3.0,22.0,Signed,84.0,0.0,0.0,LV,tier_3,649.059982094897,1606.153846153846,0.13333333333333333,1.7905102954341987,LV,0.0
77,WR,Courtland,Hearst,Courtland Hearst,KC,9,0,1,0,799,28,954,322,True,0,3,0,0,74,0,0,9,3,0,0,0,0,0,0,5,15,15,0,8,0,Courtland,Hearst,1794.0,1792.0,0.0,8.0,Signed,75.0,0.0,0.0,KC,tier_4,846.9601677148847,1529.2987012987014,0.3333333333333333,5.241090146750524,KC,-3.0
93,WR,Rashod,Bateman,Rashod Bateman,CHI,0,0,2,0,435,28,387,164,True,0,0,0,0,33,0,0,9,0,0,0,0,0,0,0,1,10,6,0,0,0,Rashod,Bateman,151.0,149.0,9.0,0.0,Signed,71.0,0.0,0.0,CHI,tier_5,1124.031007751938,1898.1818181818182,0.1,2.5839793281653747,CHI,1.0
