Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
14,P,Tom,Hutton,Tom Hutton,WAS,0,2593,2901,0,66,18,61,0,51,9,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,15,Tom,Hutton,2701.0,2699.0,7.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,,,,0.05555555555555555,43.95454545454545,0.8938297138917615,WAS,0
17,K,Aldrick,Rosas,Aldrick Rosas,MIN,0,0,0,0,0,0,59,43,0,9,0,False,0,0,16,40,0,4,4,5,3,0,5,3,12,49,15,30,0,0,4,0,15,Aldrick,Rosas,2268.0,2266.0,14.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,0.75,0.9302325581395349,0.5,,,,MIN,-5
21,K,Devin,Tanley,Devin Tanley,GB,0,0,0,0,0,0,66,38,0,9,0,False,0,0,28,36,0,10,9,3,6,0,3,6,25,56,15,19,0,7,9,0,15,Devin,Tanley,461.0,459.0,0.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,0.8928571428571429,0.9473684210526315,0.8421052631578947,,,,GB,6
31,K,Joey,Slye,Joey Slye,IND,0,0,0,2,0,0,74,45,0,9,0,False,0,0,32,41,0,6,6,13,7,0,13,7,27,53,14,9,0,2,5,0,15,Joey,Slye,2409.0,2407.0,11.0,9.0,Signed,78.0,0.0,0.0,IND,tier_4,0.84375,0.9111111111111111,0.5833333333333334,,,,IND,-3
32,K,Matthew,Wright,Matthew Wright,ATL,1,0,0,1,0,0,63,46,0,9,0,False,0,0,24,42,0,2,8,9,5,0,9,5,21,50,14,13,0,1,6,0,15,Matthew,Wright,2949.0,2947.0,10.0,13.0,Signed,72.0,0.0,0.0,ATL,tier_5,0.875,0.9130434782608695,0.7,,,,ATL,2
41,P,Braden,Mann,Braden Mann,IND,0,2218,2364,0,51,20,144,0,48,9,90,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,9,47,0,0,1,15,Braden,Mann,1683.0,1681.0,10.0,9.0,Signed,81.0,0.0,0.0,IND,tier_3,,,,0.1,46.35294117647059,0.9382402707275804,IND,1
45,K,Justin,Rohrwasser,Justin Rohrwasser,PIT,1,0,0,1,0,0,141,36,0,9,75,False,0,0,29,35,0,9,8,6,6,0,6,6,23,55,15,28,45,3,8,0,15,Justin,Rohrwasser,2264.0,2262.0,10.0,28.0,Signed,81.0,0.0,0.0,PIT,tier_3,0.7931034482758621,0.9722222222222222,0.6470588235294118,,,,PIT,-4
46,K,Tyler,Bass,Tyler Bass,CHI,0,0,0,1,0,0,60,29,0,9,0,False,0,0,31,28,0,17,6,5,3,0,5,3,21,54,15,0,0,7,6,0,15,Tyler,Bass,149.0,147.0,10.0,0.0,Signed,76.0,0.0,0.0,CHI,tier_4,0.6774193548387096,0.9655172413793104,0.5652173913043478,,,,CHI,-6
58,P,Jamie,Gillan,Jamie Gillan,TEN,0,3389,3653,0,80,35,140,0,55,9,65,False,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,29,37,0,0,0,15,Jamie,Gillan,936.0,934.0,11.0,29.0,Signed,79.0,0.0,0.0,TEN,tier_4,,,,0.2857142857142857,45.6625,0.9277306323569668,TEN,-1
60,P,Matt,Stern,Matt Stern,LV,0,3183,3478,0,81,30,82,0,44,9,1,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,15,Matt,Stern,2904.0,2902.0,2.0,22.0,Signed,70.0,0.0,0.0,LV,tier_5,,,,0.2,42.93827160493827,0.9151811385853938,LV,-2
66,P,Adam,Williams,Adam Williams,NYJ,0,2010,2229,0,50,21,50,0,46,9,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,15,Adam,Williams,3745.0,3743.0,8.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,,,,0.0,44.58,0.901749663526245,NYJ,2
78,K,Evan,McPherson,Evan McPherson,NO,0,0,0,0,0,0,122,33,0,9,65,False,0,0,23,31,0,10,2,2,9,0,2,9,18,57,15,26,41,5,2,0,15,Evan,McPherson,1777.0,1775.0,9.0,26.0,Signed,80.0,0.0,0.0,NO,tier_3,0.782608695652174,0.9393939393939394,0.5833333333333334,,,,NO,-6
90,P,Kai,Kroeger,Kai Kroeger,MIN,0,3978,4214,0,92,28,169,0,47,9,76,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,30,45,0,0,0,15,Kai,Kroeger,352.0,350.0,6.0,30.0,Signed,79.0,0.0,0.0,MIN,tier_4,,,,0.17857142857142858,45.80434782608695,0.9439962031324157,MIN,1
98,P,Kai,Keawe,Kai Keawe,NYG,0,2364,2688,0,60,15,51,0,59,9,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,1,15,Kai,Keawe,2885.0,2883.0,2.0,15.0,Signed,75.0,0.0,0.0,NYG,tier_4,,,,0.2,44.8,0.8794642857142857,NYG,-2
101,K,Jack,Stone,Jack Stone,DET,1,0,0,0,0,0,55,34,0,9,0,False,0,0,21,32,0,4,6,3,8,0,3,8,17,46,15,18,0,0,6,0,15,Jack,Stone,981.0,979.0,4.0,18.0,Signed,70.0,0.0,0.0,DET,tier_5,0.8095238095238095,0.9411764705882353,0.6,,,,DET,-1
107,P,Gary,Paulson,Gary Paulson,ARI,0,2601,2763,0,62,20,64,0,46,9,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,1,15,Gary,Paulson,2900.0,2898.0,2.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,,,,0.15,44.564516129032256,0.9413680781758957,ARI,0
110,P,Jake,Bailey,Jake Bailey,BUF,0,3134,3368,0,76,22,79,0,45,9,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,15,Jake,Bailey,113.0,111.0,11.0,2.0,Signed,74.0,0.0,0.0,BUF,tier_5,,,,0.045454545454545456,44.31578947368421,0.9305225653206651,BUF,3
123,P,Joshua,Conwell,Joshua Conwell,PHI,0,1863,2020,0,44,21,0,0,58,9,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,Joshua,Conwell,1120.0,1118.0,1.0,12.0,Signed,74.0,0.0,0.0,PHI,tier_5,,,,0.0,45.90909090909091,0.9222772277227723,PHI,5
131,P,Alan,Brackett,Alan Brackett,CIN,0,3060,3307,0,74,28,75,0,46,9,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,15,Alan,Brackett,1771.0,1769.0,1.0,1.0,Signed,75.0,0.0,0.0,CIN,tier_4,,,,0.03571428571428571,44.689189189189186,0.9253099485938917,CIN,1
137,P,Clyde,Darby,Clyde Darby,ATL,0,1995,2172,0,49,9,135,0,49,9,85,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,13,44,0,0,0,15,Clyde,Darby,340.0,338.0,0.0,13.0,Signed,75.0,0.0,0.0,ATL,tier_4,,,,0.6666666666666666,44.326530612244895,0.9185082872928176,ATL,-5
139,K,Ethan,Moczulski,Ethan Moczulski,HOU,0,0,0,0,0,0,120,36,0,9,67,False,0,0,17,34,0,6,6,4,1,0,4,1,13,52,15,31,36,2,6,0,15,Ethan,Moczulski,795.0,793.0,5.0,31.0,Signed,79.0,0.0,0.0,HOU,tier_4,0.7647058823529411,0.9444444444444444,0.6666666666666666,,,,HOU,-2
140,K,Isaiah,Hamilton,Isaiah Hamilton,CAR,0,0,0,0,0,0,56,29,0,9,0,False,0,0,31,29,0,12,11,4,4,0,4,4,25,55,14,20,0,6,11,0,15,Isaiah,Hamilton,29.0,27.0,3.0,20.0,Signed,73.0,0.0,0.0,CAR,tier_5,0.8064516129032258,1.0,0.7391304347826086,,,,CAR,3
142,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,NE,0,0,0,0,0,0,141,41,0,9,76,False,0,0,23,37,0,5,6,8,4,0,8,4,18,47,15,21,42,0,6,0,15,Ka'imi,Fairbairn,785.0,783.0,14.0,21.0,Signed,75.0,0.0,0.0,NE,tier_4,0.782608695652174,0.9024390243902439,0.5454545454545454,,,,NE,-6
145,P,Brandon,Wright,Brandon Wright,KC,0,2552,2714,0,63,17,64,0,44,9,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,15,Brandon,Wright,2944.0,2942.0,10.0,8.0,Signed,70.0,0.0,0.0,KC,tier_5,,,,0.0,43.07936507936508,0.9403095062638173,KC,4
146,K,Alex,McPherson,Alex McPherson,CIN,0,0,0,0,0,0,140,37,0,9,74,False,0,0,28,36,0,8,7,9,4,0,9,4,24,53,15,1,44,4,7,0,15,Alex,McPherson,884.0,882.0,4.0,1.0,Signed,83.0,0.0,0.0,CIN,tier_3,0.8571428571428571,0.972972972972973,0.7333333333333333,,,,CIN,0
148,P,Jordy,Sandy,Jordy Sandy,DEN,0,2490,2637,0,60,19,61,0,45,9,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,Jordy,Sandy,654.0,652.0,7.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,,,,0.3684210526315789,43.95,0.944254835039818,DEN,-2
149,P,Michael,Turk,Michael Turk,CHI,0,2721,2959,0,64,16,134,0,47,9,66,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,43,0,0,0,15,Michael,Turk,3552.0,3550.0,8.0,0.0,Signed,81.0,0.0,0.0,CHI,tier_3,,,,0.3125,46.234375,0.9195674214261574,CHI,-4
162,P,Tory,Taylor,Tory Taylor,LAR,0,2922,3116,0,70,22,134,0,46,9,64,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,23,43,0,0,0,15,Tory,Taylor,2940.0,2938.0,6.0,23.0,Signed,76.0,0.0,0.0,LAR,tier_4,,,,0.3181818181818182,44.51428571428571,0.9377406931964056,LAR,-3
177,K,Austin,Seibert,Austin Seibert,MIA,0,0,0,2,0,0,130,23,0,9,68,False,0,0,37,23,0,17,8,6,6,0,6,6,28,54,15,11,37,8,8,0,15,Austin,Seibert,2342.0,2340.0,11.0,11.0,Signed,78.0,0.0,0.0,MIA,tier_4,0.7567567567567568,1.0,0.64,,,,MIA,0
211,P,Jack,Fox,Jack Fox,SEA,0,2798,2991,0,66,21,143,0,46,9,73,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,27,45,0,0,0,15,Jack,Fox,858.0,856.0,12.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,,,,0.14285714285714285,45.31818181818182,0.93547308592444,SEA,1
216,K,Matt,Walker,Matt Walker,SEA,0,0,0,0,0,0,57,34,0,9,0,False,0,0,30,32,0,6,13,5,6,0,5,6,25,52,14,27,0,1,13,0,15,Matt,Walker,2322.0,2320.0,2.0,27.0,Signed,74.0,0.0,0.0,SEA,tier_5,0.8333333333333334,0.9411764705882353,0.7368421052631579,,,,SEA,3
219,K,Colin,Hartman,Colin Hartman,LAR,0,0,0,0,0,0,51,27,0,9,0,False,0,0,24,25,0,8,10,1,5,0,1,5,20,52,15,23,0,4,10,0,15,Colin,Hartman,2330.0,2328.0,2.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,0.8333333333333334,0.9259259259259259,0.7777777777777778,,,,LAR,4
223,P,Daniel,Lee,Daniel Lee,NO,0,3385,3587,0,80,23,78,0,49,9,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,1,15,Daniel,Lee,266.0,264.0,3.0,26.0,Signed,75.0,0.0,0.0,NO,tier_4,,,,0.0,44.8375,0.9436855310844717,NO,3
231,K,Jack,Podlesny,Jack Podlesny,DAL,0,0,0,0,0,0,44,31,0,9,0,False,0,0,17,29,0,2,4,8,3,0,8,3,15,48,13,10,0,0,4,0,14,Jack,Podlesny,1128.0,1126.0,7.0,10.0,Signed,69.0,0.0,0.0,DAL,tier_6,0.8823529411764706,0.9354838709677419,0.6666666666666666,,,,DAL,5
235,K,Nathan,Porter,Nathan Porter,NYG,0,0,0,0,0,0,148,38,0,9,82,False,0,0,32,36,0,16,9,3,4,0,3,4,27,56,15,15,46,11,9,0,15,Nathan,Porter,333.0,331.0,3.0,15.0,Signed,78.0,0.0,0.0,NYG,tier_4,0.84375,0.9473684210526315,0.8,,,,NYG,2
236,K,Gabe,Brkic,Gabe Brkic,NYJ,0,0,0,1,0,0,157,36,0,9,84,False,0,0,36,36,0,14,8,7,7,0,7,7,30,57,15,17,52,8,8,0,15,Gabe,Brkic,2411.0,2409.0,7.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,0.8333333333333334,1.0,0.7272727272727273,,,,NYJ,2
