Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
3,CB,Christian,Gonzalez,Christian Gonzalez,LV,True,0,56,979,0,19,34,45,0,9,31,33,0,4,3,0,16,0,22,0,0,0,0,14,14,Christian,Gonzalez,1869.0,1867.0,6.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,0.0,7.150153217568948,16.34320735444331,65.37282941777325,16.34320735444331,3.1664964249233916,1.0714285714285714,LV,6
9,CB,Jaden,Bagley,Jaden Bagley,CIN,True,0,11,407,0,8,11,17,0,9,9,11,0,1,0,0,5,0,1,0,0,0,0,13,0,Jaden,Bagley,2589.0,2587.0,1.0,1.0,Signed,77.0,0.0,0.0,CIN,tier_4,0.0,2.457002457002457,12.285012285012284,61.42506142506143,12.285012285012284,2.211302211302211,0.3076923076923077,CIN,0
16,LOLB,Demeioun,Robinson,Demeioun Robinson,LV,True,0,0,545,0,16,19,22,0,9,22,0,0,0,0,0,6,0,22,1,0,1,0,15,15,Demeioun,Robinson,1376.0,1374.0,5.0,22.0,Signed,69.0,0.0,0.0,LV,tier_6,3.669724770642202,0.0,14.678899082568808,69.72477064220183,11.009174311926607,4.036697247706423,1.0666666666666667,LV,3
24,RE,Kyrie,Woodard,Kyrie Woodard,NYG,True,0,0,331,0,7,12,16,1,9,0,0,0,0,0,0,1,0,15,4,1,4,0,12,10,Kyrie,Woodard,716.0,714.0,0.0,15.0,Signed,75.0,0.0,0.0,NYG,tier_4,24.169184290030213,3.0211480362537766,27.190332326283986,69.48640483383686,3.0211480362537766,0.0,-0.08333333333333333,NYG,1
29,CB,JaWuan,Grant,JaWuan Grant,JAX,True,51,0,504,1,9,17,26,0,9,17,0,0,0,0,0,4,0,16,0,1,0,0,15,1,JaWuan,Grant,1685.0,1683.0,0.0,16.0,Signed,68.0,0.0,0.0,JAX,tier_6,0.0,3.968253968253968,7.936507936507936,69.44444444444444,7.936507936507936,3.373015873015873,0.8666666666666667,JAX,2
38,LOLB,K.J.,Jones,K.J. Jones,ARI,True,0,0,488,0,8,10,15,0,9,11,0,0,0,0,0,0,1,6,0,2,1,0,15,0,K.J.,Jones,794.0,792.0,2.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,2.0491803278688527,6.147540983606557,2.0491803278688527,47.131147540983605,0.0,2.2540983606557377,0.7333333333333333,ARI,-3
75,LE,Xavier,Thomas,Xavier Thomas,DEN,True,31,0,927,1,17,41,44,1,9,10,0,0,0,0,0,0,0,3,17,1,6,0,15,15,Xavier,Thomas,3364.0,3362.0,8.0,3.0,Signed,88.0,0.0,0.0,DEN,tier_2,24.811218985976268,2.157497303128371,24.811218985976268,65.80366774541532,0.0,1.0787486515641855,0.6666666666666666,DEN,-1
82,DT,Quan,Younger,Quan Younger,LV,True,0,0,355,0,8,10,11,1,9,1,0,0,0,0,0,1,0,22,5,0,2,0,14,0,Quan,Younger,767.0,765.0,0.0,22.0,Signed,73.0,0.0,0.0,LV,tier_5,19.71830985915493,0.0,22.535211267605636,53.52112676056338,2.8169014084507045,0.28169014084507044,0.0,LV,-2
99,LOLB,Donte,Knox,Donte Knox,DAL,True,29,0,584,1,15,18,27,1,9,7,0,0,0,0,0,0,0,10,4,1,0,0,15,9,Donte,Knox,2700.0,2698.0,1.0,10.0,Signed,69.0,0.0,0.0,DAL,tier_6,6.8493150684931505,3.4246575342465753,6.8493150684931505,71.91780821917808,0.0,1.1986301369863013,0.4666666666666667,DAL,3
141,DT,Steven,Person,Steven Person,BAL,True,32,0,358,1,2,19,26,1,9,0,0,0,0,0,0,0,2,24,6,1,3,1,15,15,Steven,Person,770.0,768.0,2.0,24.0,Signed,83.0,0.0,0.0,BAL,tier_3,25.139664804469277,13.966480446927374,25.139664804469277,78.2122905027933,0.0,0.0,0.0,BAL,7
