FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,TEN,1
Adam Trautman,TE,NO,0
Agiye Hall,WR,LAC,2
Ainias Smith,WR,WAS,-5
Albert Okwuegbunam,TE,TB,1
Alexander Mattison,HB,GB,3
Alton McCaskill,HB,SF,3
Amari Cooper,WR,CLE,-2
Amarion Brown,WR,TEN,1
Amon-Ra St. Brown,WR,HOU,-2
Andre Greene Jr,WR,IND,3
Anthony Williams Jr.,HB,DEN,1
Arik Gilbert,TE,ATL,-3
Armani Winfield,WR,WAS,0
Austin Stonger,TE,NYJ,0
Ayden Williams,WR,NO,0
Beaux Collins,WR,LAR,3
Benji Gosnell,TE,MIA,1
Bijan Robinson,HB,JAX,-4
Blake Corum,HB,LV,0
Braden Galloway,TE,GB,5
Brady Boyd,WR,GB,0
Brandon Aiyuk,WR,TEN,-5
Brandon Inniss,WR,SF,-2
Brant Kuithe,TE,PIT,0
Brenen Thompson,WR,SEA,-2
Brenton Strange,TE,LV,1
Brevin Jordan,TE,LAC,0
Brian Thomas Jr,WR,WAS,-2
Briley Moore,TE,TEN,3
Bryan Edwards,WR,NE,0
C.J. Johnson,WR,CAR,0
C.J. Williams,WR,ATL,-2
CJ Verdel,HB,MIA,3
Cade Otton,TE,HOU,3
Caleb Burton,WR,ARI,1
Cam Akers,HB,TEN,-2
Camar Wheaton,HB,PHI,-4
CeeDee Lamb,WR,DAL,1
Charlie Kolar,TE,GB,0
Chase Claypool,WR,LAR,5
Chase Lane,WR,SEA,6
Chris Curry,HB,JAX,0
Chris Godwin,WR,TB,1
Chris Olave,WR,GB,4
Chris Rodriguez Jr,HB,MIN,-1
Chris Smith,HB,DAL,5
Chris Tyree,HB,TB,0
Christian Hamilton,WR,NYG,0
Christian Kirk,WR,DEN,0
Christian McCaffrey,HB,CAR,1
Cole Kmet,TE,CHI,-4
Cole Turner,TE,NYJ,-3
Corey Kiner,HB,CLE,4
Cornelius Forrest Jr.,TE,CHI,0
Courtland Sutton,WR,DEN,-2
D.J. Chark Jr,WR,LAC,1
D.J. Moore,WR,LAR,-3
D.K. Metcalf,WR,SEA,-6
Da'Kendall James,WR,JAX,0
Dalton Schultz,TE,DAL,3
Damien Harris,HB,NE,0
Darius Slayton,WR,HOU,-2
Darnell Mooney,WR,SF,0
Darnell Washington,TE,PIT,0
Davante Adams,WR,NYJ,0
David Bell,WR,NO,0
David Njoku,TE,ARI,0
Dawson Knox,TE,BUF,0
DeAndre Hopkins,WR,ARI,1
DeVonta Smith,WR,IND,-2
Deion Colzie,WR,LAC,-2
Deion Hankins,HB,DET,2
Deion Smith,WR,NYG,-1
Demarkcus Bowman,HB,NYJ,4
Deonte Harris,WR,PIT,3
Deuce Vaughn,HB,TEN,-2
Devean Deal,TE,TB,0
Devin Duvernay,WR,ATL,-3
Devin Neal,HB,WAS,3
Devin Singletary,HB,BUF,2
Devon Achane,HB,HOU,2
Devyn Ford,HB,GB,0
Diontae Johnson,WR,MIA,-1
Donovan Green,TE,IND,1
Donovan Peoples-Jones,WR,DAL,10
Dont'e Thornton,WR,TEN,0
Drake London,WR,KC,2
Drew Sample,TE,LAR,0
Duce Robinson,TE,LAR,3
Dyami Brown,WR,WAS,-4
Dylan Soehner,TE,PHI,1
Easton Dean,TE,LAR,0
Elijah Arroyo,TE,DEN,0
