FullName,Position,TeamName,SkillPointOL
Amir Herring,LG,ATL,1
Andrew Knorr,RT,CAR,-2
Anthony Calhoun,LT,TEN,-6
Anthony Gibson,LT,DEN,-1
Anthony Malone,RT,BUF,-4
Benjamin Eppard,C,BUF,-1
Blaine Madden,LT,CIN,4
Brandon Reed,LG,PHI,1
Braydon Hall,RT,PIT,-2
Brenton Mayes,LT,BUF,-2
Brian Ruggs,C,LV,-2
Cameron Jurgens,C,SF,0
Cameron Williamson,LG,SEA,-2
Carson Edmonds,LT,MIN,-4
Carson MacKenzie,LT,MIA,-4
Charlie Dodson,C,NO,0
Chuck Garfield,RT,HOU,0
Cody Lovell,C,ARI,0
Colby Mooney,RT,CHI,8
Craig McQueen,RT,TEN,8
D.J. Rogers,RG,LAC,0
Dalton Russell,RT,IND,4
Damon Alexander,RG,IND,1
Daniel Ellison,LG,GB,1
Darren Backus,C,CHI,-2
Darrius Davis,RT,DAL,-1
David Dawson,LG,NYG,-3
DeVante Harris,LT,CLE,-2
DeVante Stoudemire,LG,DEN,0
Deandre Mitchell,RG,CLE,-7
Dell Pickens,LT,DAL,4
Dextrell Irving,LT,LV,0
Dion McBride,LG,CAR,-5
Dominique Metcalf,LG,CLE,0
Donnie Lucas,LG,WAS,-3
Donovan Jackson,RG,SEA,-2
Douglas White Jr,RT,JAX,0
Eddie Painter,LG,BUF,1
Elijah Pritchett,LT,ATL,2
Eric Roseman,C,NYG,1
Frank Dempsey,C,HOU,4
Geoff Allen,LT,NO,-1
Gordon Bowden,C,DEN,-6
Gordon Parks,LG,KC,4
Grant Wallner,RG,MIN,8
Gregory Andrews,RG,LAR,1
Jacob Davis,LG,CIN,4
Jaheim Franklin,LT,JAX,1
Jahlil Barnett,RT,WAS,0
James Brockermeyer,C,TEN,8
James Faulkner,LT,ARI,-2
Jamie Holliday,RG,PIT,0
Jamie McLean,RG,MIA,-1
Jamison Burgess,RT,MIA,0
Jaren Moore,RT,NYG,9
Jeremiah Cobbs,LT,BAL,3
Jeremiah Eisen,LT,NO,3
Jeremiah Mason,C,TB,1
Jeremy Hobbs,C,PHI,1
Joe Brunner,RT,MIN,4
Joe Tomlinson,RT,BAL,4
Joey Wallace,RG,PHI,-3
Jose Medina,C,PIT,1
Josh Abraham,C,DAL,0
Josh Peralta,LG,MIA,1
Juan Gresham,C,CLE,1
Justin Foster,RG,NO,9
Kadyn Proctor,RT,NYJ,-2
Kamryn Davis,RT,NE,-2
Keelan Greene,RT,LAC,-2
Keenen Ballard,RG,DAL,-1
Kelvin Miller,LG,LAC,1
Kenya Richardson,RG,LV,-4
Khalon Davis,LT,NYG,2
Klay Donaghy,C,KC,-1
LaDarius Combs,RT,SF,-4
Larry Gaines,LG,NE,0
Larry Samuel,RG,DEN,-3
Lionel Richards,RG,SF,-2
Logan Parr,RG,TB,4
Logan Starkey,RG,NYJ,0
Luke Darby,RT,LV,2
Luke Roth,RT,DEN,-1
Marcus Ferrell,LT,PHI,0
Marcus Kendricks,RG,DET,1
Marquise Goddard,C,ATL,10
Marquise Sherman,RG,NE,1
Martin Carr,RG,ATL,-2
Martin Lewis,RT,ARI,4
Martin Nsekhe-Holt,LG,ARI,1
Mateo Camarillo,LT,PHI,0
Matt Kendricks,C,IND,1
Matt Nickerson,LG,NYJ,6
Matthew Weston,LG,CHI,1
Matthias Winters,LT,DET,-2
Morris Thornton,C,NYJ,4
Mykin Greenard,LT,CAR,-2
Najee Bethel,C,CAR,1
Neil Childress,LG,HOU,1
Nigel Poole,RT,CLE,-4
Noah Patterson,RG,CAR,-3
Oscar Kramer,LG,HOU,0
Owen Holliday,RT,TB,-5
Paul Carter,RG,CIN,4
Phillip Koerner,RT,ATL,3
Phillip Rose-Williams,LG,TEN,-3
Quandre Brooks,LG,DET,-3
Quincey Dorsey,C,JAX,-2
R.J. Dawkins,LG,BAL,-2
Raekwon Heyward,RG,PIT,-7
Randy Berry,RG,DAL,0
Reuben Fatheree II,LT,HOU,-7
Ricky McKinney,RT,CIN,0
Rodd Moorman,LT,LAR,4
Roy Barrett,RT,NE,-9
Russ Morrison,LG,NO,1
Ryan Stevens,LT,IND,4
Sal Rowe,C,CIN,9
Sammy Devine,C,WAS,1
Sean McPherson,RG,KC,4
Seth Windham,LT,KC,1
Skylar Baker,C,DET,-8
Stephen Poole,RT,PHI,-2
Stephon Owens,RT,DET,1
Steven Douglas,LG,JAX,-1
T.J. Gibson,LT,LAC,0
Terrell Keaton,LG,TB,0
Terron Jones,LT,LAR,0
Thad Barber,C,NE,4
Titus Givens,LG,TEN,-7
Tom Pace,LG,SF,4
Travis McKenzie,LT,GB,0
Travis Walker,RG,BAL,1
Tremaine Green,RG,WAS,-3
Tremaine Knight,LT,PIT,-2
Troy Stearn,C,MIA,1
Troy Tatum,RG,GB,10
Tyler Diarse,C,SEA,-2
Tyler Gonzalez,RT,GB,0
Tyler Linderbaum,C,LAR,-1
Tyree Brooks,RG,CHI,6
Von Jefferson,C,GB,-6
Will Langford,LT,SEA,4
Zac Hankins,RG,BUF,-4
Zac Peerman,LG,ARI,0
Zach Ferguson,RG,NYG,4
Zhaire Guyton,C,LAC,0
