Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
0,HB,Emmett,Willis,Emmett Willis,BAL,648,0,1,204,209,23,624,147,True,0,172,0,0,28,0,5,15,47,0,6,0,0,0,0,0.0,12,12,3,24,4,Emmett,Willis,3628.0,3626.0,5.0,24.0,Signed,73.0,0.0,0.0,BAL,tier_5,1373.3974358974358,1122.4799999999998,0.3333333333333333,6.41025641025641,BAL,0.0
22,TE,Armani,Boykin,Armani Boykin,KC,0,0,2,0,220,20,592,120,True,0,0,0,0,25,0,0,15,0,0,0,0,0,0,0,1.0,15,3,0,8,0,Armani,Boykin,3156.0,3154.0,0.0,8.0,Signed,68.0,0.0,0.0,KC,tier_6,371.6216216216216,1267.2,0.06666666666666667,1.6891891891891893,KC,1.0
37,QB,D.J.,Harris,D.J. Harris,NO,317,3591,0,45,0,0,964,0,True,320,83,460,8,0,0,2,15,28,30,3,0,0,34,25,0.0,15,15,2,26,4,D.J.,Harris,483.0,481.0,4.0,26.0,Signed,85.0,0.0,0.0,NO,tier_2,328.8381742738589,1145.7831325301204,0.26666666666666666,4.149377593360996,,
43,HB,Tyron,Price,Tyron Price,LAR,554,0,1,210,177,21,547,143,True,0,150,0,0,22,0,5,15,51,0,8,0,0,0,0,1.0,10,10,2,23,2,Tyron,Price,379.0,377.0,2.0,23.0,Signed,81.0,0.0,0.0,LAR,tier_3,1336.380255941499,1114.46511627907,0.3,5.484460694698354,LAR,-2.0
46,WR,Shaq,Bennett,Shaq Bennett,PHI,14,0,8,1,521,62,627,139,True,0,1,0,0,33,0,0,15,14,0,2,0,0,0,0,2.0,15,15,0,12,0,Shaq,Bennett,1294.0,1292.0,1.0,12.0,Signed,75.0,0.0,0.0,PHI,tier_4,853.2695374800638,2330.1176470588234,0.13333333333333333,3.189792663476874,PHI,-4.0
47,QB,Tavon,Byars,Tavon Byars,MIA,267,3969,0,36,0,0,975,0,True,367,67,516,7,0,0,1,15,26,26,2,0,0,37,31,0.0,15,15,5,11,2,Tavon,Byars,930.0,928.0,5.0,11.0,Signed,90.0,0.0,0.0,MIA,tier_1,273.84615384615387,1195.5223880597016,0.13333333333333333,2.051282051282051,,
78,TE,JaMichael,Brackett,JaMichael Brackett,MIA,0,0,4,0,552,20,1105,288,True,0,0,0,0,63,0,0,15,0,0,3,0,0,0,0,7.0,15,15,2,11,0,JaMichael,Brackett,713.0,711.0,0.0,11.0,Signed,74.0,0.0,0.0,MIA,tier_5,499.5475113122172,1261.7142857142856,0.4666666666666667,6.334841628959276,MIA,3.0
92,WR,Jordan,Hudson,Jordan Hudson,TB,3,0,1,0,759,28,690,267,True,0,1,0,0,59,0,0,15,3,0,1,0,0,0,0,4.0,15,15,0,5,0,Jordan,Hudson,2481.0,2479.0,9.0,5.0,Signed,77.0,0.0,0.0,TB,tier_4,1104.3478260869565,1836.6,0.26666666666666666,5.797101449275362,TB,1.0
94,WR,Chris,Olave,Chris Olave,MIA,8,0,0,0,576,26,492,266,True,0,2,0,0,48,0,0,15,4,0,0,0,0,0,0,1.0,10,10,0,11,0,Chris,Olave,3321.0,3319.0,14.0,11.0,Signed,76.0,0.0,0.0,MIA,tier_4,1186.9918699186992,1706.88,0.1,2.032520325203252,MIA,0.0
97,HB,Ty,Pointer,Ty Pointer,GB,929,0,1,287,189,24,486,147,True,0,226,0,0,22,0,8,15,60,0,15,0,0,0,0,1.0,13,13,5,19,4,Ty,Pointer,404.0,402.0,6.0,19.0,Signed,81.0,0.0,0.0,GB,tier_3,2300.411522633745,1233.5322580645163,0.38461538461538464,10.2880658436214,GB,-5.0
107,QB,Scott,Chandler,Scott Chandler,KC,408,3269,0,140,0,0,951,0,True,296,83,454,5,0,0,4,15,53,28,5,0,0,28,25,0.0,15,15,1,8,6,Scott,Chandler,2267.0,2265.0,3.0,8.0,Signed,95.0,0.0,0.0,KC,tier_0,429.02208201892745,1474.6987951807228,0.4,6.309148264984227,,
112,WR,Josh,Nolan,Josh Nolan,BAL,2,0,2,0,789,26,713,273,True,0,2,0,0,56,0,0,15,3,0,0,0,0,0,0,4.0,12,12,1,24,0,Josh,Nolan,921.0,919.0,2.0,24.0,Signed,78.0,0.0,0.0,BAL,tier_4,1109.3969144460027,1969.2413793103447,0.3333333333333333,5.610098176718092,BAL,1.0
117,TE,Taylor,Winslow,Taylor Winslow,GB,27,0,0,0,55,11,647,42,True,0,12,1,0,13,0,0,15,4,0,0,0,0,0,0,1.0,15,0,1,19,1,Taylor,Winslow,1269.0,1267.0,1.0,19.0,Signed,68.0,0.0,0.0,GB,tier_6,126.73879443585781,640.8000000000001,0.13333333333333333,3.0911901081916535,GB,-1.0
135,TE,Skylar,Alexander,Skylar Alexander,IND,0,0,1,0,347,22,727,169,True,0,0,0,0,39,0,0,15,0,0,3,0,0,0,0,4.0,10,10,0,9,0,Skylar,Alexander,1306.0,1304.0,4.0,9.0,Signed,78.0,0.0,0.0,IND,tier_4,477.30398899587345,1281.2307692307693,0.4,5.502063273727648,IND,-1.0
155,TE,Grant,Borden,Grant Borden,ARI,0,0,0,0,722,31,862,364,True,0,0,0,0,64,0,0,15,0,0,4,0,0,0,0,3.0,12,12,0,6,0,Grant,Borden,326.0,324.0,7.0,6.0,Signed,95.0,0.0,0.0,ARI,tier_0,837.5870069605569,1624.5,0.25,3.480278422273782,ARI,-2.0
170,QB,Elliott,McCain,Elliott McCain,TB,286,2996,0,76,0,0,751,0,True,245,61,399,7,0,0,2,15,38,79,4,0,0,22,14,0.0,13,13,4,5,2,Elliott,McCain,817.0,815.0,7.0,5.0,Signed,82.0,0.0,0.0,TB,tier_3,380.8255659121172,1406.5573770491803,0.15384615384615385,2.663115845539281,,
171,WR,David,Teague,David Teague,PHI,2,0,11,1,597,41,598,217,True,0,1,0,0,40,0,0,15,2,0,1,0,0,0,0,3.0,12,12,0,12,0,David,Teague,652.0,650.0,3.0,12.0,Signed,78.0,0.0,0.0,PHI,tier_4,1001.6722408026757,2111.4146341463415,0.25,5.016722408026756,PHI,1.0
180,WR,Mavin,Robertson,Mavin Robertson,JAX,0,0,1,0,567,26,396,222,True,0,0,0,0,43,0,0,15,0,0,0,0,0,0,0,2.0,15,7,0,16,0,Mavin,Robertson,959.0,957.0,0.0,16.0,Signed,74.0,0.0,0.0,JAX,tier_5,1431.818181818182,1898.7906976744184,0.13333333333333333,5.050505050505051,JAX,7.0
182,WR,Harold,Baker,Harold Baker,IND,11,0,0,0,840,26,885,314,True,0,3,0,0,64,0,0,15,4,0,0,0,0,0,0,5.0,13,13,0,9,0,Harold,Baker,3101.0,3099.0,5.0,9.0,Signed,86.0,0.0,0.0,IND,tier_2,961.5819209039548,1854.6268656716418,0.38461538461538464,5.649717514124294,IND,-3.0
183,WR,Earl,Branson,Earl Branson,CHI,0,0,0,1,1061,38,891,410,True,0,1,0,0,86,0,0,15,0,0,0,0,0,0,0,7.0,14,14,1,0,0,Earl,Branson,1131.0,1129.0,3.0,0.0,Signed,92.0,0.0,0.0,CHI,tier_1,1190.7968574635242,1756.1379310344826,0.5,7.856341189674524,CHI,-1.0
185,TE,Travis,McClain,Travis McClain,CAR,0,0,4,0,613,26,978,266,True,0,0,0,0,60,0,0,15,0,0,0,0,0,0,0,6.0,14,14,0,20,0,Travis,McClain,1079.0,1077.0,8.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,626.7893660531697,1471.2,0.42857142857142855,6.134969325153374,CAR,1.0
189,TE,Carl,Hill,Carl Hill,PIT,4,0,1,0,192,23,562,87,True,0,1,0,0,24,0,0,15,4,0,1,0,0,0,0,2.0,15,3,0,28,0,Carl,Hill,850.0,848.0,2.0,28.0,Signed,72.0,0.0,0.0,PIT,tier_5,348.7544483985765,1153.92,0.13333333333333333,3.558718861209964,PIT,-2.0
195,TE,Donovan,Meriweather,Donovan Meriweather,IND,0,0,2,0,268,21,798,124,True,0,0,0,0,27,0,0,15,0,0,1,0,0,0,0,4.0,15,5,0,9,0,Donovan,Meriweather,1313.0,1311.0,3.0,9.0,Signed,67.0,0.0,0.0,IND,tier_6,335.83959899749374,1429.3333333333333,0.26666666666666666,5.012531328320802,IND,3.0
214,TE,Jalen,Shepherd,Jalen Shepherd,KC,0,0,0,0,537,28,791,249,True,0,0,0,0,47,0,0,15,0,0,5,0,0,0,0,4.0,12,12,0,8,0,Jalen,Shepherd,592.0,590.0,8.0,8.0,Signed,81.0,0.0,0.0,KC,tier_3,678.8874841972187,1645.2765957446807,0.3333333333333333,5.056890012642225,KC,2.0
227,TE,Donavan,Sullivan,Donavan Sullivan,HOU,0,0,1,0,504,29,774,203,True,0,0,0,0,47,0,0,15,0,0,2,0,0,0,0,3.0,12,12,0,31,0,Donavan,Sullivan,3356.0,3354.0,2.0,31.0,Signed,71.0,0.0,0.0,HOU,tier_5,651.1627906976745,1544.1702127659573,0.25,3.875968992248062,HOU,4.0
255,HB,Jaedon,Hayes,Jaedon Hayes,CLE,1201,0,1,470,433,26,864,289,True,0,253,0,0,52,0,10,15,98,0,17,0,0,0,0,1.0,14,14,2,4,7,Jaedon,Hayes,382.0,380.0,8.0,4.0,Signed,78.0,0.0,0.0,CLE,tier_4,1891.2037037037037,1385.7442622950819,0.5714285714285714,9.25925925925926,CLE,4.0
274,WR,Antoine,Terry,Antoine Terry,CIN,0,0,0,0,846,23,781,306,True,0,0,0,0,65,0,0,15,0,0,0,0,0,0,0,3.0,13,13,0,1,0,Antoine,Terry,462.0,460.0,8.0,1.0,Signed,91.0,0.0,0.0,CIN,tier_1,1083.226632522407,1874.2153846153847,0.23076923076923078,3.8412291933418694,CIN,-4.0
279,WR,Matthew,Jeffries,Matthew Jeffries,BUF,0,0,0,0,868,27,956,325,True,0,0,0,0,67,0,0,15,0,0,0,0,0,0,0,3.0,15,15,2,2,0,Matthew,Jeffries,2249.0,2247.0,5.0,2.0,Signed,80.0,0.0,0.0,BUF,tier_3,907.9497907949791,1865.55223880597,0.2,3.1380753138075312,BUF,-2.0
283,WR,Damion,Turner,Damion Turner,ATL,12,0,0,0,645,30,640,273,True,0,3,0,0,59,0,0,15,4,0,0,0,0,0,0,7.0,15,15,0,13,0,Damion,Turner,123.0,121.0,1.0,13.0,Signed,76.0,0.0,0.0,ATL,tier_4,1026.5625,1556.1290322580644,0.4666666666666667,10.9375,ATL,5.0
289,WR,Kendrick,McIntyre,Kendrick McIntyre,GB,0,0,0,0,955,25,929,361,True,0,0,0,0,74,0,0,15,0,0,0,0,0,0,0,7.0,14,14,0,19,0,Kendrick,McIntyre,1916.0,1914.0,6.0,19.0,Signed,84.0,0.0,0.0,GB,tier_3,1027.9870828848223,1858.3783783783783,0.5,7.534983853606028,GB,2.0
322,WR,Trevon,Wallace,Trevon Wallace,CAR,3,0,1,0,738,36,742,274,True,0,1,0,0,58,0,0,15,3,0,1,0,0,0,0,2.0,15,15,0,20,0,Trevon,Wallace,3417.0,3415.0,0.0,20.0,Signed,79.0,0.0,0.0,CAR,tier_4,998.6522911051213,1816.4745762711866,0.13333333333333333,2.6954177897574128,CAR,-2.0
328,HB,Kahlil,Beekman,Kahlil Beekman,NYG,1257,0,1,542,243,24,764,193,True,0,295,0,0,34,0,13,15,71,0,16,0,0,0,0,2.0,15,15,0,15,6,Kahlil,Beekman,1854.0,1852.0,1.0,15.0,Signed,92.0,0.0,0.0,NYG,tier_1,1963.3507853403141,1252.5592705167176,0.5333333333333333,10.471204188481677,NYG,0.0
334,TE,Antonio,Parker,Antonio Parker,NE,0,0,1,0,632,25,995,292,True,0,0,0,0,63,0,0,15,0,0,4,0,0,0,0,4.0,13,13,1,21,0,Antonio,Parker,2831.0,2829.0,5.0,21.0,Signed,77.0,0.0,0.0,NE,tier_4,635.1758793969849,1444.5714285714287,0.3076923076923077,4.020100502512563,NE,-1.0
335,QB,Trevor,Lawrence,Trevor Lawrence,JAX,219,3587,0,0,0,0,976,0,True,316,68,493,7,0,0,0,15,4,27,0,0,0,36,21,0.0,15,15,9,16,2,Trevor,Lawrence,1560.0,1558.0,15.0,16.0,Signed,88.0,0.0,0.0,JAX,tier_2,224.38524590163937,966.1764705882354,0.13333333333333333,2.0491803278688527,,
336,WR,Kian,Wroten,Kian Wroten,DEN,21,0,0,0,541,29,642,195,True,0,8,0,0,42,0,0,15,4,0,0,0,0,0,0,4.0,11,11,1,3,0,Kian,Wroten,2400.0,2398.0,3.0,3.0,Signed,77.0,0.0,0.0,DEN,tier_4,875.3894080996885,1684.08,0.36363636363636365,6.230529595015576,DEN,0.0
350,WR,Darius,Kidd,Darius Kidd,ATL,0,0,0,0,899,26,982,356,True,0,0,0,0,72,0,0,15,0,0,1,0,0,0,0,6.0,15,15,0,13,0,Darius,Kidd,3738.0,3736.0,3.0,13.0,Signed,84.0,0.0,0.0,ATL,tier_3,915.4786150712831,1798.0,0.4,6.109979633401222,ATL,0.0
