Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
2,K,Nathan,Dibert,Nathan Dibert,MIA,2,0,0,0,0,0,149,41,0,15,83,False,0,0,24,38,0,11,5,4,4,0,4,4,20,54,15,11,47,7,5,0,15,Nathan,Dibert,3520.0,3518.0,10.0,11.0,Signed,78.0,0.0,0.0,MIA,tier_4,0.8333333333333334,0.926829268292683,0.75,,,,MIA,0
23,P,Tim,Columbus,Tim Columbus,LV,0,2409,2590,0,60,21,62,0,44,15,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,15,Tim,Columbus,2136.0,2134.0,4.0,22.0,Signed,71.0,0.0,0.0,LV,tier_5,,,,0.0,43.166666666666664,0.9301158301158301,LV,-1
26,K,Michael,Smith,Michael Smith,TB,0,0,0,2,0,0,122,33,0,15,67,False,0,0,27,28,0,8,7,4,8,0,4,8,20,55,15,5,32,2,6,0,15,Michael,Smith,3135.0,3133.0,4.0,5.0,Signed,77.0,0.0,0.0,TB,tier_4,0.7407407407407407,0.8484848484848485,0.5333333333333333,,,,TB,-7
35,P,Damon,Wilcox,Damon Wilcox,SEA,0,1925,2036,0,46,14,48,0,46,15,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,13,Damon,Wilcox,2220.0,2218.0,6.0,27.0,Signed,74.0,0.0,0.0,SEA,tier_5,,,,0.0,44.26086956521739,0.9454813359528488,SEA,4
48,P,Peter,Williams,Peter Williams,WAS,0,2756,3066,0,68,24,65,0,54,15,2,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,1,15,Peter,Williams,1093.0,1091.0,9.0,25.0,Signed,76.0,0.0,0.0,WAS,tier_4,,,,0.125,45.088235294117645,0.8988910632746249,WAS,-1
53,K,Colin,Hartman,Colin Hartman,HOU,0,0,0,0,0,0,63,34,0,15,0,False,0,0,28,30,0,9,7,9,3,0,9,3,23,53,15,31,0,4,7,0,15,Colin,Hartman,2330.0,2328.0,8.0,31.0,Signed,74.0,0.0,0.0,HOU,tier_5,0.8214285714285714,0.8823529411764706,0.6875,,,,HOU,1
55,P,Owen,Roth,Owen Roth,NYG,0,2569,2825,0,63,24,54,0,56,15,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,15,Owen,Roth,2542.0,2540.0,1.0,15.0,Signed,73.0,0.0,0.0,NYG,tier_5,,,,0.08333333333333333,44.84126984126984,0.9093805309734513,NYG,0
58,K,Alex,McPherson,Alex McPherson,GB,0,0,0,0,0,0,69,41,0,15,0,False,0,0,28,39,0,6,14,7,1,0,7,1,24,50,15,19,0,2,14,0,15,Alex,McPherson,884.0,882.0,10.0,19.0,Signed,76.0,0.0,0.0,GB,tier_4,0.8571428571428571,0.9512195121951219,0.8,,,,GB,2
60,K,Ethan,Moczulski,Ethan Moczulski,CIN,2,0,0,1,0,0,152,44,0,15,81,False,0,0,26,39,0,8,5,9,4,0,9,4,20,51,15,1,51,2,5,0,15,Ethan,Moczulski,795.0,793.0,11.0,1.0,Signed,76.0,0.0,0.0,CIN,tier_4,0.7692307692307693,0.8863636363636364,0.5384615384615384,,,,CIN,-5
61,P,Brett,Wittman,Brett Wittman,LAC,0,2353,2590,0,60,15,62,0,44,15,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,1,14,Brett,Wittman,3151.0,3149.0,5.0,7.0,Signed,71.0,0.0,0.0,LAC,tier_5,,,,0.0,43.166666666666664,0.9084942084942085,LAC,-2
62,K,Alec,McPherson,Alec McPherson,NO,0,0,0,2,0,0,60,36,0,15,0,False,0,0,25,34,0,8,8,5,4,0,5,4,18,52,14,26,0,1,8,0,15,Alec,McPherson,2545.0,2543.0,11.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,0.72,0.9444444444444444,0.5625,,,,NO,-3
65,P,Curtis,Monroe,Curtis Monroe,LAR,0,2224,2369,0,54,22,55,0,46,15,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,15,Curtis,Monroe,2657.0,2655.0,3.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,,,,0.0,43.870370370370374,0.9387927395525538,LAR,1
68,P,Alan,Brackett,Alan Brackett,MIN,0,2925,3151,0,68,22,141,0,47,15,69,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,30,41,0,0,1,15,Alan,Brackett,1771.0,1769.0,7.0,30.0,Signed,80.0,0.0,0.0,MIN,tier_3,,,,0.045454545454545456,46.338235294117645,0.9282767375436369,MIN,0
79,K,Bernard,Donaldson,Bernard Donaldson,SF,0,0,0,1,0,0,147,39,0,15,76,False,0,0,30,39,0,16,7,6,1,0,6,1,24,58,15,14,46,10,7,0,15,Bernard,Donaldson,2606.0,2604.0,5.0,14.0,Signed,86.0,0.0,0.0,SF,tier_2,0.8,1.0,0.7391304347826086,,,,SF,0
81,K,Ryan,Blanchard,Ryan Blanchard,IND,0,0,0,1,0,0,67,39,0,15,0,False,0,0,28,37,0,9,7,9,3,0,9,3,22,59,15,9,0,3,7,0,15,Ryan,Blanchard,2559.0,2557.0,0.0,9.0,Signed,72.0,0.0,0.0,IND,tier_5,0.7857142857142857,0.9487179487179487,0.625,,,,IND,0
84,K,Tommy,Rich,Tommy Rich,ARI,0,0,0,0,0,0,179,47,0,15,94,False,0,0,35,46,0,15,9,5,6,0,5,6,28,55,15,6,60,8,9,0,15,Tommy,Rich,3408.0,3406.0,4.0,6.0,Signed,82.0,0.0,0.0,ARI,tier_3,0.8,0.9787234042553191,0.7083333333333334,,,,ARI,-1
87,P,Paul,Robbins,Paul Robbins,ATL,0,1924,2064,0,46,15,40,0,51,15,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,13,Paul,Robbins,1492.0,1490.0,6.0,13.0,Signed,74.0,0.0,0.0,ATL,tier_5,,,,0.0,44.869565217391305,0.9321705426356589,ATL,3
89,P,Chris,Edwards,Chris Edwards,NO,0,2806,2965,0,63,24,134,0,52,15,72,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,26,42,0,0,0,15,Chris,Edwards,2634.0,2632.0,5.0,26.0,Signed,83.0,0.0,0.0,NO,tier_3,,,,0.16666666666666666,47.06349206349206,0.9463743676222597,NO,1
92,K,Isaiah,Hamilton,Isaiah Hamilton,CHI,0,0,0,0,0,0,152,45,0,15,84,False,0,0,28,44,0,11,7,3,7,0,3,7,23,55,15,0,53,6,7,0,15,Isaiah,Hamilton,29.0,27.0,9.0,0.0,Signed,80.0,0.0,0.0,CHI,tier_3,0.8214285714285714,0.9777777777777777,0.7222222222222222,,,,CHI,-1
103,K,David,Brown,David Brown,MIN,0,0,0,1,0,0,62,28,0,15,0,False,0,0,33,25,0,10,8,11,4,0,11,4,27,55,15,30,0,4,8,0,15,David,Brown,3175.0,3173.0,0.0,30.0,Signed,76.0,0.0,0.0,MIN,tier_4,0.8181818181818182,0.8928571428571429,0.6666666666666666,,,,MIN,-2
112,K,James,Williams,James Williams,DEN,0,0,0,1,0,0,119,29,0,15,64,False,0,0,25,27,0,11,7,4,3,0,4,3,22,53,15,3,38,8,7,0,15,James,Williams,2204.0,2202.0,12.0,3.0,Signed,76.0,0.0,0.0,DEN,tier_4,0.88,0.9310344827586207,0.8333333333333334,,,,DEN,1
113,K,Bryan,Talley,Bryan Talley,ATL,0,0,0,0,0,0,167,54,0,15,89,False,0,0,26,49,0,8,9,3,6,0,3,6,22,52,15,13,52,4,9,0,15,Bryan,Talley,564.0,562.0,2.0,13.0,Signed,75.0,0.0,0.0,ATL,tier_4,0.8461538461538461,0.9074074074074074,0.7647058823529411,,,,ATL,1
