Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
14,QB,Caleb,Williams,Caleb Williams,NYG,165,2927,0,1,0,0,725,0,True,260,53,394,11,0,0,0,17,4,32,0,0,0,37,13,0,12,12,2,15,1,Caleb,Williams,328.0,326.0,14.0,15.0,Signed,85.0,0.0,0.0,NYG,tier_2,227.58620689655174,933.9622641509434,0.08333333333333333,1.379310344827586,,
23,WR,Joe,Andrews,Joe Andrews,IND,6,0,0,0,1064,75,1004,376,True,0,2,0,0,83,0,0,17,3,0,0,0,0,0,0,9,15,15,0,9,0,Joe,Andrews,1046.0,1044.0,1.0,9.0,Signed,79.0,0.0,0.0,IND,tier_4,1065.7370517928287,1823.7176470588238,0.6,8.964143426294822,IND,2.0
26,QB,Brayden,Elam,Brayden Elam,SF,212,3139,0,105,0,0,825,0,True,298,36,448,9,0,0,2,17,68,29,5,0,0,32,20,0,13,13,1,14,3,Brayden,Elam,3097.0,3095.0,3.0,14.0,Signed,77.0,0.0,0.0,SF,tier_4,256.96969696969694,1766.6666666666667,0.23076923076923078,3.6363636363636362,,
33,HB,Solomon,Turbin,Solomon Turbin,IND,1124,0,1,383,151,18,721,84,True,0,290,0,0,22,0,10,17,72,0,13,0,0,0,0,1,13,10,6,9,6,Solomon,Turbin,1448.0,1446.0,2.0,9.0,Signed,64.0,0.0,0.0,IND,tier_6,1768.377253814147,1150.4615384615383,0.5384615384615384,9.70873786407767,IND,2.0
75,HB,Braelon,Allen,Braelon Allen,MIA,756,0,1,337,117,21,515,105,True,0,152,0,0,18,0,8,17,61,0,11,0,0,0,0,1,10,10,0,11,3,Braelon,Allen,2947.0,2945.0,14.0,11.0,Signed,86.0,0.0,0.0,MIA,tier_2,1695.1456310679612,1433.2235294117647,0.4,7.766990291262136,MIA,2.0
79,QB,Jacoby,Obada,Jacoby Obada,LAC,304,3136,0,76,0,0,852,0,True,278,75,438,9,0,0,1,17,27,30,7,0,0,26,28,0,13,13,2,7,7,Jacoby,Obada,3453.0,3451.0,1.0,7.0,Signed,74.0,0.0,0.0,LAC,tier_5,356.8075117370892,1216.0,0.5384615384615384,8.215962441314554,,
93,HB,Virgil,Harding,Virgil Harding,CAR,711,0,1,251,183,18,561,158,True,0,178,0,0,28,0,5,17,75,0,10,0,0,0,0,0,12,12,1,20,3,Virgil,Harding,2981.0,2979.0,0.0,20.0,Signed,75.0,0.0,0.0,CAR,tier_4,1593.5828877005347,1163.359223300971,0.25,5.347593582887701,CAR,-1.0
94,QB,Trayvon,Mitchell,Trayvon Mitchell,DEN,101,1860,0,0,0,0,536,0,True,172,32,253,8,0,0,0,17,4,30,0,0,0,18,10,0,15,8,1,3,0,Trayvon,Mitchell,2579.0,2577.0,2.0,3.0,Signed,72.0,0.0,0.0,DEN,tier_5,188.43283582089552,946.875,0.0,0.0,,
98,WR,Darnell,Reese,Darnell Reese,DEN,0,0,0,0,540,24,430,204,True,0,0,0,0,40,0,0,17,0,0,0,0,0,0,0,0,14,12,1,3,0,Darnell,Reese,3226.0,3224.0,2.0,3.0,Signed,73.0,0.0,0.0,DEN,tier_5,1255.8139534883721,1943.9999999999998,0.0,0.0,DEN,2.0
118,WR,Theo,Kirkendoll,Theo Kirkendoll,KC,54,0,2,0,612,21,958,259,True,0,17,0,0,55,0,0,17,4,0,0,0,0,0,0,6,15,15,0,8,0,Theo,Kirkendoll,1793.0,1791.0,5.0,8.0,Signed,77.0,0.0,0.0,KC,tier_4,695.1983298538622,1449.0,0.4,6.263048016701462,KC,-4.0
