FullName,Position,TeamName,SkillPointOff
Alani Hurst-Dixon,TE,HOU,-3
Alec Hoffmann,WR,TB,5
Alex Diehl,WR,ATL,-6
Andre Greene Jr,WR,NO,6
Andrew Walker,HB,DET,-2
Andy Peterson,WR,SF,1
Antonio Parker,TE,JAX,-3
Armani Boykin,TE,KC,3
Barry Raymond,HB,TEN,-2
Benji Beachum,TE,LAR,6
Bradley Mann,HB,CLE,12
Braelon Allen,HB,MIA,2
Brayden Llyod Jr,WR,NYG,-4
Brayden Stewart,HB,MIA,-4
Braylon James,WR,CHI,-1
Brendan LaPierre,WR,MIN,-4
Brian Leary,HB,BAL,-3
Bruce Stockton,WR,BUF,4
Bryce Thurston,WR,MIA,-6
C.J. Hyde,WR,GB,2
CJ Ivory,WR,WAS,4
Caleb Simpson,WR,TB,-4
Calvin Avant,WR,CLE,0
Carl Hill,TE,CAR,1
Cedric Wheeler,WR,MIA,2
Chase Flynn,WR,MIN,-2
Chris Adkins,TE,LAC,-3
Chris Hill,WR,HOU,-3
Christian Williams,HB,LAC,0
Chuck Jones,WR,CIN,-2
Clark McMillian,HB,LV,6
Colt Longwell,WR,TB,4
Connor Weston,TE,PHI,6
Corren Rutherford,HB,NYG,-1
Curtis Bolton,TE,PIT,-2
D'Andre Graham,HB,TEN,0
D'Andre Massey,WR,JAX,2
D'Marcus Crawford,WR,CAR,1
Dalton Stockton,TE,NO,-5
Damarius Brackens,HB,MIN,-3
Damarius Strickland,WR,GB,7
Damion Turner,WR,ATL,0
Danny Barber,WR,HOU,-1
Darius Kidd,WR,ATL,0
Darnell Reese,WR,DEN,2
Darrell Adams,WR,LAR,-3
Darrius Levingston,WR,LAC,5
David Teague,WR,ARI,-2
DeAndre Jennings,WR,LAC,-1
DeMarcus Thomas,WR,HOU,1
DeShawn Thomas,HB,CIN,6
DeVante Allen,WR,DEN,-5
Deion Chamblin,HB,SEA,-1
Demetrious Foreman,HB,DET,1
Deshaun Boothe,WR,NYG,1
Deshaun Westbrook,WR,KC,2
Devin Morrison,TE,NYG,4
Dionte Hobson,WR,DET,-4
Donavan Sullivan,TE,HOU,-7
Donovan Meriweather,TE,GB,-1
Donte Woodard,HB,ATL,4
Dorian Johnson,WR,PIT,-4
Dwight Gooden,TE,NYG,-4
Earl Branson,WR,CHI,-3
Emanuel Barrett,HB,TB,6
Emmett Clayborn,HB,WAS,8
Enrique Ware,WR,JAX,1
Eric Henley,HB,TB,-5
Eric Wallace,HB,ATL,6
Erick Hankins,HB,LAR,-4
George McQueen,WR,PHI,-2
Grant Borden,TE,LAC,-3
Harold Baker,WR,IND,8
Hudson Thompson,TE,SEA,5
Imani Pitts,WR,WAS,0
J.D. Carson,WR,KC,-4
