FullName,Position,TeamName,SkillPointOL
Andrew Knorr,RT,CAR,0
Andy Jenkins,C,ARI,-2
Andy Jenkins,C,NO,1
Anthony Malone,RT,BUF,4
Ben Wilkins,LT,DET,-2
Benjamin Eppard,C,BUF,-3
Blaine Madden,LT,CIN,4
Brandon Paulsen,LT,CHI,10
Brent Humphries,C,LAC,1
Brenton Mayes,LT,BUF,1
Bret Spiegel,C,CHI,4
Brian Hayward,RT,TEN,0
Brian Shaw,RT,SEA,-3
Caleb Holloway,LT,SF,4
Caleb Radovich,RG,LAC,-2
Callum Collins Jr,LT,DEN,4
Cameron Williamson,LG,PIT,-7
Carson MacKenzie,LT,MIA,-9
Charlie Dodson,C,DEN,0
Charlie Hughes,LT,LV,-2
Chris Winslow,RG,SF,-1
Chuck Garfield,RT,HOU,0
Cody Lovell,C,DET,-8
Colby Mooney,RT,CHI,3
Craig McQueen,RT,WAS,1
Curtis Nicholson,C,LV,-3
Dalton Russell,RT,LAR,1
Damon Alexander,RG,IND,3
Daniel Ellison,LG,CAR,-5
Daniel Reinhard,LG,LAR,1
Danny McCullers,RT,IND,4
David Dawson,LG,NYG,-2
DeVante Stoudemire,LG,DEN,-2
Dell Pickens,LT,DAL,-3
Derek Schiller,RT,NE,-5
Devin Middleton,C,PHI,-1
Dextrell Irving,LT,TB,0
Dominique Metcalf,LG,CLE,1
Donnie Lucas,LG,NYJ,1
Dontrell Ingram Sr,RT,SF,-4
Douglas White Jr,RT,JAX,-2
Dre Windsor-Malone,RT,MIN,-2
Earl Kendricks II,LG,DEN,12
Edward Sands,C,NYG,1
Emmett Evans,LG,TB,-6
Frank Dempsey,C,HOU,-6
Garth Brewer,LT,JAX,1
Gerald Stephens,RG,PHI,0
Gordon Parks,LG,KC,-2
Grant Wallner,RG,MIN,2
Gregory Andrews,RG,HOU,-2
Harold Crayton,RG,NE,0
Hayden Dye,RG,WAS,12
Hugh White,LG,GB,-3
Ja Dedrick,C,PIT,-6
Jacob Davis,LG,CIN,4
Jacob Rushing,RG,KC,1
Jaheim Franklin,LT,ARI,-4
Jakobi Davis,C,SF,-6
James Matthews,LG,IND,12
Jamie Holliday,RG,PIT,-1
Jamie McLean,RG,MIA,4
Jamison Burgess,RT,DAL,-4
Jaren Moore,RT,NYG,-10
Jay Scott,RG,CLE,4
Jeff Russo,C,BAL,1
Jeremiah Cobbs,LT,LAR,0
Jeremiah Eisen,LT,NO,1
Jeremiah Mason,C,NYJ,4
Joe Brunner,RT,LAC,0
Joe Tomlinson,RT,BAL,1
Joey Wallace,RG,BAL,0
Josh Bronner,RT,KC,8
Josh Peralta,LG,MIA,-3
Justin Foster,RG,NO,4
Kadyn Proctor,RT,PHI,-2
Kamryn Davis,RT,DEN,-4
Keenen Ballard,LG,DAL,4
Kelvin Miller,LG,LAC,-3
Kenya Richardson,RG,LV,-8
Khalon Davis,LT,TEN,6
Klay Donaghy,C,KC,9
Kurt Ward,LT,HOU,-5
LaDarius Combs,RT,CIN,1
Lance Spitzer,C,CLE,-3
Logan Starkey,RG,NYJ,9
Luke Darby,RT,LV,1
Marcell Bush,LT,WAS,-4
Marcus Butler,LG,SF,-1
Marcus Dailey,RT,ATL,4
Marcus Kendricks,RG,DET,10
Mark McLaughlin,LG,MIN,-1
Martin Lewis,RT,ARI,-3
Martin Nsekhe-Holt,LG,ARI,-3
Mateo Camarillo,LT,PHI,-1
Matt Kendricks,C,IND,-3
Matthew Cordani,LG,ATL,10
Matthias Winters,LT,ATL,-4
Mykin Greenard,LT,CAR,1
Nick Gardner,LT,NE,-3
Oscar Kramer,LG,SEA,-5
Owen Holliday,RT,TB,-1
Phillip Koerner,RT,GB,-2
Phillip Rose-Williams,LG,TEN,0
Quandre Brooks,LG,DET,-3
R.J. Dawkins,LG,BAL,-2
Raheem Adkins,RG,CIN,4
Randy Berry,RG,DAL,1
Richard Schaub,RG,LAR,-5
Ricky Balmer,LG,NE,-2
Rodd Moorman,LT,SEA,-2
Roy Babineaux,LT,LAC,1
Roy Barrett,RT,PIT,1
Russ Morrison,LG,NO,8
Russel Forsett,RG,ATL,-5
Ryan St. Clair,C,JAX,4
Ryan Stevens,LT,IND,4
Sal Rowe,C,CIN,3
Sammy Devine,C,WAS,-1
Sean McCormick,RG,CAR,4
Seth Windham,LT,NYG,-2
Stephon Owens,RT,DET,-1
Steven Douglas,LG,JAX,1
Steven Reynolds,RT,NO,10
T.J. Shirley,LT,BAL,4
Tashaun Wimbley,RG,NYG,4
Thad Barber,C,NE,0
Trent Shazier,C,LAR,0
Troy Stearn,C,MIA,10
Troy Tatum,RG,GB,-2
Tyler Diarse,C,SEA,-9
Tyler Richards,LT,PIT,-6
Tyree Brooks,RG,CHI,1
Tyrone Hartwell Sr,LT,KC,4
Tyval Sheppard,LG,WAS,0
Vantrise Rice,C,TB,0
Vernon Winslow,RG,TEN,-5
Von Jefferson,C,CAR,4
Walter Lewis,LG,LV,-4
Will Langford,LT,MIN,0
Will Whittington,LG,BUF,1
Zac Hankins,RG,BUF,-2
Zach Ferguson,RG,ARI,-8
Zhaire Guyton,C,GB,-1
