FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,BUF,7
A.J. McLean,FS,BAL,1
A.J. Waters,FS,CIN,-4
Aalante Bennett,FS,ATL,2
Aamaal Ahmed-Hakim,RE,DAL,-3
Aaron Lauderdale,LOLB,CAR,-2
Abdul Davis,MLB,NE,-3
Akeem Golston,SS,NYG,-3
Akeem Harris,LE,CHI,1
Akeem Tatum,CB,DEN,1
Alan Harris,CB,HOU,-3
Alex Clay,FS,TEN,8
Alex Hayward,FS,NYG,5
Alex Mahone,RE,DEN,-4
Alex Ross,LOLB,BAL,3
Alex Stanton,RE,KC,3
Alex Wilbur,LOLB,NYJ,-1
Alfonso Hunter,MLB,BAL,1
Alonzo Davidson,CB,DET,-1
Alton Hawkins,LOLB,CHI,5
Amari Martin,ROLB,CAR,-4
Andrew Jackson,MLB,PHI,11
Andrew Swain Jr,ROLB,NYG,4
Andrew Willis,MLB,NYG,-4
Anquan Riles Jr,FS,CIN,3
Anthony Barnett,LOLB,SEA,-3
Anthony Knight,CB,MIN,0
Anthony Wilson,CB,LV,0
Antoine Beachum,CB,PHI,5
Antwan Monroe,CB,KC,5
Aries Snow,LE,CLE,-6
Austin Anderson,LOLB,TB,6
Austin Lowry,SS,NO,-5
Bakari Cox Jr,RE,SF,4
Bakari Wilson,CB,SF,3
Barrett Carter,ROLB,CAR,3
Bart Baker,LOLB,NYG,-4
Ben Anthony,MLB,IND,5
Ben Beal,LE,SEA,-2
Ben Carraway,CB,ATL,-2
Ben Evans,MLB,LAR,4
Benji Hawkins,CB,DET,1
Bobby Parry,FS,IND,-4
Bojan Billups,LE,ATL,4
Bradley Young,CB,CHI,7
Brandon Collins,LOLB,KC,2
Brandon Davison,MLB,GB,-1
Brandon Hardwick,DT,DET,-6
Brandon Lowry,LOLB,ARI,1
Braun Metcalf,CB,LAC,2
Brenan Vernon,ROLB,MIA,3
Brendan Dillard,LE,JAX,-6
Brian Thompson,DT,CHI,-1
Brian Westbrook,ROLB,HOU,8
Brock White,LOLB,HOU,3
Bruce Fischer,MLB,JAX,-3
Bruce McIntosh,CB,NE,2
Bryan Bishop,DT,MIA,-4
Bryce Widmer,CB,DAL,-3
Byron Bynes,FS,CHI,-3
Byron Hodges,MLB,DEN,-1
Byron Howard,SS,BAL,-4
C.J. Hicks,LOLB,IND,6
C.J. Washington,MLB,IND,3
Cajun Virgil,CB,PIT,-1
Calvin Bates,LOLB,DAL,1
Calvin Mayweather,LE,NE,5
Cam Holmes,MLB,ATL,-9
Cameron Garrard,CB,LV,5
Cameron Harris,CB,BAL,-2
Carl Burse,MLB,TEN,0
Carl Dupree,RE,IND,3
Carlos Alexander,RE,NO,2
Carlos Diggs,CB,SEA,-1
Carlos Joseph,LOLB,SF,-4
Carson Baker,MLB,ATL,-3
Chad Howard,FS,JAX,3
Chance Biddle,SS,LV,6
Chance Turnage,MLB,TB,1
Chandler Lane,CB,PIT,-2
Chase Gardner,MLB,NYJ,-3
Chauncey Fitzpatrick,MLB,NO,-1
Chauncey Ford,RE,LAC,-1
Chris Britton,SS,WAS,8
Chris Chapman,SS,CLE,-3
Chris Dawkins,ROLB,ARI,0
Chris Lindsay,MLB,DAL,2
Clayton Miles,DT,ATL,-3
Cliff Maynard,ROLB,CHI,-2
Clyde Peters,FS,NE,-4
Cole Hamilton,CB,GB,2
Cole Jackson,RE,HOU,0
Connor Keltner,LOLB,MIA,-3
Cordell Heyward,LE,NO,2
Corey Durham,LOLB,MIN,-4
Cormani McClain,CB,MIA,-6
Cory McMullen,ROLB,NO,8
Craig Mann,MLB,NO,-1
Cris Bowles,ROLB,BAL,-4
D'Andre Forsett,SS,ATL,-2
DaWann Stackhouse Jr,DT,NYG,0
DaWann Stamper,LE,MIA,7
Dalton Barden,FS,DEN,4
Damian Bradford,CB,CHI,1
Damian Peterson,RE,LV,-5
Damien Henderson,DT,JAX,2
Damien Sheldon,CB,DEN,-1
Daniel Barden,LOLB,WAS,-1
Daniel Harris,ROLB,LAC,4
Daniel Jackson,CB,CLE,-4
Daniel Smith,CB,MIN,-3
Danny Allen,MLB,KC,-2
Danny Blaylock,SS,IND,5
Darien Reddick,LE,TEN,0
Darius Hutchins,LOLB,TEN,-4
Darrell Rowe,LOLB,NO,1
Darrius Phillips,RE,NO,3
Darryl Harper,CB,ARI,0
Darryl Tolbert,MLB,CIN,0
Dasan McCullough,RE,TB,3
Dave Pierson,LE,TB,2
Dave Stephens,SS,CHI,8
David Coakley,SS,MIA,5
David McClendon,CB,NO,2
David Olsen,CB,CAR,-2
David Posey,MLB,BUF,-3
Davon Harvey,LE,LAC,1
DeAngelo Dawkins,SS,HOU,7
DeMar Price,DT,BUF,10
DeMarcus Evans,DT,ATL,-1
DeVante Alexander,CB,TEN,-9
Deion Morrison,CB,PHI,3
Delonte Ward,CB,IND,-2
Demario Childers,DT,WAS,-5
Denard Faulkner,DT,ARI,2
Dennis Cox,CB,SEA,3
Dentrell Barber,LE,WAS,-2
Deontae Webster,CB,WAS,-2
Deontay Foster,LE,CLE,-1
Deontay Hillman,DT,PHI,-4
Derek Ashe,LOLB,NYG,-1
Derrick Yancey,MLB,NE,-5
Devon Barlow,DT,PIT,4
Dimitri Daniels,MLB,MIN,-1
Dion Rudolph,CB,CHI,2
Dominique Mayes-Agnew,ROLB,SF,2
Don Rivers,MLB,CAR,-6
