FullName,Position,TeamName,SkillPointDef
A.J. Epenesa,RE,BUF,2
A.J. Terrell Jr,CB,NYG,1
AJ Mathis,LOLB,TEN,-2
Aaron Donald,RE,HOU,2
Adam Anderson,ROLB,ATL,7
Adetokunbo Ogundeji,LOLB,ATL,0
Adisa Isaac,ROLB,NE,2
Adoree' Jackson,CB,NO,2
Adrian Amos,SS,GB,1
Ahmad Gardner,CB,BAL,-6
Alec Bryant,LE,KC,0
Alex Highsmith,ROLB,CAR,-3
Alfred Collins,DT,MIN,1
Ali Gaye,RE,BAL,-1
Alohi Gilman,SS,DEN,1
Amani Hooker,SS,CAR,4
Amani Oruwariye,CB,CIN,1
Amari Burney,LOLB,KC,7
Andre Cisco,SS,JAX,-1
Andreas Keaton,CB,CHI,2
Andrew Booth Jr,CB,CHI,-1
Andrew Mukuba,SS,SEA,2
Andrew Van Ginkel,ROLB,ATL,0
Anotinio Johnson,FS,NE,-1
Anthony Adams,FS,GB,1
Anthony Harris,SS,WAS,-1
Anthony Nelson,LOLB,ATL,4
Antoine Brooks Jr,SS,ATL,-2
Antoine Winfield Jr,FS,TB,-5
Arden Key,LE,LAC,0
Asa Turner,SS,NE,-1
Asante Samuel Jr,CB,LAC,-1
Ashtyn Davis,FS,HOU,0
Avonte Maddox,CB,NYG,-1
Azeez Ojulari,ROLB,IND,-8
Azur Kamara,LE,WAS,-2
B.J. Hill,DT,LAC,3
B.J. Ojulari,LOLB,NYJ,-2
Bax Anaele,LE,CHI,-2
Benjamin St-Juste,CB,HOU,0
Bilal Nichols,RE,CAR,-1
Billy Bowman,CB,PIT,3
Blake Cashman,ROLB,NYJ,-1
Blessuan Austin,CB,SEA,2
Bobby Brown III,DT,HOU,-4
Bobby Okereke,MLB,LV,1
Braiden McGregor,LE,BAL,2
Brandon Hill,SS,IND,0
Brandon Jennings,LOLB,WAS,1
Brandon Jones,SS,BAL,1
Brandon Joseph,FS,NYJ,-4
Brandon Smith,LOLB,DEN,0
Brenton Cox,ROLB,PHI,0
Brian Asamoah,MLB,HOU,3
Brian Burns,LE,CAR,0
Briceon Hayes,RE,KC,1
Briton Allen,FS,BUF,-1
Bryan Bresee,DT,PHI,2
Bryce Hall,CB,NYJ,1
Bryce Steele,MLB,DET,-1
Bryson Washington,SS,ARI,-1
Bubba Bolden,SS,DET,-1
Budda Baker,SS,ARI,-1
C.J. Gardner-Johnson,SS,NO,0
C.J. Henderson,CB,TEN,-2
Caleb Farley,CB,NO,-5
Calen Bullcok,FS,DET,1
Calijah Kancey,DT,ARI,-4
Cam Brown,LOLB,BAL,-2
Cam Gill,LOLB,LAR,-2
Cam Sample,LE,DAL,-2
Cam'Ron Kelly,FS,NO,-3
CamRon Jackson,RE,DEN,0
Cameron Dantzler,CB,GB,2
Cameron McCuthcehon,CB,IND,3
Cameron McGrone,MLB,NE,2
Cameron Williams,RE,ARI,1
Camryn Bynum,FS,MIN,0
Carl Lawson,RE,NYJ,6
Carlos Basham Jr,LE,BUF,0
Carlton Davis III,CB,IND,1
Ceyair Wright,CB,CHI,2
Charles Omenihu,LE,HOU,-3
Charvarius Ward,CB,NE,0
Chase Winovich,RE,NE,4
Chase Young,RE,WAS,-6
Chris Braswell,LOLB,PHI,-2
Chris Garrett,LOLB,LAR,-3
Chris Jones,RE,HOU,-2
Chris Rumph II,ROLB,CHI,3
Chris Steele,CB,NYG,-1
Christian Barmore,DT,NE,-1
Christian Gonzalez,CB,BAL,-2
Christian Harris,MLB,TEN,1
Christian Uphoff,SS,SF,-1
Christian Wilkins,RE,MIA,0
Clelin Ferrell,RE,ATL,-1
Clinton Burton Jr,CB,ARI,3
Cody Barton,ROLB,MIN,0
Cody Simon,MLB,CAR,-3
Cole Holcomb,LOLB,CIN,4
Colin Oliver,ROLB,MIA,-2
Curtis Ryans,RE,KC,2
D.J. Reader,DT,CLE,4
D.J. Reed Jr,CB,SEA,3
Da'Ron Payne,DT,WAS,-3
Da'Shawn Hand,RE,DAL,-2
DaRon Bland,CB,LAR,2
DaVon Hamilton,DT,JAX,-4
Daelin Hayes,LOLB,BAL,-2
Dallas Turner,ROLB,TEN,-2
Dameon Williams,CB,MIA,-1
Damian Sellers,ROLB,CIN,-1
Damon Arnette Jr,CB,LV,1
Damon Clark,MLB,PHI,2
Damon Payne,DT,BAL,-1
Dane Jackson,CB,BUF,1
Daniel Wright,FS,NYJ,-3
Danielle Hunter,LE,MIN,5
Dante Stills,DT,LV,-1
Darius Leonard,LOLB,IND,0
Darnell Savage,FS,GB,4
Darrell Taylor,LOLB,MIA,4
Dasan McCullough,RE,TB,8
David Long Jr,CB,PHI,2
David Long Jr,MLB,GB,5
David Ojabo,RE,IND,-2
Daxton Hill,SS,NYJ,-1
Dayo Odeyingbo,RE,IND,4
DeAngelo Malone,LOLB,GB,-3
DeMarcco Hellams,SS,IND,-3
DeMarvion Overshown,ROLB,LV,-1
DeShon Elliott,FS,BAL,-1
Delarrin Turner-Yell,SS,CLE,2
Dell Pettus,SS,CIN,-1
Demani Richardson,SS,NYG,2
Demeioun Robinson,LOLB,CLE,0
Demorie Tate,CB,TB,1
Denver Harris,CB,CLE,2
Denzel Burke,CB,HOU,0
Denzel Ward,CB,CLE,-2
Derek Bermudez,SS,PIT,2
Derek Stingley Jr.,CB,NE,4
Derek Wingo,ROLB,CAR,0
Derion Kendrick,CB,LAR,2
Derrick Brown,DT,MIA,0
Derrick Davis Jr,FS,NO,4
Derrick Nnadi,DT,KC,1
Derwin James Jr,SS,LAC,1
Desmond Evans,LOLB,HOU,5
Devin Bush,MLB,PIT,3
Devin Lloyd,MLB,ATL,3
Devin White,MLB,TB,-4
Dexter Lawrence II,LE,NYG,-7
Dishon McNary,CB,MIA,2
Domani Jackson,CB,NO,-1
Donell Harris,ROLB,SF,3
Donovan McMillon,SS,TEN,-2
Dontae Manning,CB,BUF,1
Donte Jackson,CB,PIT,4
Dorance Armstrong,RE,PIT,-1
Dorian Williams,ROLB,NO,-1
Doug Costin,DT,DAL,-1
Drake Jackson,LOLB,DAL,4
Dre Greenlaw,ROLB,SF,-1
Dre'Mont Jones,LE,TEN,0
Drew Seers,MLB,SEA,-7
Dylan Brooks,LE,SF,-2
Earl Little Jr,CB,DEN,2
Earnest Brown IV,LE,IND,-2
Ed Oliver,DT,ATL,-3
Eddie Jackson,FS,PHI,4
Eddie Morales III,CB,DAL,0
Edeufan Ulofoshio,MLB,LV,-3
Eli Ricks,CB,CAR,-1
Elijah Molden,CB,DEN,0
Elijah Winston,MLB,WAS,4
Elisha Guidry,FS,WAS,0
Ellis Brooks,MLB,MIA,4
Emmanuel Ogbah,LE,MIA,3
Enzo Jennings,SS,DAL,1
Eric Burrell,FS,MIA,-1
Eric Gregory,LE,CLE,-1
Eric Stokes,CB,ATL,2
Ethan Calvert,MLB,CIN,-3
Evan Tattersall,MLB,CIN,-3
Foyesade Oluokun,MLB,LAR,0
Frankie Luvu,LOLB,ARI,1
Fred Davis II,CB,GB,2
Fred Warner,MLB,SF,-3
Ga'Quincy McKinstry,CB,NE,-1
Gabe Powers,MLB,ATL,-5
Garret Wallow,LOLB,BAL,2
Garrett Williams,CB,NYJ,1
Geno Stone,SS,PHI,-1
George Karlaftis,LE,TB,1
Gerald Nathan Jr.,LOLB,WAS,-2
Gervon Dexter,DT,BUF,-9
Grady Jarrett,RE,PHI,2
Grant Delpit,SS,CHI,2
Greedy Williams,CB,PHI,2
Greg Benton Jr,LOLB,NYG,-2
Greg Brooks Jr.,CB,DAL,2
Greg Gaines,DT,CAR,-7
Greg Newsome II,CB,SF,-4
Greg Penn III,MLB,SF,-1
Greg Rousseau,LE,PHI,0
Grover Stewart,DT,IND,0
Hamsah Nasirildeen,ROLB,HOU,-3
Harold Landry III,ROLB,TEN,0
Haskell Garrett,DT,ARI,6
Henry To'o To'o,LOLB,PHI,-2
Ijavi Brown,MLB,BAL,5
Isaac Taylor-Stuart,CB,KC,-1
Isaac Thompson,SS,PHI,0
Isaiah Dunn,CB,PHI,1
Isaiah Johnson,CB,DET,0
Isaiah Johnson,ROLB,CHI,-1
Isaiah Oliver,CB,IND,5
Isaiah Simmons,MLB,NYG,-1
Isheem Young,FS,LV,-5
Israel Mukuamu,SS,DAL,7
J.D. Bertland,MLB,DAL,1
J.J. Weaver,LOLB,NE,3
J.T. Tuimoloau,DT,LAC,1
JC Jackson,CB,KC,3
JaHad Carter,SS,BAL,-1
JaQurious Conley,FS,SF,-1
Jabrill Peppers,SS,NYG,2
Jack Dingle,ROLB,DEN,-3
Jack Sawyer,RE,MIN,0
Jackson Sirmon,MLB,NYJ,-3
Jaden Davis,CB,LAC,0
Jaden Rayford,FS,CIN,2
Jadeveon Clowney,LE,LAC,1
Jaelan Phillips,ROLB,NYG,3
Jahad Woods,MLB,NYG,-1
Jahari Rogers,CB,SEA,-2
Jahfari Harvey,ROLB,BAL,1
Jahlani Tavai,MLB,NE,-1
Jaire Alexander,CB,GB,-2
Jaishawn Barham,MLB,CLE,10
Jakailin Johnson,CB,TEN,0
Jalen Carter,DT,DEN,-4
Jalen Green,CB,CHI,2
Jalen Ramsey,CB,LAR,-5
Jalen Thompson,FS,ARI,0
Jalyn Armour-Davis,CB,SEA,-1
Jamal Adams,SS,MIA,-6
Jamar Johnson,SS,SEA,0
Jamel Dean,CB,TB,-3
James Lynch,DT,LAR,0
James Wiggins,FS,MIN,-3
James Williams,SS,HOU,0
Jamien Sherwood,MLB,MIN,0
Jamin Davis,MLB,WAS,-1
Jaquan Brisker,SS,LAR,1
Jared Casey,MLB,NO,-1
Jasheen Davis,MLB,NO,-3
Jason Verrett,CB,GB,2
Javin White,ROLB,GB,-1
Javon Kinlaw,DT,DET,-3
Javontae Jean-Batiste,LE,CAR,0
Jay Tufele,LE,JAX,0
Jaycee Horn,CB,CAR,2
Jaydon Hood,MLB,BUF,-2
Jaylin Simpson,CB,JAX,1
Jaylon Johnson,CB,CHI,1
Jaylon Jones,CB,PHI,7
Jaylon King,FS,PIT,1
Jayon Brown,MLB,LAR,4
Jeff Okudah,CB,NYG,-3
Jeffery Simmons,RE,TEN,0
Jeffrey M'ba,DT,LAR,2
Jeremiah Alexander,LOLB,NYJ,-1
Jeremiah Trotter Jr,MLB,ARI,5
Jeremiah Williams,ROLB,DAL,6
Jeremy Chinn,FS,CAR,-2
Jermaine Johnson,RE,WAS,-2
Jermaine Waller,CB,ARI,1
Jerome Baker,MLB,MIA,2
Jerry Tillery,RE,NYG,-2
Jesse Luketa,LOLB,MIN,0
Jessie Bates III,FS,CIN,-5
Jestin Jacobs,LOLB,LV,0
Jevon Holland,FS,MIA,-1
Joe Tryon-Shoyinka,ROLB,LAR,4
Joejuan Williams,CB,DAL,-2
Joey Bosa,LOLB,LV,2
Joey Porter Jr.,CB,PIT,-3
John Franklin-Myers,LE,NYJ,1
John Johnson III,FS,JAX,0
John Ridgeway,DT,MIA,0
Johnathan Abram,SS,LV,-2
Johnny Dixon,CB,IND,2
Jon Rhattigan,LOLB,CLE,-2
Jonathan Allen,DT,WAS,2
Jordan Battle,SS,BUF,2
Jordan Bertagnole,RE,NYJ,-2
Jordan Burch,RE,ARI,1
Jordan Davis,DT,NYJ,-2
Jordan Fuller,SS,LAR,2
Jordan Hancock,CB,KC,1
Jordan Morant,SS,LAC,-1
Jordan Whitehead,SS,TB,-2
Joseph Charleston,FS,SEA,-1
Josh Allen,ROLB,JAX,6
Josh Calvert,MLB,GB,0
Josh Jobe,CB,CLE,-1
Josh Metellus,SS,TEN,-1
Josh Sweat,RE,DEN,-1
Josh Thompson,CB,ARI,0
Josh White,ROLB,LAC,0
Joshua Eaton,CB,LAC,-1
Joshua Kaindoh,LE,PIT,-2
Josiah Silver,LOLB,PIT,-2
Juan Thornhill,FS,KC,4
Julian Blackmon,FS,IND,-1
Julian Love,SS,DET,2
Julien Simon,ROLB,TB,-3
Junior Colson,LOLB,LAC,1
Justin Flowe,MLB,JAX,7
Justin Hollins,ROLB,LAR,-4
Justin Reid,FS,CLE,0
Justin Simmons,FS,DEN,1
K'Lavon Chaisson,LOLB,JAX,0
K'Von Wallace,SS,ATL,1
Kaden Johnson,LOLB,DET,0
Kadofi Wright,MLB,CAR,0
Kaevon Merriweather,FS,TB,2
Kaiir Elam,CB,WAS,0
Kamren Curl,FS,WAS,-1
Karon Prunty,CB,CIN,1
Kayvon Thibodeaux,LE,DET,-1
Keandre Jones,ROLB,LV,0
Keith Taylor Jr,CB,CAR,-2
Kelee Ringo,CB,DAL,-8
Kelvin Joseph,CB,MIN,1
Kemoko Turay,LE,ATL,-2
Kendall Fuller,CB,LV,0
Kenneth Murray Jr,MLB,LAC,3
Kenny Clark,DT,GB,2
Keondre Coburn,DT,SF,4
Khaleke Hudson,MLB,LAC,1
Khalid Kareem,LE,WAS,-2
Khalil Mack,LOLB,CHI,3
Khamauri Rogers,CB,TB,-4
Khari Colemna,ROLB,MIN,-1
Khari Willis,SS,JAX,2
Khyree Jackson,CB,CAR,-3
Kingsley Enagbare,RE,JAX,-1
Kingsley Keke,RE,LV,-4
Kitan Crawford,CB,SF,0
Kolby Harvell-Peel,SS,CLE,-1
Korey Foreman,LE,NO,4
Kristian Fulton,CB,TEN,1
Krys Barnes,MLB,NYJ,-1
Kwity Paye,LE,SEA,-2
Kyle Dugger,SS,NE,0
Kyle Hamilton,FS,ATL,-3
Kyler Gordon,CB,NYJ,-1
L'Jarius Sneed,CB,HOU,-1
La'Kendrick Van Zandt,SS,CHI,1
LaBryan Ray,RE,CIN,2
Lance Dixon,LOLB,NYJ,5
Lannden Zanders,SS,TB,2
LeShaun Bell,ROLB,ARI,-3
Leighton Vander Esch,LOLB,BUF,1
Leo Chenal,MLB,NYJ,-1
Leon Jacobs,LOLB,DAL,0
Leonard Williams,RE,NYG,-5
Levi Onwuzurike,RE,DET,6
Lewis Cine,SS,NO,-2
Logan McCormick,LOLB,LAC,-2
Logan Wilson,ROLB,CIN,2
Lonnie Johnson Jr,SS,HOU,3
Lorenzo Carter,LOLB,TEN,0
Mack Wilson Sr,ROLB,ARI,0
Makari Paige,FS,DAL,3
Malachi Moore,CB,DET,-1
Malcolm Koonce,LE,CHI,8
Malik Harrison,MLB,BAL,2
Malik Hooker,FS,TEN,3
Malik Reed,ROLB,IND,1
Marco Wilson,CB,ARI,-1
Marcus Davenport,RE,NO,4
Marcus Maye,SS,NYJ,1
Marcus Williams,FS,CHI,5
Markaviest Bryant,LOLB,SEA,0
Marlon Davidson,RE,KC,-2
Marlon Humphrey,CB,BAL,0
Marquise Blair,FS,NE,2
Marshon Lattimore,CB,NE,3
Martin Emerson,CB,HOU,-1
Mase Funa,ROLB,CIN,3
Matt Milano,ROLB,BUF,1
Matthew Judon,LOLB,JAX,-1
Maurice Hurst,DT,SF,3
Max Tooley,LOLB,SF,-2
Maxx Crosby,LE,LV,0
Merlin Robertson,LOLB,IND,1
Micah Parsons,ROLB,DAL,-1
Michael Ojemudia,CB,WAS,-2
Mike Edwards,FS,BUF,1
Mike Hughes,CB,JAX,0
Mike Jones Jr,ROLB,DET,4
Mike Rose,ROLB,JAX,0
Miles Jackson,DT,CIN,-2
Minkah Fitzpatrick,FS,PIT,0
Mohamoud Diabate,LOLB,ARI,0
Monty Rice,MLB,ATL,-5
Moses Alexander,CB,BAL,1
Moses Walker,MLB,SEA,-2
Mykael Wright,CB,DEN,3
Mykel Williams,RE,PIT,-2
Myles Garrett,RE,CLE,0
Myles Jack,MLB,JAX,1
Myles Murphy,LE,NE,3
Nana Mensah-Osafo,LOLB,DEN,0
Nasir Adderley,FS,LAC,1
Nate Hobbs,CB,LV,-2
Nate Landman,MLB,DAL,5
Nate Wiggins,CB,LAR,0
Neville Gallimore,DT,DAL,5
Nick Bolton,MLB,KC,0
Nick Bosa,RE,SF,-4
Nick Cross,SS,KC,1
Nick Herbig,LOLB,CHI,1
Nick Jackson,MLB,JAX,-3
Nik Bonitto,MLB,PHI,5
Nik Needham,CB,NYJ,3
Noah Daniels,CB,LAC,2
Noah Sewell,MLB,CHI,-3
Ochuan Mathis,LOLB,SEA,3
Odafe Oweh,ROLB,GB,-2
Omar Speights,MLB,DEN,4
Osa Odighizuwa,DT,BAL,0
Owen Pappoe,LOLB,NO,-2
Patrick Queen,MLB,CLE,3
Patrick Surtain II,CB,DEN,0
Paulson Adebo,CB,NO,-1
Payton Wilgar,LOLB,CLE,-2
Perrion Winfrey,DT,BUF,3
Pete Werner,MLB,NO,-4
Poona Ford,DT,SEA,-1
Porter Gustin,LE,LAR,2
Power Echols,MLB,DET,-1
Quavaris Crouch,MLB,ARI,0
Quinnen Williams,DT,CHI,-6
R.J. Moten,SS,CIN,1
Raesjon Davis,ROLB,KC,-2
Ralen Goforth,MLB,DEN,8
Raneiria Dillworth,LOLB,BUF,-2
Rashaan Evans,MLB,TEN,1
Rashad Fenton,CB,JAX,2
Rashad Torrence II,FS,LAR,-1
Rashan Gary,LOLB,GB,-1
Ray Thornton III,SS,LV,-1
Richard LeCounte III,FS,CLE,-1
Robert Rochell,CB,PIT,4
Rock Ya-Sin,CB,ARI,-1
Romello Height,ROLB,DET,2
Romeo Okwara,LOLB,DET,1
Ronnie Harrison Jr,SS,DEN,-2
