FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,ATL,-1
Alex Leatherwood,RG,ARI,1
Ali Marpet,LG,TB,8
Alijah Vera-Tucker,LG,NYJ,-7
Amarius Mims,RT,PIT,-6
Andrew Kristofic,RT,GB,-3
Andrew Norwell,LG,JAX,2
Andrew Thomas,LT,WAS,1
Asim Richards,RG,LV,-4
Austin Corbett,RG,TEN,-1
Austin Jackson,LG,LV,3
Beaux Limmer,LG,CAR,-6
Ben Bartch,LG,MIN,0
Ben Bredeson,RG,MIA,12
Ben Brown,C,SEA,-1
Ben Cleveland,RG,LAC,2
Bobby Evans Jr,RG,BUF,-6
Bobby Hart,RT,MIA,4
Braden Smith,RT,IND,0
Bradley Bozeman,C,DEN,-2
Brady Latham,RG,CAR,2
Braeden Daniels,RG,CHI,3
Brandon Linder,C,PHI,-6
Brandon Parker,RT,CHI,0
Brandon Scherff,RG,WAS,-4
Brian Allen,C,SF,-4
Brian O'Neill,RT,MIN,5
Broderick Jones,LT,JAX,1
Bryce Benhart,RT,ATL,12
Bryce Foster,C,NYG,5
Cade Mays,RG,NYJ,12
Cam Robinson,LT,SEA,-2
Cameron Jurgens,C,JAX,12
Cesar Ruiz,RG,NO,-4
Charles Cross,LT,LV,-3
Chase Roullier,C,IND,-2
Chris Lindstrom,RG,ATL,1
Christian Darrisaw,LT,MIN,1
Chukwuma Okorafor,LT,PHI,-1
Chuma Edoga,RT,ATL,0
Clay Webb,LG,WAS,2
Cody Ince,LG,CIN,12
Connor Colby,RG,SF,-5
Creed Humphrey,C,KC,1
Curtis Dunlap Jr.,LG,HOU,1
Dalton Risner,LG,NO,1
Dan Becker,LT,TEN,12
Darian Kinnard,LG,LAC,1
David Andrews,C,NE,0
David Bakhtiari,LT,GB,4
David Edwards,LG,LAR,-1
Dillon Radunz,RG,PHI,-6
Dion Dawkins,LT,CLE,4
Dohnovan West,C,GB,-3
Donovan Jackson,RG,NE,2
Drake Metcalf,C,NYJ,6
Drew Dalman,C,TB,2
Dylan Parham,RG,SF,-3
Ed Ingram,LG,ARI,1
Elgton Jenkins,LG,GB,-8
Emil Ekiyor Jr.,RG,MIN,7
Ereck Flowers,LG,NYG,-6
Erik McCoy,C,NO,-1
Ezra Cleveland,LG,PIT,-6
Ezra Dotson-Oyetade,C,MIA,8
Garrett Bradbury,C,MIN,1
Greg Little,LT,PIT,4
Ike Boettger,RG,DET,0
Ikem Ekwonu,LG,DAL,1
Isaiah Wilson,RT,DEN,1
Jack Conklin,RT,CLE,-2
Jackson Carman,RG,CIN,4
Jamaree Salyer,LG,GB,6
Jarrett Patterson,C,BAL,2
Jawaan Taylor,RT,JAX,10
Jaxson Kirkland,LT,CAR,1
Jedrick Wills Jr,LT,NYG,3
Joe Alt,LT,LV,-7
Joe Thuney,LG,DEN,4
Joel Bitonio,LG,CLE,-4
Jonah Williams,LT,CIN,0
Jordan Mailata,LT,DEN,-2
Jordan McFadden,RG,IND,-1
Josh Braun,LG,LAR,4
Josh Jones,RT,LAC,-5
Josh Myers,C,LV,-2
Keegan Cryder,C,DET,-5
Keiondre Jones,LG,KC,2
Kendrick Green,C,PIT,-1
Kendrick Green,LG,MIA,0
Kenyon Green,RG,NYG,-10
Kevin Dotson,LG,TEN,5
Kinglsey Suamataia,LT,LAR,-1
La'el Collins,RT,DAL,-2
Landon Dickerson,LG,CHI,1
Laremy Tunsil,LT,HOU,7
Logan Brown,LT,BAL,4
Logan Parr,RG,HOU,4
Lucas Niang,RT,KC,-2
Luke Matthews,C,CAR,5
Marquis Hayes,LG,PHI,-1
Mason Cole,C,LAC,-2
Matt Hennessy,C,ATL,-4
Maurice Smith,C,WAS,-3
Mekhi Becton,LT,NYJ,-1
Mike McGlinchey,RT,SF,-4
Mike Onwenu,LG,NE,-6
Mitch Morse,C,BUF,5
Myron Cunningham,RT,PHI,-1
Nate Davis,RG,TEN,1
Netane Muti,LG,BUF,0
Nick Broeker,LT,HOU,4
Nick Gates,C,CIN,-6
Nick Harris,C,CLE,-3
Nolan Rucci,LT,BAL,4
Obinna Eze,RT,TEN,10
Orlando Brown,LT,KC,-4
