Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_0,ScrimmageYardsPerGame,110-250,tier_0,1,251,110
HB,tier_0,ScrimmageYardsPerGame,90-109,tier_1,-1,110,90
HB,tier_0,ScrimmageYardsPerGame,65-89,tier_2,-3,90,65
HB,tier_0,ScrimmageYardsPerGame,45-64,tier_3,-6,65,45
HB,tier_0,ScrimmageYardsPerGame,25-44,tier_4,-10,45,25
HB,tier_0,ScrimmageYardsPerGame,0-24,tier_5,-15,25,0
HB,tier_0,ScrimmageTDsPerGame,0.85-5,tier_0,1,5.01,0.85
HB,tier_0,ScrimmageTDsPerGame,0.70-0.84,tier_1,0,0.85,0.70
HB,tier_0,ScrimmageTDsPerGame,0.60-0.69,tier_2,-1,0.7,0.60
HB,tier_0,ScrimmageTDsPerGame,0.40-0.59,tier_3,-3,0.6,0.40
HB,tier_0,ScrimmageTDsPerGame,0.20-0.39,tier_4,-5,0.4,0.20
HB,tier_0,ScrimmageTDsPerGame,0.00-0.19,tier_5,-8,0.2,0.00
HB,tier_0,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_0,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_0,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_0,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_0,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_0,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_1,ScrimmageYardsPerGame,110-250,tier_0,2,251,110
HB,tier_1,ScrimmageYardsPerGame,90-109,tier_1,0,110,90
HB,tier_1,ScrimmageYardsPerGame,65-89,tier_2,-2,90,65
HB,tier_1,ScrimmageYardsPerGame,45-64,tier_3,-4,65,45
HB,tier_1,ScrimmageYardsPerGame,25-44,tier_4,-8,45,25
HB,tier_1,ScrimmageYardsPerGame,0-24,tier_5,-10,25,0
HB,tier_1,ScrimmageTDsPerGame,0.85-5,tier_0,2,5.01,0.85
HB,tier_1,ScrimmageTDsPerGame,0.70-0.84,tier_1,1,0.85,0.70
HB,tier_1,ScrimmageTDsPerGame,0.60-0.69,tier_2,0,0.7,0.60
HB,tier_1,ScrimmageTDsPerGame,0.40-0.59,tier_3,-2,0.6,0.40
HB,tier_1,ScrimmageTDsPerGame,0.20-0.39,tier_4,-4,0.4,0.20
HB,tier_1,ScrimmageTDsPerGame,0.00-0.19,tier_5,-6,0.2,0.00
HB,tier_1,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_1,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_1,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_1,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_1,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_1,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_2,ScrimmageYardsPerGame,110-250,tier_0,4,251,110
HB,tier_2,ScrimmageYardsPerGame,90-109,tier_1,2,110,90
HB,tier_2,ScrimmageYardsPerGame,65-89,tier_2,-1,90,65
HB,tier_2,ScrimmageYardsPerGame,45-64,tier_3,-3,65,45
HB,tier_2,ScrimmageYardsPerGame,25-44,tier_4,-5,45,25
HB,tier_2,ScrimmageYardsPerGame,0-24,tier_5,-6,25,0
HB,tier_2,ScrimmageTDsPerGame,0.85-5,tier_0,4,5.01,0.85
HB,tier_2,ScrimmageTDsPerGame,0.70-0.84,tier_1,2,0.85,0.70
HB,tier_2,ScrimmageTDsPerGame,0.60-0.69,tier_2,1,0.7,0.60
HB,tier_2,ScrimmageTDsPerGame,0.40-0.59,tier_3,-1,0.6,0.40
HB,tier_2,ScrimmageTDsPerGame,0.20-0.39,tier_4,-2,0.4,0.20
HB,tier_2,ScrimmageTDsPerGame,0.00-0.19,tier_5,-4,0.2,0.00
HB,tier_2,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_2,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_2,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_2,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_2,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_2,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_3,ScrimmageYardsPerGame,110-250,tier_0,5,251,110
HB,tier_3,ScrimmageYardsPerGame,90-109,tier_1,3,110,90
HB,tier_3,ScrimmageYardsPerGame,65-89,tier_2,1,90,65
HB,tier_3,ScrimmageYardsPerGame,45-64,tier_3,-2,65,45
HB,tier_3,ScrimmageYardsPerGame,25-44,tier_4,-3,45,25
HB,tier_3,ScrimmageYardsPerGame,0-24,tier_5,-4,25,0
HB,tier_3,ScrimmageTDsPerGame,0.85-5,tier_0,5,5.01,0.85
HB,tier_3,ScrimmageTDsPerGame,0.70-0.84,tier_1,3,0.85,0.70
HB,tier_3,ScrimmageTDsPerGame,0.60-0.69,tier_2,2,0.7,0.60
HB,tier_3,ScrimmageTDsPerGame,0.40-0.59,tier_3,0,0.6,0.40
HB,tier_3,ScrimmageTDsPerGame,0.20-0.39,tier_4,-1,0.4,0.20
HB,tier_3,ScrimmageTDsPerGame,0.00-0.19,tier_5,-2,0.2,0.00
HB,tier_3,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_3,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_3,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_3,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_3,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_3,RUSHFUMBLES,5-25,tier_5,-3,26,5
HB,tier_4,ScrimmageYardsPerGame,110-250,tier_0,7,251,110
HB,tier_4,ScrimmageYardsPerGame,90-109,tier_1,5,110,90
HB,tier_4,ScrimmageYardsPerGame,65-89,tier_2,2,90,65
HB,tier_4,ScrimmageYardsPerGame,45-64,tier_3,1,65,45
HB,tier_4,ScrimmageYardsPerGame,25-44,tier_4,-1,45,25
HB,tier_4,ScrimmageYardsPerGame,0-24,tier_5,-2,25,0
HB,tier_4,ScrimmageTDsPerGame,0.85-5,tier_0,7,5.01,0.85
HB,tier_4,ScrimmageTDsPerGame,0.70-0.84,tier_1,5,0.85,0.70
HB,tier_4,ScrimmageTDsPerGame,0.60-0.69,tier_2,3,0.7,0.60
HB,tier_4,ScrimmageTDsPerGame,0.40-0.59,tier_3,1,0.6,0.40
HB,tier_4,ScrimmageTDsPerGame,0.20-0.39,tier_4,0,0.4,0.20
HB,tier_4,ScrimmageTDsPerGame,0.00-0.19,tier_5,-1,0.2,0.00
HB,tier_4,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_4,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_4,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_4,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_4,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_4,RUSHFUMBLES,5-25,tier_5,-3,26,5
HB,tier_5,ScrimmageYardsPerGame,110-250,tier_0,10,251,110
HB,tier_5,ScrimmageYardsPerGame,90-109,tier_1,6,110,90
HB,tier_5,ScrimmageYardsPerGame,65-89,tier_2,4,90,65
HB,tier_5,ScrimmageYardsPerGame,45-64,tier_3,2,65,45
HB,tier_5,ScrimmageYardsPerGame,25-44,tier_4,1,45,25
HB,tier_5,ScrimmageYardsPerGame,0-24,tier_5,-1,25,0
HB,tier_5,ScrimmageTDsPerGame,0.85-5,tier_0,9,5.01,0.85
HB,tier_5,ScrimmageTDsPerGame,0.70-0.84,tier_1,6,0.85,0.70
HB,tier_5,ScrimmageTDsPerGame,0.60-0.69,tier_2,4,0.7,0.60
HB,tier_5,ScrimmageTDsPerGame,0.40-0.59,tier_3,2,0.6,0.40
HB,tier_5,ScrimmageTDsPerGame,0.20-0.39,tier_4,1,0.4,0.20
HB,tier_5,ScrimmageTDsPerGame,0.00-0.19,tier_5,0,0.2,0.00
HB,tier_5,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_5,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_5,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_5,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_5,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_5,RUSHFUMBLES,5-25,tier_5,-3,26,5
HB,tier_6,ScrimmageYardsPerGame,110-250,tier_0,12,251,110
HB,tier_6,ScrimmageYardsPerGame,90-109,tier_1,8,110,90
HB,tier_6,ScrimmageYardsPerGame,65-89,tier_2,6,90,65
HB,tier_6,ScrimmageYardsPerGame,45-64,tier_3,4,65,45
HB,tier_6,ScrimmageYardsPerGame,25-44,tier_4,2,45,25
HB,tier_6,ScrimmageYardsPerGame,0-24,tier_5,0,25,0
HB,tier_6,ScrimmageTDsPerGame,0.85-5,tier_0,12,5.01,0.85
HB,tier_6,ScrimmageTDsPerGame,0.70-0.84,tier_1,8,0.85,0.70
HB,tier_6,ScrimmageTDsPerGame,0.60-0.69,tier_2,5,0.7,0.60
HB,tier_6,ScrimmageTDsPerGame,0.40-0.59,tier_3,3,0.6,0.40
HB,tier_6,ScrimmageTDsPerGame,0.20-0.39,tier_4,1,0.4,0.20
HB,tier_6,ScrimmageTDsPerGame,0.00-0.19,tier_5,0,0.2,0.00
HB,tier_6,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_6,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_6,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_6,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_6,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_6,RUSHFUMBLES,5-25,tier_5,-3,26,5
WR,tier_0,ScrimmageYardsPerGame,85-250,tier_0,1,251,85
WR,tier_0,ScrimmageYardsPerGame,67-84,tier_1,-1,85,67
WR,tier_0,ScrimmageYardsPerGame,55-66,tier_2,-3,67,55
WR,tier_0,ScrimmageYardsPerGame,40-54,tier_3,-6,55,40
WR,tier_0,ScrimmageYardsPerGame,20-34,tier_4,-10,35,20
WR,tier_0,ScrimmageYardsPerGame,0-19,tier_5,-15,20,0
WR,tier_0,ScrimmageTDsPerGame,0.66-5.00,tier_0,1,5.01,0.66
WR,tier_0,ScrimmageTDsPerGame,0.52-0.65,tier_1,0,0.66,0.52
WR,tier_0,ScrimmageTDsPerGame,0.40-0.51,tier_2,-1,0.52,0.40
WR,tier_0,ScrimmageTDsPerGame,0.30-0.39,tier_3,-3,0.4,0.30
WR,tier_0,ScrimmageTDsPerGame,0.15-0.29,tier_4,-5,0.3,0.15
WR,tier_0,ScrimmageTDsPerGame,0.00-0.14,tier_5,-7,0.15000000000000002,0.00
WR,tier_1,ScrimmageYardsPerGame,85-250,tier_0,2,251,85
WR,tier_1,ScrimmageYardsPerGame,67-84,tier_1,1,85,67
WR,tier_1,ScrimmageYardsPerGame,55-66,tier_2,-2,67,55
WR,tier_1,ScrimmageYardsPerGame,40-54,tier_3,-4,55,40
WR,tier_1,ScrimmageYardsPerGame,20-34,tier_4,-6,35,20
WR,tier_1,ScrimmageYardsPerGame,0-19,tier_5,-10,20,0
WR,tier_1,ScrimmageTDsPerGame,0.66-5.00,tier_0,2,5.01,0.66
WR,tier_1,ScrimmageTDsPerGame,0.52-0.65,tier_1,1,0.66,0.52
WR,tier_1,ScrimmageTDsPerGame,0.40-0.51,tier_2,0,0.52,0.40
WR,tier_1,ScrimmageTDsPerGame,0.30-0.39,tier_3,-1,0.4,0.30
WR,tier_1,ScrimmageTDsPerGame,0.15-0.29,tier_4,-3,0.3,0.15
WR,tier_1,ScrimmageTDsPerGame,0.00-0.14,tier_5,-5,0.15000000000000002,0.00
WR,tier_2,ScrimmageYardsPerGame,85-250,tier_0,4,251,85
WR,tier_2,ScrimmageYardsPerGame,67-84,tier_1,2,85,67
WR,tier_2,ScrimmageYardsPerGame,55-66,tier_2,0,67,55
WR,tier_2,ScrimmageYardsPerGame,40-54,tier_3,-3,55,40
WR,tier_2,ScrimmageYardsPerGame,20-34,tier_4,-5,35,20
WR,tier_2,ScrimmageYardsPerGame,0-19,tier_5,-8,20,0
WR,tier_2,ScrimmageTDsPerGame,0.66-5.00,tier_0,4,5.01,0.66
WR,tier_2,ScrimmageTDsPerGame,0.52-0.65,tier_1,2,0.66,0.52
WR,tier_2,ScrimmageTDsPerGame,0.40-0.51,tier_2,1,0.52,0.40
WR,tier_2,ScrimmageTDsPerGame,0.30-0.39,tier_3,0,0.4,0.30
WR,tier_2,ScrimmageTDsPerGame,0.15-0.29,tier_4,-2,0.3,0.15
WR,tier_2,ScrimmageTDsPerGame,0.00-0.14,tier_5,-5,0.15000000000000002,0.00
WR,tier_3,ScrimmageYardsPerGame,85-250,tier_0,5,251,85
WR,tier_3,ScrimmageYardsPerGame,67-84,tier_1,3,85,67
