FullName,Position,TeamName,SkillPointOL
Abdul Clement,LT,BAL,-3
Ajani Cornelius,RG,DEN,-1
Al Russell,C,ATL,-3
Anderson Kopp,LG,CHI,-2
Andre Westbrook,RG,KC,-6
Andrew Boatwright,RG,BAL,-6
Andrew Nash,LT,TB,-6
Andrew Page,C,CLE,1
Andrew Sprague,RT,WAS,-6
Andrew Thomas,LT,LAR,4
Andy Chambers,C,TB,-4
Armon McQueen,LT,TB,1
Asante Nalbone,LT,CIN,4
Ashton Beers,LT,MIN,2
Austin Gilmore,LG,WAS,-5
Austin Posey,RT,PHI,2
Avery Gach,LG,JAX,-4
Baxter Durbin,RG,DAL,2
Ben Christman,LG,ARI,1
Blake Jenkins,RT,NYJ,-5
Bo McGhee,LG,TB,-3
Boogie Simmons,LT,LV,-2
Brayden Phillips,C,NYG,3
Broderick Jones,LT,PIT,-1
Bryan McDaniel,LT,GB,-1
Bryce Foster,C,MIN,-3
Caleb Siech,RT,TEN,12
Cam'Ron Johnson,LG,LV,-3
Carter Dempsey,RT,ARI,0
Channing Day,RG,DAL,-5
Chauncey Posey,LT,SEA,4
Chris Selvie,LG,SEA,-5
Clyde Hackett,RG,DET,-2
Colt Jackson,LT,NE,-1
Colton Lang,LT,JAX,4
Conner Forristall,C,PHI,-3
Connor Lew,C,NYG,0
Cordale Poindexter,LG,MIA,-1
Curtis Rivers,C,ARI,0
D.J. Smith-Morris,RT,ARI,1
Darius Woodbury,RG,LV,3
Darnell Wright,RT,ATL,3
Darren Stephenson,RG,HOU,-4
David Sanders Jr,LT,TEN,-3
Daymond McCleod,LT,CAR,3
Delmar Glaze,RT,LAC,-4
Dillon Tyson,C,DET,0
Donnell Derby,LT,BUF,2
Douglas Utu,C,PIT,10
Duane Fenderson,RT,BAL,-2
Duce Dowdle,RG,SF,6
E.J. Harris,RG,NYG,3
Ekene Ogboko,RT,DAL,-1
Elijah Paige,LT,NO,0
Elijah Pritchett,LT,NYG,-1
Emmett Charles,C,IND,-2
Emmett Harper,RT,MIN,3
Ezra Dotson-Oyetade,C,WAS,-1
Francis Mauigoa,RT,JAX,5
