FullName,Position,TeamName,SkillPointOff
Alec Hoffmann,WR,TB,0
Alex Diehl,WR,ATL,2
Alexander Aiken,WR,NE,4
Andre Greene Jr,WR,NO,1
Andrew Bailey,WR,JAX,0
Andrew Vanover,WR,HOU,-4
Andy Peterson,WR,SF,-2
Antoine Terry,WR,CIN,-2
Antonio Parker,TE,JAX,3
Antwaun Rivers,HB,MIA,-1
Armani Boykin,TE,KC,-3
B.J. Belton,HB,SEA,-7
Barry Jeffers,WR,IND,-2
Benji Beachum,TE,LAR,6
Braelon Allen,HB,MIA,1
Brayden Llyod Jr,WR,NYG,4
Braylon James,WR,IND,2
Brendan LaPierre,WR,TB,-3
Bryan Horton,WR,MIA,0
Bryce O'Neal,WR,JAX,6
Bryce Thurston,WR,MIA,6
Bryson Battles,WR,CHI,0
C.J. Williams,WR,PIT,-1
CJ Ivory,WR,NYG,12
Caleb Simpson,WR,TB,1
Calvin Avant,WR,CLE,2
Cam Graves,TE,PHI,2
Casean Green,WR,BAL,1
Cedric Wheeler,WR,MIA,2
Chauncy Hearst,WR,LAR,-3
Chris Adkins,TE,LAC,-3
Chris Knott,HB,CLE,-2
Chris Monroe,HB,ARI,0
Chuck Jones,WR,CIN,4
Clark McMillian,HB,LV,1
Colt Longwell,WR,HOU,0
Connor Weston,TE,PHI,1
Courtland Hearst,WR,SEA,5
D'Andre Graham,HB,TEN,3
D'Andre Massey,WR,JAX,0
D'Marcus Crawford,WR,CAR,-1
D.J. Peters,HB,CAR,-2
DaWann Logan,HB,IND,1
Dalton Stockton,TE,NO,4
Damarius Brackens,HB,MIN,5
Damarius Strickland,WR,GB,-3
Damion Turner,WR,ATL,2
Danny Barber,WR,HOU,3
Darius Kidd,WR,ATL,-4
Darrell Adams,WR,LAR,1
Darrius Levingston,WR,LAC,-6
David Teague,WR,ARI,-2
DeAndre Jennings,WR,SF,1
DeMarcus Flemons,HB,BAL,-4
DeMarcus Thomas,WR,HOU,0
DeVante Allen,WR,DEN,4
Deshaun Boothe,WR,NYG,-9
Deshaun Westbrook,WR,KC,-2
Devin Morrison,TE,CLE,-4
Devin Sharper,HB,PHI,-4
Dexter Rich,TE,LAC,-2
Diontae Huff,WR,GB,-6
Dionte Hobson,WR,DET,0
Donavan Sullivan,TE,HOU,1
Donovan Meriweather,TE,GB,6
Donte Keyton III,HB,TEN,6
Dorian Johnson,WR,PIT,-4
Dudley Tolbert,WR,MIN,-4
Earl Branson,WR,CHI,-1
Emmanuel Johnson,TE,MIN,0
Emmett Willis,HB,DAL,0
Eric Wallace,HB,ATL,3
Forrest Walden,TE,WAS,8
Freddie Darby,WR,LV,-2
George McQueen,WR,PHI,-3
Harold Baker,WR,IND,1
Imani Pitts,WR,WAS,-1
J.R. Cooke,WR,MIN,2
JJ Moss,WR,NYJ,0
JaMarcus Shelby,TE,DAL,5
JaMichael Brackett,TE,MIA,4
Jack Pedersen,TE,CHI,3
Jacoby Owens,WR,SEA,0
Jahlil Archer,TE,BAL,1
Jalen Shepherd,TE,KC,0
Jamaal Jones,WR,PHI,-5
James Bradley,WR,TEN,-2
Jaquard Woods,WR,CLE,0
Jarrick Patton,WR,CAR,-6
Javonti Felix,WR,BAL,-1
Jaylen Austin,HB,NE,2
Jelani Monroe-Eaton,HB,SF,2
Jerod Felder Jr,WR,WAS,-1
Joe Andrews,WR,IND,0
Joel Clifford,WR,CLE,-1
Joel Culliver III,WR,LAC,0
Joel Moses,HB,BUF,-1
Joesph Doaks,WR,KC,0
Joey O'Neill,TE,PIT,-1
John Hood,TE,DET,0
Johnny McKay,TE,NE,-1
Jonathan Goodson,TE,DEN,-4
Jonathan Hawkins,WR,NO,-2
Jonathan Trejo,TE,CIN,1
Josh Brown,WR,PIT,1
Josh Nolan,WR,BAL,2
Joshua Thompkins,HB,LAC,1
Joshua Ware,WR,DEN,0
Julian Wallace,TE,BUF,-2
Julius Hill,WR,NE,5
Justice Haynes,HB,TB,0
Justin Graham,TE,LAR,-3
Justin York,WR,LAR,-4
Kahlil Beekman,HB,NYG,1
Kasey Koerner,TE,DEN,2
Keegan Walker Jr,WR,DAL,1
Kelvin Stroud,WR,TEN,-4
