Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
0,RT,Owen,Holliday,Owen Holliday,TB,15,0,5,1040,False,15,5,0,16,Owen,Holliday,3637.0,3635.0,5.0,5.0,Signed,89.0,0.0,0.0,TB,tier_2,4.807692307692308,TB,3
2,LT,Tremaine,Knight,Tremaine Knight,PIT,13,0,19,848,False,13,28,0,16,Tremaine,Knight,1503.0,1501.0,2.0,28.0,Signed,71.0,0.0,0.0,PIT,tier_5,22.40566037735849,PIT,-6
4,LG,Kelvin,Miller,Kelvin Miller,LAC,15,0,7,1016,False,15,7,0,16,Kelvin,Miller,427.0,425.0,1.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,6.889763779527559,LAC,-1
8,LG,Cameron,Williamson,Cameron Williamson,SEA,15,0,6,1047,False,15,27,0,16,Cameron,Williamson,1099.0,1097.0,3.0,27.0,Signed,76.0,0.0,0.0,SEA,tier_4,5.730659025787966,SEA,-2
52,C,Eric,Roseman,Eric Roseman,NYG,13,0,4,884,False,13,15,0,16,Eric,Roseman,3250.0,3248.0,5.0,15.0,Signed,74.0,0.0,0.0,NYG,tier_5,4.524886877828055,NYG,-6
57,LT,Johnny,Allison,Johnny Allison,CLE,12,0,17,904,False,15,4,0,16,Johnny,Allison,494.0,492.0,1.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,18.805309734513276,CLE,-4
75,RG,Kenya,Richardson,Kenya Richardson,LV,14,0,4,1023,False,14,22,0,16,Kenya,Richardson,2847.0,2845.0,2.0,22.0,Signed,79.0,0.0,0.0,LV,tier_4,3.9100684261974585,LV,-3
83,C,Von,Jefferson,Von Jefferson,GB,11,0,0,706,False,11,19,0,16,Von,Jefferson,1377.0,1375.0,3.0,19.0,Signed,69.0,0.0,0.0,GB,tier_6,0.0,GB,12
84,RT,Josh,Bronner,Josh Bronner,KC,15,0,9,1001,False,15,8,0,16,Josh,Bronner,983.0,981.0,5.0,8.0,Signed,83.0,0.0,0.0,KC,tier_3,8.991008991008991,KC,0
109,LG,Tom,Pace,Tom Pace,SF,15,0,10,1043,False,15,14,0,16,Tom,Pace,2168.0,2166.0,6.0,14.0,Signed,84.0,0.0,0.0,SF,tier_3,9.587727708533079,SF,-8
122,RG,Caleb,Radovich,Caleb Radovich,LAC,15,0,4,1030,False,15,7,0,16,Caleb,Radovich,2611.0,2609.0,0.0,7.0,Signed,75.0,0.0,0.0,LAC,tier_4,3.883495145631068,LAC,-3
127,RT,Jamie,Boley,Jamie Boley,TB,15,0,9,1016,False,15,5,0,16,Jamie,Boley,2376.0,2374.0,1.0,5.0,Signed,69.0,0.0,0.0,TB,tier_6,8.858267716535433,TB,-1
133,LG,Ricky,Balmer,Ricky Balmer,NE,15,0,9,1011,False,15,21,0,16,Ricky,Balmer,2564.0,2562.0,0.0,21.0,Signed,66.0,0.0,0.0,NE,tier_6,8.902077151335313,NE,-2
200,RT,Stephon,Owens,Stephon Owens,DET,15,0,6,1001,False,15,18,0,16,Stephon,Owens,1980.0,1978.0,3.0,18.0,Signed,90.0,0.0,0.0,DET,tier_1,5.994005994005994,DET,1
218,RT,Colby,Mooney,Colby Mooney,CHI,10,0,3,684,False,10,0,0,16,Colby,Mooney,3410.0,3408.0,7.0,0.0,Signed,88.0,0.0,0.0,CHI,tier_2,4.385964912280701,CHI,3
226,LT,Jeremiah,Cobbs,Jeremiah Cobbs,BAL,14,0,14,896,False,14,24,0,16,Jeremiah,Cobbs,2381.0,2379.0,5.0,24.0,Signed,86.0,0.0,0.0,BAL,tier_2,15.625,BAL,0
260,LG,DeVante,Stoudemire,DeVante Stoudemire,DEN,15,0,11,1097,False,15,3,0,16,DeVante,Stoudemire,3541.0,3539.0,5.0,3.0,Signed,86.0,0.0,0.0,DEN,tier_2,10.027347310847766,DEN,-9
274,RT,Martin,Lewis,Martin Lewis,ARI,14,0,9,954,False,14,6,0,16,Martin,Lewis,572.0,570.0,2.0,6.0,Signed,82.0,0.0,0.0,ARI,tier_3,9.433962264150942,ARI,0
296,LT,Rodd,Moorman,Rodd Moorman,LAR,15,0,14,1113,False,15,23,0,16,Rodd,Moorman,1373.0,1371.0,3.0,23.0,Signed,74.0,0.0,0.0,LAR,tier_5,12.578616352201259,LAR,-2
299,LT,Jeremiah,Eisen,Jeremiah Eisen,NO,11,0,8,698,False,11,26,0,16,Jeremiah,Eisen,1843.0,1841.0,5.0,26.0,Signed,99.0,0.0,0.0,NO,tier_0,11.461318051575931,NO,0
303,C,Sal,Rowe,Sal Rowe,CIN,15,0,0,1117,False,15,1,0,16,Sal,Rowe,2673.0,2671.0,7.0,1.0,Signed,86.0,0.0,0.0,CIN,tier_2,0.0,CIN,6
308,RT,Kevin,Ingram,Kevin Ingram,SF,10,0,4,637,False,11,14,0,16,Kevin,Ingram,3394.0,3392.0,3.0,14.0,Signed,67.0,0.0,0.0,SF,tier_6,6.279434850863423,SF,0
317,RG,Deandre,Mitchell,Deandre Mitchell,JAX,14,0,2,952,False,14,16,0,16,Deandre,Mitchell,179.0,177.0,9.0,16.0,Signed,72.0,0.0,0.0,JAX,tier_5,2.100840336134454,JAX,1
325,C,Trent,Shazier,Trent Shazier,LAR,15,0,3,1064,False,15,23,0,16,Trent,Shazier,1802.0,1800.0,0.0,23.0,Signed,70.0,0.0,0.0,LAR,tier_5,2.819548872180451,LAR,-1
338,RG,Troy,Tatum,Troy Tatum,GB,15,0,1,1104,False,15,19,0,16,Troy,Tatum,1043.0,1041.0,8.0,19.0,Signed,79.0,0.0,0.0,GB,tier_4,0.9057971014492754,GB,9
347,RG,Logan,Parr,Logan Parr,HOU,15,0,3,1140,False,15,31,0,16,Logan,Parr,561.0,559.0,12.0,31.0,Signed,76.0,0.0,0.0,HOU,tier_4,2.631578947368421,HOU,0
356,RG,Marcus,Kendricks,Marcus Kendricks,DET,15,0,2,1058,False,15,18,0,16,Marcus,Kendricks,2605.0,2603.0,9.0,18.0,Signed,73.0,0.0,0.0,DET,tier_5,1.890359168241966,DET,4
380,C,Sammy,Devine,Sammy Devine,WAS,14,0,2,897,False,14,25,0,16,Sammy,Devine,2938.0,2936.0,2.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,2.229654403567447,WAS,-1
384,RT,Braydon,Hall,Braydon Hall,PIT,10,0,8,678,False,10,28,0,16,Braydon,Hall,2855.0,2853.0,5.0,28.0,Signed,70.0,0.0,0.0,PIT,tier_5,11.799410029498524,PIT,-2
408,RT,Andrew,Knorr,Andrew Knorr,CAR,15,0,15,1006,False,15,20,0,16,Andrew,Knorr,2567.0,2565.0,2.0,20.0,Signed,75.0,0.0,0.0,CAR,tier_4,14.910536779324055,CAR,-4
450,LG,Marcus,Butler,Marcus Butler,SF,15,0,2,986,False,15,14,0,16,Marcus,Butler,114.0,112.0,2.0,14.0,Signed,68.0,0.0,0.0,SF,tier_6,2.028397565922921,SF,4
457,LT,Brandon,Paulsen,Brandon Paulsen,CHI,14,0,11,1016,False,14,0,0,16,Brandon,Paulsen,1089.0,1087.0,1.0,0.0,Signed,74.0,0.0,0.0,CHI,tier_5,10.826771653543307,CHI,0
471,C,Cam,Fasano,Cam Fasano,JAX,15,0,2,935,False,15,16,0,16,Cam,Fasano,2221.0,2219.0,1.0,16.0,Signed,67.0,0.0,0.0,JAX,tier_6,2.1390374331550803,JAX,0
514,RT,Douglas,White Jr,Douglas White Jr,JAX,15,0,13,1003,False,15,16,0,16,Douglas,White Jr,3290.0,3288.0,2.0,16.0,Signed,75.0,0.0,0.0,JAX,tier_4,12.961116650049851,JAX,-4
563,RT,Kelvin,Banks,Kelvin Banks,SEA,15,0,10,1000,False,15,27,0,16,Kelvin,Banks,376.0,374.0,12.0,27.0,Signed,72.0,0.0,0.0,SEA,tier_5,10.0,SEA,-2
585,RG,Sean,McPherson,Sean McPherson,KC,15,0,6,1057,False,15,8,0,16,Sean,McPherson,543.0,541.0,3.0,8.0,Signed,71.0,0.0,0.0,KC,tier_5,5.676442762535478,KC,-6
595,RT,Luke,Darby,Luke Darby,LV,15,0,9,997,False,15,22,0,16,Luke,Darby,2177.0,2175.0,7.0,22.0,Signed,95.0,0.0,0.0,LV,tier_0,9.027081243731194,LV,-2
598,RG,Tashaun,Wimbley,Tashaun Wimbley,NYG,15,0,5,1024,False,15,15,0,16,Tashaun,Wimbley,2158.0,2156.0,2.0,15.0,Signed,68.0,0.0,0.0,NYG,tier_6,4.8828125,NYG,-2
601,C,Charlie,Dodson,Charlie Dodson,DEN,15,0,3,1063,False,15,3,0,16,Charlie,Dodson,2390.0,2388.0,4.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,2.8222013170272815,DEN,-2
606,RT,LaDarius,Combs,LaDarius Combs,CIN,14,0,3,885,False,14,1,0,16,LaDarius,Combs,1749.0,1747.0,5.0,1.0,Signed,72.0,0.0,0.0,CIN,tier_5,3.389830508474576,CIN,10
635,RT,Christian,Perkins,Christian Perkins,PHI,14,0,7,858,False,14,12,0,16,Christian,Perkins,2486.0,2484.0,0.0,12.0,Signed,68.0,0.0,0.0,PHI,tier_6,8.158508158508159,PHI,0
657,LG,Mark,McLaughlin,Mark McLaughlin,MIN,15,0,5,992,False,15,30,0,16,Mark,McLaughlin,1857.0,1855.0,4.0,30.0,Signed,71.0,0.0,0.0,MIN,tier_5,5.040322580645161,MIN,-1
689,LT,Will,Ridgeway,Will Ridgeway,NYJ,11,0,9,746,False,11,17,0,16,Will,Ridgeway,2264.0,2262.0,1.0,17.0,Signed,69.0,0.0,0.0,NYJ,tier_6,12.064343163538874,NYJ,-1
702,RT,Ricky,McKinney,Ricky McKinney,GB,15,0,17,1033,False,15,19,0,16,Ricky,McKinney,3127.0,3125.0,7.0,19.0,Signed,80.0,0.0,0.0,GB,tier_3,16.456921587608907,GB,-8
703,LT,T.J.,Gibson,T.J. Gibson,LAC,15,0,16,991,False,15,7,0,16,T.J.,Gibson,327.0,325.0,5.0,7.0,Signed,72.0,0.0,0.0,LAC,tier_5,16.145307769929364,LAC,-2
706,LT,Khalon,Davis,Khalon Davis,NYG,14,0,9,912,False,14,15,0,16,Khalon,Davis,2893.0,2891.0,7.0,15.0,Signed,93.0,0.0,0.0,NYG,tier_1,9.868421052631579,NYG,2
759,C,Zhaire,Guyton,Zhaire Guyton,LAC,11,0,0,780,False,11,7,0,16,Zhaire,Guyton,2560.0,2558.0,8.0,7.0,Signed,82.0,0.0,0.0,LAC,tier_3,0.0,LAC,8
765,RT,Kadyn,Proctor,Kadyn Proctor,NYJ,14,0,7,1015,False,14,17,0,16,Kadyn,Proctor,453.0,451.0,11.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,6.896551724137931,NYJ,1
815,RG,Larry,Samuel,Larry Samuel,SEA,15,0,3,1043,False,15,27,0,16,Larry,Samuel,1336.0,1334.0,7.0,27.0,Signed,70.0,0.0,0.0,SEA,tier_5,2.876318312559923,SEA,-1
864,RG,Joey,Wallace,Joey Wallace,PHI,15,0,3,816,False,15,12,0,16,Joey,Wallace,276.0,274.0,3.0,12.0,Signed,75.0,0.0,0.0,PHI,tier_4,3.676470588235294,PHI,-2
870,RG,Damon,Alexander,Damon Alexander,IND,13,0,1,923,False,13,9,0,16,Damon,Alexander,1914.0,1912.0,6.0,9.0,Signed,99.0,0.0,0.0,IND,tier_0,1.0834236186348862,IND,1
874,RG,Grant,Wallner,Grant Wallner,MIN,12,0,2,883,False,12,30,0,16,Grant,Wallner,277.0,275.0,6.0,30.0,Signed,88.0,0.0,0.0,MIN,tier_2,2.2650056625141564,MIN,0
939,RG,Marquise,Sherman,Marquise Sherman,NE,15,0,3,983,False,15,21,0,16,Marquise,Sherman,2093.0,2091.0,4.0,21.0,Signed,69.0,0.0,0.0,NE,tier_6,3.051881993896236,NE,0
966,RT,Joe,Tomlinson,Joe Tomlinson,BAL,15,0,8,1008,False,15,24,0,16,Joe,Tomlinson,577.0,575.0,4.0,24.0,Signed,83.0,0.0,0.0,BAL,tier_3,7.936507936507936,BAL,1
984,C,Jeremy,Hobbs,Jeremy Hobbs,PHI,11,0,3,627,False,11,12,0,16,Jeremy,Hobbs,2729.0,2727.0,2.0,12.0,Signed,70.0,0.0,0.0,PHI,tier_5,4.784688995215311,PHI,-6
1018,LT,Will,Langford,Will Langford,SEA,15,0,15,994,False,15,27,0,16,Will,Langford,2527.0,2525.0,4.0,27.0,Signed,80.0,0.0,0.0,SEA,tier_3,15.090543259557345,SEA,0
1027,LG,David,Dawson,David Dawson,NYG,14,0,4,892,False,14,15,0,16,David,Dawson,533.0,531.0,1.0,15.0,Signed,73.0,0.0,0.0,NYG,tier_5,4.484304932735426,NYG,1
1041,LT,Ryan,Stevens,Ryan Stevens,IND,15,0,5,1031,False,15,9,0,16,Ryan,Stevens,250.0,248.0,9.0,9.0,Signed,94.0,0.0,0.0,IND,tier_1,4.849660523763337,IND,4
1064,C,Tyler,Diarse,Tyler Diarse,SEA,15,0,0,1050,False,15,27,0,16,Tyler,Diarse,1973.0,1971.0,1.0,27.0,Signed,77.0,0.0,0.0,SEA,tier_4,0.0,SEA,9
1085,C,Skylar,Baker,Skylar Baker,DET,15,0,4,898,False,15,18,0,16,Skylar,Baker,85.0,83.0,6.0,18.0,Signed,74.0,0.0,0.0,DET,tier_5,4.4543429844097995,DET,-3
1109,LT,Kurt,Ward,Kurt Ward,HOU,15,0,13,1067,False,15,31,0,16,Kurt,Ward,742.0,740.0,0.0,31.0,Signed,70.0,0.0,0.0,HOU,tier_5,12.18369259606373,HOU,-2
1113,RG,Gregory,Andrews,Gregory Andrews,LAR,15,0,2,1073,False,15,23,0,16,Gregory,Andrews,2836.0,2834.0,3.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,1.863932898415657,LAR,4
1130,RT,Joe,Brunner,Joe Brunner,MIN,13,0,4,872,False,13,30,0,16,Joe,Brunner,2698.0,2696.0,10.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,4.587155963302752,MIN,4
1133,LT,Seth,Windham,Seth Windham,KC,15,0,13,1061,False,15,8,0,16,Seth,Windham,3114.0,3112.0,6.0,8.0,Signed,78.0,0.0,0.0,KC,tier_4,12.252591894439208,KC,-2
1136,RG,Josh,Fisher,Josh Fisher,TB,15,0,4,1043,False,15,5,0,16,Josh,Fisher,3023.0,3021.0,6.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,3.835091083413231,TB,-3
1152,RG,Russel,Forsett,Russel Forsett,ATL,15,0,3,1108,False,15,13,0,16,Russel,Forsett,247.0,245.0,1.0,13.0,Signed,80.0,0.0,0.0,ATL,tier_3,2.707581227436823,ATL,1
1182,RT,Keelan,Greene,Keelan Greene,LAC,15,0,9,1016,False,15,7,0,16,Keelan,Greene,1064.0,1062.0,1.0,7.0,Signed,69.0,0.0,0.0,LAC,tier_6,8.858267716535433,LAC,-1
1215,LT,Marcell,Bush,Marcell Bush,WAS,12,0,13,799,False,12,25,0,16,Marcell,Bush,3353.0,3351.0,2.0,25.0,Signed,73.0,0.0,0.0,WAS,tier_5,16.270337922403005,WAS,-2
