Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
0,LE,Leon,Samuels,Leon Samuels,WAS,True,36,0,821,1,20,25,41,1,16,1,0,0,0,0,0,0,0,25,10,1,7,0,15,15,Leon,Samuels,88.0,86.0,8.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,20.706455542021924,2.4360535931790497,20.706455542021924,74.29963459196102,0.0,0.12180267965895249,0.06666666666666667,WAS,-2
20,CB,Henry,Goddard,Henry Goddard,KC,True,0,31,964,0,17,43,54,0,16,29,25,0,2,0,0,9,0,8,1,0,0,0,14,14,Henry,Goddard,1279.0,1277.0,6.0,8.0,Signed,82.0,0.0,0.0,KC,tier_3,1.037344398340249,2.074688796680498,10.37344398340249,73.65145228215768,9.336099585062241,3.008298755186722,1.4285714285714286,KC,-1
41,MLB,Leondre,Drummond,Leondre Drummond,LAC,True,0,0,1042,0,32,61,81,0,16,34,0,0,0,0,0,0,0,7,3,1,0,0,14,2,Leondre,Drummond,27.0,25.0,1.0,7.0,Signed,80.0,0.0,0.0,LAC,tier_3,2.8790786948176583,0.9596928982725528,2.8790786948176583,108.44529750479846,0.0,3.262955854126679,2.4285714285714284,LAC,-5
56,CB,Antoine,Beachum,Antoine Beachum,PHI,True,8,29,870,2,34,2,43,0,16,0,29,0,1,0,0,9,0,12,3,0,0,0,15,15,Antoine,Beachum,2316.0,2314.0,2.0,12.0,Signed,87.0,0.0,0.0,PHI,tier_2,3.4482758620689653,3.4482758620689653,13.793103448275861,88.50574712643679,10.344827586206897,0.0,-0.6,PHI,2
70,MLB,Walt,Bird,Walt Bird,TEN,True,44,0,622,2,11,19,27,0,16,21,0,0,0,0,0,2,0,29,0,2,0,0,14,0,Walt,Bird,191.0,189.0,4.0,29.0,Signed,70.0,0.0,0.0,TEN,tier_5,0.0,6.430868167202572,3.215434083601286,61.09324758842444,3.215434083601286,3.376205787781351,1.3571428571428572,TEN,1
75,ROLB,Will,Glover,Will Glover,ATL,True,0,0,497,0,7,15,19,0,16,11,0,0,0,0,0,0,0,13,4,0,1,0,15,1,Will,Glover,2990.0,2988.0,2.0,13.0,Signed,74.0,0.0,0.0,ATL,tier_5,10.060362173038229,0.0,10.060362173038229,52.313883299798796,0.0,2.2132796780684103,0.7333333333333333,ATL,0
86,SS,J.P.,Odom,J.P. Odom,CLE,True,0,20,950,0,24,37,47,1,16,18,20,0,1,0,0,6,0,4,1,1,0,0,14,14,J.P.,Odom,915.0,913.0,4.0,4.0,Signed,82.0,0.0,0.0,CLE,tier_3,1.0526315789473684,2.1052631578947367,7.368421052631579,74.73684210526315,6.315789473684211,1.8947368421052633,0.8571428571428571,CLE,-3
92,MLB,Neil,Richardson,Neil Richardson,TB,True,35,7,853,1,22,59,75,1,16,48,7,0,1,0,0,6,0,5,2,1,2,0,14,14,Neil,Richardson,2610.0,2608.0,6.0,5.0,Signed,77.0,0.0,0.0,TB,tier_4,4.689331770222743,3.5169988276670576,11.723329425556859,113.71629542790153,7.033997655334115,5.627198124267292,3.0,TB,4
99,MLB,Braydon,Grimes,Braydon Grimes,KC,True,97,0,1034,3,31,75,100,1,16,78,0,0,0,0,0,3,0,8,3,3,1,1,15,15,Braydon,Grimes,271.0,269.0,2.0,8.0,Signed,79.0,0.0,0.0,KC,tier_4,3.8684719535783367,6.7698259187620895,6.7698259187620895,126.69245647969052,2.9013539651837523,7.543520309477756,5.0,KC,4
130,MLB,Jonathan,Bridges,Jonathan Bridges,CAR,True,0,0,829,0,19,36,50,1,16,31,0,0,0,0,0,0,0,20,0,0,0,0,13,3,Jonathan,Bridges,2030.0,2028.0,3.0,20.0,Signed,69.0,0.0,0.0,CAR,tier_6,0.0,0.0,0.0,83.23281061519903,0.0,3.739445114595899,2.3846153846153846,CAR,-2
