Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_0,RBScrimmageYardsPer300Touches,1500-7500,tier_0,1,7501,1500
HB,tier_0,RBScrimmageYardsPer300Touches,1350-1499,tier_1,0,1500,1350
HB,tier_0,RBScrimmageYardsPer300Touches,1150-1349,tier_2,-1,1350,1150
HB,tier_0,RBScrimmageYardsPer300Touches,1000-1149,tier_3,-5,1150,1000
HB,tier_0,RBScrimmageYardsPer300Touches,900-999,tier_4,-10,1000,900
HB,tier_0,RBScrimmageYardsPer300Touches,0-899,tier_5,-15,900,0
HB,tier_0,RBScrimmageTDsPerGame,0.80-5.00,tier_0,1,5.01,0.80
HB,tier_0,RBScrimmageTDsPerGame,0.60-0.79,tier_1,0,0.8,0.60
HB,tier_0,RBScrimmageTDsPerGame,0.45-0.59,tier_2,-1,0.6,0.45
HB,tier_0,RBScrimmageTDsPerGame,0.25-0.44,tier_3,-2,0.45,0.25
HB,tier_0,RBScrimmageTDsPerGame,0.10-0.24,tier_4,-4,0.25,0.10
HB,tier_0,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-8,0.1,0.00
HB,tier_0,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_0,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_0,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_0,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_0,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_0,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_1,RBScrimmageYardsPer300Touches,1500-7500,tier_0,2,7501,1500
HB,tier_1,RBScrimmageYardsPer300Touches,1350-1499,tier_1,1,1500,1350
HB,tier_1,RBScrimmageYardsPer300Touches,1150-1349,tier_2,0,1350,1150
HB,tier_1,RBScrimmageYardsPer300Touches,1000-1149,tier_3,-4,1150,1000
HB,tier_1,RBScrimmageYardsPer300Touches,900-999,tier_4,-8,1000,900
HB,tier_1,RBScrimmageYardsPer300Touches,0-899,tier_5,-10,900,0
HB,tier_1,RBScrimmageTDsPerGame,0.80-5.00,tier_0,2,5.01,0.80
HB,tier_1,RBScrimmageTDsPerGame,0.60-0.79,tier_1,1,0.8,0.60
HB,tier_1,RBScrimmageTDsPerGame,0.45-0.59,tier_2,0,0.6,0.45
HB,tier_1,RBScrimmageTDsPerGame,0.25-0.44,tier_3,-1,0.45,0.25
HB,tier_1,RBScrimmageTDsPerGame,0.10-0.24,tier_4,-3,0.25,0.10
HB,tier_1,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-6,0.1,0.00
HB,tier_1,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_1,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_1,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_1,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_1,RUSHFUMBLES,4,tier_4,-2,4,4
HB,tier_1,RUSHFUMBLES,5-25,tier_5,-3,26,5
HB,tier_2,RBScrimmageYardsPer300Touches,1500-7500,tier_0,4,7501,1500
HB,tier_2,RBScrimmageYardsPer300Touches,1350-1499,tier_1,2,1500,1350
HB,tier_2,RBScrimmageYardsPer300Touches,1150-1349,tier_2,0,1350,1150
HB,tier_2,RBScrimmageYardsPer300Touches,1000-1149,tier_3,-3,1150,1000
HB,tier_2,RBScrimmageYardsPer300Touches,900-999,tier_4,-5,1000,900
HB,tier_2,RBScrimmageYardsPer300Touches,0-899,tier_5,-8,900,0
HB,tier_2,RBScrimmageTDsPerGame,0.80-5.00,tier_0,4,5.01,0.80
HB,tier_2,RBScrimmageTDsPerGame,0.60-0.79,tier_1,2,0.8,0.60
HB,tier_2,RBScrimmageTDsPerGame,0.45-0.59,tier_2,1,0.6,0.45
HB,tier_2,RBScrimmageTDsPerGame,0.25-0.44,tier_3,0,0.45,0.25
HB,tier_2,RBScrimmageTDsPerGame,0.10-0.24,tier_4,-2,0.25,0.10
HB,tier_2,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-4,0.1,0.00
HB,tier_2,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_2,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_2,RUSHFUMBLES,2,tier_2,0,2,2
HB,tier_2,RUSHFUMBLES,3,tier_3,-1,3,3
HB,tier_2,RUSHFUMBLES,4,tier_4,-2,4,4
