Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
2,CB,Akeem,Tatum,Akeem Tatum,DEN,True,0,0,979,0,16,38,43,0,13,30,0,0,0,0,0,6,0,3,0,0,0,0,14,8,Akeem,Tatum,1598.0,1596.0,1.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,0.0,0.0,6.1287027579162405,60.2655771195097,6.1287027579162405,3.0643513789581207,1.7142857142857142,DEN,-4
13,ROLB,Ezekiel,Dobson,Ezekiel Dobson,SEA,True,0,0,898,0,20,26,37,0,13,9,0,0,0,0,0,1,1,27,6,1,4,0,15,15,Ezekiel,Dobson,3100.0,3098.0,4.0,27.0,Signed,81.0,0.0,0.0,SEA,tier_3,11.135857461024498,2.2271714922048997,12.249443207126948,63.47438752783964,1.1135857461024499,1.0022271714922049,0.5333333333333333,SEA,-2
31,SS,Ray,Thornton III,Ray Thornton III,KC,True,0,38,754,0,13,21,35,0,13,16,31,0,2,0,0,8,0,8,1,0,1,0,15,8,Ray,Thornton III,1600.0,1598.0,10.0,8.0,Signed,73.0,0.0,0.0,KC,tier_5,2.6525198938992043,2.6525198938992043,13.262599469496022,63.6604774535809,10.610079575596817,2.122015915119363,0.5333333333333333,KC,3
34,CB,Deacon,Marion,Deacon Marion,KC,True,38,0,982,1,22,35,45,1,13,32,0,0,0,0,0,13,0,8,0,1,0,1,14,6,Deacon,Marion,202.0,200.0,5.0,8.0,Signed,74.0,0.0,0.0,KC,tier_5,0.0,3.054989816700611,13.238289205702648,68.22810590631364,13.238289205702648,3.2586558044806515,1.3571428571428572,KC,4
40,LOLB,Will,Anderson,Will Anderson,SF,True,37,0,679,1,26,36,37,1,13,23,0,0,0,0,0,3,0,14,4,1,2,0,11,11,Will,Anderson,394.0,392.0,11.0,14.0,Signed,82.0,0.0,0.0,SF,tier_3,8.836524300441827,2.945508100147275,13.254786450662738,92.78350515463917,4.418262150220913,3.3873343151693667,1.8181818181818181,SF,2
41,LE,Myles,Murphy,Myles Murphy,NE,True,9,0,644,1,15,25,28,1,13,0,0,0,0,0,0,0,0,21,9,2,3,0,15,15,Myles,Murphy,1276.0,1274.0,11.0,21.0,Signed,73.0,0.0,0.0,NE,tier_5,18.633540372670808,4.658385093167702,18.633540372670808,66.77018633540372,0.0,0.0,0.0,NE,2
43,ROLB,Jonathan,Dunn,Jonathan Dunn,WAS,True,0,0,311,0,2,5,10,0,13,1,0,0,0,0,0,0,0,25,0,0,0,0,11,3,Jonathan,Dunn,952.0,950.0,1.0,25.0,Signed,66.0,0.0,0.0,WAS,tier_6,0.0,0.0,0.0,38.58520900321544,0.0,0.3215434083601286,0.09090909090909091,WAS,-2
45,SS,Juan,Brooks,Juan Brooks,MIA,True,0,0,403,0,6,6,9,0,13,5,0,0,0,0,0,3,0,11,0,0,0,0,15,0,Juan,Brooks,3667.0,3665.0,2.0,11.0,Signed,68.0,0.0,0.0,MIA,tier_6,0.0,0.0,7.444168734491315,37.220843672456574,7.444168734491315,1.240694789081886,0.13333333333333333,MIA,-4
60,RE,Ryan,Heck,Ryan Heck,HOU,True,14,0,882,1,18,23,32,0,13,2,0,0,0,0,0,0,0,31,4,1,4,0,14,14,Ryan,Heck,3522.0,3520.0,1.0,31.0,Signed,76.0,0.0,0.0,HOU,tier_4,9.070294784580499,2.2675736961451247,9.070294784580499,56.68934240362812,0.0,0.22675736961451248,0.14285714285714285,HOU,-6
80,CB,A.J.,Bradford,A.J. Bradford,NYG,True,0,59,955,0,28,24,32,0,13,24,28,0,3,1,0,8,0,15,1,0,0,0,15,15,A.J.,Bradford,257.0,255.0,6.0,15.0,Signed,88.0,0.0,0.0,NYG,tier_2,1.0471204188481678,4.188481675392671,9.424083769633508,62.82722513089005,8.376963350785342,2.513089005235602,1.0666666666666667,NYG,1
93,RE,Dasan,McCullough,Dasan McCullough,TB,True,39,0,947,1,28,44,46,1,13,0,0,2,0,0,0,0,0,5,11,2,18,1,15,15,Dasan,McCullough,1284.0,1282.0,9.0,5.0,Signed,90.0,0.0,0.0,TB,tier_1,30.623020063357973,6.335797254487857,30.623020063357973,78.1414994720169,0.0,0.0,0.0,TB,4
123,LOLB,TJ,Capers,TJ Capers,TB,True,0,0,433,0,16,11,21,0,13,11,0,0,0,0,0,2,0,5,1,0,1,0,15,15,TJ,Capers,1037.0,1035.0,7.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,4.618937644341801,0.0,9.237875288683602,85.45034642032333,4.618937644341801,2.5404157043879905,0.6,TB,0
128,SS,Emmett,Lasley,Emmett Lasley,NYJ,True,0,0,1044,0,27,51,67,0,13,35,0,0,0,0,0,3,0,17,0,0,0,0,15,15,Emmett,Lasley,49.0,47.0,5.0,17.0,Signed,91.0,0.0,0.0,NYJ,tier_1,0.0,0.0,2.8735632183908044,90.03831417624521,2.8735632183908044,3.3524904214559386,2.1333333333333333,NYJ,-4
150,FS,Perry,Metcalf IV,Perry Metcalf IV,DET,True,28,17,1032,1,16,36,42,0,13,27,17,0,1,1,0,6,0,18,0,1,0,1,15,15,Perry,Metcalf IV,3708.0,3706.0,3.0,18.0,Signed,81.0,0.0,0.0,DET,tier_3,0.0,4.844961240310077,5.813953488372093,56.2015503875969,5.813953488372093,2.616279069767442,1.4,DET,0
153,LE,Jaron,Taylor,Jaron Taylor,GB,True,3,0,584,1,11,10,17,1,13,0,0,0,0,0,0,1,0,19,6,1,3,0,15,10,Jaron,Taylor,2234.0,2232.0,2.0,19.0,Signed,68.0,0.0,0.0,GB,tier_6,15.410958904109588,3.4246575342465753,17.123287671232877,47.94520547945205,1.7123287671232876,0.0,-0.06666666666666667,GB,0
162,ROLB,Bryan,Moore,Bryan Moore,DET,True,0,0,381,0,4,5,7,1,13,5,0,0,0,0,0,0,1,18,0,0,0,0,15,7,Bryan,Moore,2619.0,2617.0,5.0,18.0,Signed,68.0,0.0,0.0,DET,tier_6,0.0,2.6246719160104988,0.0,28.871391076115486,0.0,1.3123359580052494,0.3333333333333333,DET,-1
164,SS,Lakista,Sutton,Lakista Sutton,CIN,True,38,27,824,1,30,39,47,0,13,30,27,0,1,0,0,3,0,1,1,2,1,0,13,13,Lakista,Sutton,2625.0,2623.0,2.0,1.0,Signed,80.0,0.0,0.0,CIN,tier_3,2.4271844660194173,4.854368932038835,6.067961165048543,93.44660194174757,3.6407766990291264,3.640776699029126,2.076923076923077,CIN,4
170,FS,Derrick,Davis Jr,Derrick Davis Jr,LAR,True,0,0,817,0,20,17,23,0,13,13,0,0,0,0,0,3,0,23,1,0,1,0,12,12,Derrick,Davis Jr,2307.0,2305.0,9.0,23.0,Signed,69.0,0.0,0.0,LAR,tier_6,2.4479804161566707,0.0,6.119951040391677,52.63157894736842,3.6719706242350063,1.591187270501836,0.8333333333333334,LAR,-2
171,ROLB,Aaron,Kelly,Aaron Kelly,LV,True,0,0,380,0,1,7,8,0,13,0,0,0,0,0,0,0,0,22,0,0,0,0,15,0,Aaron,Kelly,2715.0,2713.0,0.0,22.0,Signed,67.0,0.0,0.0,LV,tier_6,0.0,0.0,0.0,23.68421052631579,0.0,0.0,0.0,LV,-2
214,RE,Cole,Jackson,Cole Jackson,SEA,True,22,0,879,1,26,22,28,0,13,0,0,0,0,0,0,2,0,27,7,1,10,1,15,15,Cole,Jackson,229.0,227.0,6.0,27.0,Signed,80.0,0.0,0.0,SEA,tier_3,19.340159271899886,3.4129692832764507,21.615472127417522,61.43344709897611,2.2753128555176336,0.0,-0.13333333333333333,SEA,-2
239,CB,Denzel,Burke,Denzel Burke,HOU,True,0,39,779,0,25,34,47,0,13,28,23,0,2,0,0,7,0,31,0,0,0,0,12,12,Denzel,Burke,524.0,522.0,9.0,31.0,Signed,79.0,0.0,0.0,HOU,tier_4,0.0,2.567394094993581,8.985879332477536,92.42618741976894,8.985879332477536,3.594351732991014,1.75,HOU,-2
244,ROLB,Carlos,Lowry,Carlos Lowry,MIN,True,0,0,471,0,12,7,11,0,13,3,0,1,0,0,0,0,0,30,1,0,0,0,15,2,Carlos,Lowry,993.0,991.0,0.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,2.1231422505307855,2.1231422505307855,2.1231422505307855,48.83227176220807,0.0,0.6369426751592357,0.2,MIN,-1
265,CB,Rodrick,Pleasant,Rodrick Pleasant,CLE,True,0,23,891,0,22,29,40,0,13,19,22,0,2,0,0,6,0,4,0,1,0,0,15,8,Rodrick,Pleasant,2239.0,2237.0,7.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,0.0,3.3670033670033668,6.7340067340067336,69.58473625140292,6.7340067340067336,2.132435465768799,0.8666666666666667,CLE,-2
268,CB,Tavon,Teague,Tavon Teague,SF,True,0,0,323,0,3,7,14,0,13,9,0,0,0,0,0,5,0,14,0,0,0,0,15,0,Tavon,Teague,3.0,1.0,2.0,14.0,Signed,69.0,0.0,0.0,SF,tier_6,0.0,0.0,15.479876160990711,52.63157894736842,15.479876160990711,2.786377708978328,0.26666666666666666,SF,3
281,CB,Earl,Little Jr,Earl Little Jr,ARI,True,62,87,811,1,19,30,37,0,13,28,37,0,3,0,0,11,0,6,0,1,1,0,12,12,Earl,Little Jr,1053.0,1051.0,9.0,6.0,Signed,88.0,0.0,0.0,ARI,tier_2,1.2330456226880395,6.165228113440198,14.796547472256474,69.0505548705302,13.563501849568434,3.45252774352651,1.4166666666666667,ARI,5
288,CB,Paul,Barrett,Paul Barrett,ARI,True,0,19,418,0,8,8,16,0,13,8,19,0,1,0,0,6,0,6,0,0,0,0,14,0,Paul,Barrett,3228.0,3226.0,0.0,6.0,Signed,71.0,0.0,0.0,ARI,tier_5,0.0,2.3923444976076556,14.354066985645934,57.41626794258374,14.354066985645934,1.9138755980861244,0.14285714285714285,ARI,3
303,ROLB,Barrett,Carter,Barrett Carter,LAC,True,51,4,1041,2,23,39,48,0,13,11,4,1,1,0,0,3,0,7,10,3,9,2,15,15,Barrett,Carter,2482.0,2480.0,10.0,7.0,Signed,79.0,0.0,0.0,LAC,tier_4,18.25168107588857,8.645533141210375,21.133525456292027,68.20365033621518,2.881844380403458,1.0566762728146013,0.5333333333333333,LAC,8
