Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
6,QB,Dequan,Finn,Dequan Finn,LAR,185,1800,0,67,0,0,559,0,True,165,34,278,2,0,0,2,13,42,30,2,0,0,27,8,0,15,8,2,23,2,Dequan,Finn,706.0,704.0,9.0,23.0,Signed,69.0,0.0,0.0,LAR,tier_6,330.94812164579605,1632.3529411764707,0.13333333333333333,3.5778175313059033,,
25,WR,DeAndre,Jennings,DeAndre Jennings,SF,9,0,0,0,880,23,921,357,True,0,3,0,0,72,0,0,13,3,0,0,0,0,0,0,7,14,14,0,14,0,DeAndre,Jennings,1439.0,1437.0,3.0,14.0,Signed,86.0,0.0,0.0,SF,tier_2,965.2551574375678,1725.6,0.5,7.60043431053203,SF,-2.0
32,TE,Gage,Wilcox,Gage Wilcox,DET,36,0,0,0,96,18,475,55,True,0,13,0,0,11,0,0,13,4,0,0,0,0,0,0,1,12,0,0,18,0,Gage,Wilcox,1706.0,1704.0,8.0,18.0,Signed,72.0,0.0,0.0,DET,tier_5,277.89473684210526,1026.0,0.08333333333333333,2.1052631578947367,DET,-3.0
34,WR,Dudley,Tolbert,Dudley Tolbert,LV,13,0,1,0,934,26,873,367,True,0,5,0,0,72,0,0,13,4,0,0,0,0,0,0,2,15,15,2,22,0,Dudley,Tolbert,3106.0,3104.0,0.0,22.0,Signed,81.0,0.0,0.0,LV,tier_3,1084.7651775486827,1797.3506493506493,0.13333333333333333,2.2909507445589923,LV,0.0
38,QB,Malachi,Nelson,Malachi Nelson,SEA,283,3883,0,59,0,0,973,0,True,344,67,497,7,0,0,1,13,42,28,3,0,0,42,19,0,15,15,4,27,3,Malachi,Nelson,3587.0,3585.0,8.0,27.0,Signed,87.0,0.0,0.0,SEA,tier_2,290.8530318602261,1267.1641791044776,0.2,3.083247687564234,,
44,QB,Noah,Rudnick,Noah Rudnick,LV,205,3846,0,23,0,0,934,0,True,334,53,536,16,0,0,1,13,27,28,1,0,0,40,15,0,15,15,7,22,2,Noah,Rudnick,167.0,165.0,6.0,22.0,Signed,74.0,0.0,0.0,LV,tier_5,219.48608137044968,1160.377358490566,0.13333333333333333,2.1413276231263385,,
45,WR,Tony,Carmichael,Tony Carmichael,MIA,39,0,0,0,960,27,940,363,True,0,16,0,0,76,0,0,13,4,0,0,0,0,0,0,6,15,15,0,11,0,Tony,Carmichael,334.0,332.0,6.0,11.0,Signed,80.0,0.0,0.0,MIA,tier_3,1062.7659574468084,1629.782608695652,0.4,6.382978723404255,MIA,1.0
48,HB,Tremaine,Crosby,Tremaine Crosby,TEN,1051,0,3,489,259,22,599,226,True,0,194,0,0,32,0,9,13,73,0,20,0,0,0,0,2,12,12,0,29,5,Tremaine,Crosby,2810.0,2808.0,2.0,29.0,Signed,90.0,0.0,0.0,TEN,tier_1,2186.9782971619366,1560.1592920353983,0.5833333333333334,11.686143572621035,TEN,2.0
68,WR,Darius,Kidd,Darius Kidd,ATL,0,0,0,0,982,25,920,347,True,0,0,0,0,80,0,0,13,0,0,0,0,0,0,0,9,14,14,0,13,0,Darius,Kidd,3738.0,3736.0,1.0,13.0,Signed,79.0,0.0,0.0,ATL,tier_4,1067.391304347826,1767.6,0.6428571428571429,9.782608695652174,ATL,2.0
104,TE,Devin,Morrison,Devin Morrison,CAR,0,0,4,0,572,23,991,250,True,0,0,0,0,53,0,0,13,0,0,1,0,0,0,0,6,15,15,1,20,0,Devin,Morrison,1434.0,1432.0,5.0,20.0,Signed,72.0,0.0,0.0,CAR,tier_5,577.1947527749747,1554.1132075471698,0.4,6.054490413723511,CAR,3.0
129,WR,Daniel,Kennard,Daniel Kennard,LAC,13,0,1,0,764,28,819,270,True,0,5,0,0,61,0,0,13,4,0,0,0,0,0,0,5,14,14,0,7,0,Daniel,Kennard,2215.0,2213.0,5.0,7.0,Signed,83.0,0.0,0.0,LAC,tier_3,948.7179487179487,1726.0,0.35714285714285715,6.105006105006105,LAC,-1.0
133,QB,Joe,Thompson,Joe Thompson,CIN,651,3144,0,203,0,0,939,0,True,268,156,413,4,0,0,5,13,68,28,10,0,0,37,22,0,15,15,5,1,5,Joe,Thompson,2309.0,2307.0,1.0,1.0,Signed,77.0,0.0,0.0,CIN,tier_4,693.2907348242811,1251.923076923077,0.3333333333333333,5.324813631522897,,
149,WR,Josh,Nolan,Josh Nolan,BAL,8,0,1,0,475,21,616,209,True,0,2,0,0,47,0,0,13,4,0,0,0,0,0,0,3,14,12,0,24,0,Josh,Nolan,921.0,919.0,0.0,24.0,Signed,75.0,0.0,0.0,BAL,tier_4,784.090909090909,1444.8979591836735,0.21428571428571427,4.87012987012987,BAL,-3.0
175,HB,D.J.,Peters,D.J. Peters,IND,796,0,1,325,471,23,617,298,True,0,199,0,0,44,0,5,13,77,0,20,0,0,0,0,1,12,12,1,9,8,D.J.,Peters,966.0,964.0,5.0,9.0,Signed,92.0,0.0,0.0,IND,tier_1,2053.484602917342,1261.8271604938273,0.75,14.586709886547812,IND,1.0
177,HB,Will,Brock,Will Brock,SF,1203,0,1,421,239,21,832,190,True,0,301,0,0,33,0,10,13,70,0,16,0,0,0,0,1,15,15,7,14,11,Will,Brock,357.0,355.0,3.0,14.0,Signed,83.0,0.0,0.0,SF,tier_3,1733.173076923077,1183.5808383233534,0.8,14.423076923076923,SF,2.0
208,HB,Gordon,Stamper,Gordon Stamper,KC,400,0,0,131,31,9,323,33,True,0,93,0,0,6,0,3,13,51,0,4,0,0,0,0,0,14,4,0,8,5,Gordon,Stamper,3447.0,3445.0,1.0,8.0,Signed,70.0,0.0,0.0,KC,tier_5,1334.3653250773996,1257.2121212121212,0.35714285714285715,15.479876160990711,KC,4.0
215,HB,Orlando,Foote,Orlando Foote,CIN,315,0,0,78,231,22,526,159,True,0,86,0,0,25,0,2,13,61,0,6,0,0,0,0,2,15,15,0,1,0,Orlando,Foote,2973.0,2971.0,2.0,1.0,Signed,74.0,0.0,0.0,CIN,tier_5,1038.022813688213,1151.027027027027,0.13333333333333333,3.802281368821293,CIN,2.0
217,WR,Tahj,Hurts,Tahj Hurts,BAL,7,0,0,0,580,27,727,245,True,0,6,0,0,49,0,0,13,4,0,0,0,0,0,0,3,12,12,1,24,0,Tahj,Hurts,364.0,362.0,2.0,24.0,Signed,82.0,0.0,0.0,BAL,tier_3,807.4277854195323,1556.7272727272725,0.25,4.126547455295736,BAL,-4.0
241,QB,Bryce,Young,Bryce Young,IND,115,1796,0,45,0,0,492,0,True,157,21,240,5,0,0,1,13,49,27,1,0,0,21,9,0,15,6,4,9,1,Bryce,Young,1523.0,1521.0,11.0,9.0,Signed,67.0,0.0,0.0,IND,tier_6,233.73983739837396,1642.857142857143,0.06666666666666667,2.032520325203252,,
251,TE,Jalen,Shepherd,Jalen Shepherd,KC,0,0,0,0,583,29,762,262,True,0,0,0,0,57,0,0,13,0,0,3,0,0,0,0,8,12,12,0,8,0,Jalen,Shepherd,592.0,590.0,6.0,8.0,Signed,75.0,0.0,0.0,KC,tier_4,765.0918635170603,1472.8421052631577,0.6666666666666666,10.498687664041995,KC,13.0
259,FB,A.J.,McCoy,A.J. McCoy,CHI,141,0,0,86,44,15,396,39,True,0,21,0,0,7,0,2,13,67,0,2,0,0,0,0,0,15,2,0,0,3,A.J.,McCoy,2299.0,2297.0,3.0,0.0,Signed,64.0,0.0,0.0,CHI,tier_6,467.1717171717172,1737.0,0.2,7.575757575757576,,
278,QB,Elliott,McCain,Elliott McCain,TB,219,2196,0,78,0,0,620,0,True,192,52,297,6,0,0,2,13,48,29,3,0,0,17,14,0,10,10,5,5,2,Elliott,McCain,817.0,815.0,5.0,5.0,Signed,87.0,0.0,0.0,TB,tier_2,353.22580645161287,1263.4615384615386,0.2,3.225806451612903,,
290,TE,Justin,Graham,Justin Graham,LV,0,0,2,0,596,27,1030,248,True,0,0,0,0,57,0,0,13,0,0,0,0,0,0,0,3,15,12,0,22,0,Justin,Graham,2912.0,2910.0,4.0,22.0,Signed,72.0,0.0,0.0,LV,tier_5,578.6407766990292,1505.6842105263158,0.2,2.912621359223301,LV,0.0
292,WR,Kelvin,McCallum,Kelvin McCallum,LAR,15,0,2,0,800,30,748,346,True,0,4,0,0,66,0,0,13,4,0,0,0,0,0,0,3,15,10,2,23,0,Kelvin,McCallum,1409.0,1407.0,4.0,23.0,Signed,72.0,0.0,0.0,LAR,tier_5,1089.572192513369,1710.0,0.2,4.010695187165775,LAR,2.0
293,WR,Terrance,Smith,Terrance Smith,ATL,0,0,0,0,684,25,650,251,True,0,0,0,0,52,0,0,13,0,0,0,0,0,0,0,4,11,11,0,13,0,Terrance,Smith,1257.0,1255.0,2.0,13.0,Signed,79.0,0.0,0.0,ATL,tier_4,1052.3076923076924,1894.153846153846,0.36363636363636365,6.153846153846154,ATL,1.0
324,QB,Grayson,McCall,Grayson McCall,CLE,161,3036,0,1,0,0,795,0,True,271,35,456,8,0,0,1,13,33,40,0,0,0,25,17,0,13,13,6,4,0,Grayson,McCall,3296.0,3294.0,11.0,4.0,Signed,83.0,0.0,0.0,CLE,tier_3,202.51572327044028,1380.0,0.0,0.0,,
332,WR,Earl,Branson,Earl Branson,CHI,0,0,1,0,691,32,602,234,True,0,0,0,0,47,0,0,13,0,0,0,0,0,0,0,8,15,15,1,0,0,Earl,Branson,1131.0,1129.0,1.0,0.0,Signed,75.0,0.0,0.0,CHI,tier_4,1147.8405315614616,2117.1063829787236,0.5333333333333333,13.289036544850498,CHI,7.0
341,QB,Mitchell,Randolph,Mitchell Randolph,BAL,136,1228,0,48,0,0,403,0,True,104,27,169,1,0,0,1,13,51,25,2,0,0,18,11,0,14,5,0,24,2,Mitchell,Randolph,1355.0,1353.0,3.0,24.0,Signed,63.0,0.0,0.0,BAL,tier_6,337.468982630273,1511.111111111111,0.14285714285714285,4.962779156327543,,
344,HB,Kenvall,Crowley,Kenvall Crowley,DAL,972,0,0,336,215,61,622,180,True,0,222,0,0,27,0,9,13,68,0,15,0,0,0,0,0,14,14,2,10,4,Kenvall,Crowley,2691.0,2689.0,1.0,10.0,Signed,76.0,0.0,0.0,DAL,tier_4,1908.3601286173632,1295.421686746988,0.2857142857142857,6.430868167202572,DAL,2.0
347,TE,Billy,Wilkerson,Billy Wilkerson,CLE,0,0,0,0,162,22,526,94,True,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,1,15,2,0,4,0,Billy,Wilkerson,3393.0,3391.0,0.0,4.0,Signed,65.0,0.0,0.0,CLE,tier_6,307.9847908745247,1457.9999999999998,0.06666666666666667,1.9011406844106464,CLE,-1.0
349,TE,Mark,Barnett,Mark Barnett,TB,0,0,2,0,364,27,796,182,True,0,0,0,0,38,0,0,13,0,0,1,0,0,0,0,2,15,7,0,5,0,Mark,Barnett,1368.0,1366.0,3.0,5.0,Signed,71.0,0.0,0.0,TB,tier_5,457.286432160804,1379.3684210526314,0.13333333333333333,2.512562814070352,TB,-2.0
361,HB,Matt,Sewell,Matt Sewell,GB,609,0,0,159,240,22,557,166,True,0,173,0,0,32,0,3,13,47,0,12,0,0,0,0,1,13,9,1,19,5,Matt,Sewell,3293.0,3291.0,2.0,19.0,Signed,75.0,0.0,0.0,GB,tier_4,1524.2369838420107,1059.8048780487804,0.46153846153846156,10.771992818671455,GB,2.0
362,WR,Brendan,LaPierre,Brendan LaPierre,JAX,3,0,0,0,639,29,675,238,True,0,1,0,0,53,0,0,13,3,0,0,0,0,0,0,5,11,11,0,16,0,Brendan,LaPierre,1371.0,1369.0,2.0,16.0,Signed,83.0,0.0,0.0,JAX,tier_3,951.1111111111111,1720.6666666666665,0.45454545454545453,7.407407407407407,JAX,0.0
365,TE,Kentrell,Poe,Kentrell Poe,NYG,-1,0,1,2,941,61,984,410,True,0,1,0,0,77,0,0,13,0,0,2,0,0,0,0,6,14,14,0,15,0,Kentrell,Poe,1740.0,1738.0,5.0,15.0,Signed,86.0,0.0,0.0,NYG,tier_2,955.2845528455285,1733.3846153846152,0.42857142857142855,6.097560975609756,NYG,4.0
404,WR,Jaquaize,Pettaway,Jaquaize Pettaway,SF,4,0,1,0,774,26,770,320,True,0,1,0,0,63,0,0,13,4,0,0,0,0,0,0,2,13,13,0,14,0,Jaquaize,Pettaway,2040.0,2038.0,7.0,14.0,Signed,77.0,0.0,0.0,SF,tier_4,1010.3896103896104,1760.25,0.15384615384615385,2.5974025974025974,SF,0.0
412,WR,Agiye,Hall,Agiye Hall,LV,15,0,0,0,516,28,525,228,True,0,8,0,0,44,0,0,13,4,0,0,0,0,0,0,3,12,10,0,22,0,Agiye,Hall,2644.0,2642.0,9.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,1011.4285714285713,1515.461538461538,0.25,5.714285714285714,LV,1.0
417,QB,Raylon,Peters,Raylon Peters,DET,196,3584,0,10,0,0,938,0,True,328,57,496,8,0,0,0,13,13,28,1,0,0,38,21,0,15,15,1,18,2,Raylon,Peters,92.0,90.0,1.0,18.0,Signed,75.0,0.0,0.0,DET,tier_4,208.955223880597,1031.578947368421,0.13333333333333333,2.1321961620469083,,
472,HB,Chris,Knott,Chris Knott,NYJ,801,0,1,178,403,20,684,272,True,0,243,0,0,44,0,4,13,53,0,11,0,0,0,0,2,12,12,5,17,2,Chris,Knott,2747.0,2745.0,3.0,17.0,Signed,81.0,0.0,0.0,NYJ,tier_3,1760.233918128655,1039.4843205574914,0.3333333333333333,5.847953216374268,NYJ,-5.0
480,HB,Tyquell,Thomas,Tyquell Thomas,NE,1265,0,0,628,307,22,728,199,True,0,250,0,0,35,0,14,13,68,0,16,0,0,0,0,0,15,15,5,21,7,Tyquell,Thomas,3624.0,3622.0,3.0,21.0,Signed,86.0,0.0,0.0,NE,tier_2,2159.3406593406594,1486.6947368421052,0.4666666666666667,9.615384615384617,NE,-1.0
527,FB,Devin,Smith,Devin Smith,GB,38,0,0,7,32,8,345,32,True,0,11,0,0,7,0,0,13,11,0,1,0,0,0,0,2,15,1,1,19,1,Devin,Smith,1692.0,1690.0,2.0,19.0,Signed,77.0,0.0,0.0,GB,tier_4,202.8985507246377,889.3333333333333,0.2,8.695652173913043,,
557,HB,Will,Richard,Will Richard,NYG,214,0,1,107,79,17,350,55,True,0,52,0,0,14,0,2,13,60,0,6,0,0,0,0,0,15,3,1,15,1,Will,Richard,1919.0,1917.0,1.0,15.0,Signed,71.0,0.0,0.0,NYG,tier_5,837.1428571428572,1145.0909090909092,0.06666666666666667,2.857142857142857,NYG,-1.0
558,HB,Jaedon,Hayes,Jaedon Hayes,KC,734,0,0,254,315,33,545,212,True,0,178,0,0,31,0,5,13,74,0,8,0,0,0,0,4,11,11,0,8,3,Jaedon,Hayes,382.0,380.0,6.0,8.0,Signed,81.0,0.0,0.0,KC,tier_3,1924.770642201835,1270.6220095693782,0.6363636363636364,12.844036697247708,KC,3.0
559,QB,Imani,Reddick,Imani Reddick,PHI,508,3014,0,30,0,0,770,0,True,241,55,425,14,0,0,5,13,30,92,2,0,0,37,16,0,11,11,3,12,1,Imani,Reddick,560.0,558.0,5.0,12.0,Signed,90.0,0.0,0.0,PHI,tier_1,659.7402597402597,2770.909090909091,0.09090909090909091,1.2987012987012987,,
565,TE,Terrance,Whitehead,Terrance Whitehead,DET,0,0,0,0,514,22,954,228,True,0,0,0,0,53,0,0,13,0,0,2,0,0,0,0,5,13,13,0,18,0,Terrance,Whitehead,166.0,164.0,0.0,18.0,Signed,77.0,0.0,0.0,DET,tier_4,538.7840670859538,1396.5283018867924,0.38461538461538464,5.241090146750524,DET,1.0
577,TE,Dalton,Stockton,Dalton Stockton,PIT,0,0,3,0,596,23,984,286,True,0,0,0,0,61,0,0,13,0,0,3,0,0,0,0,4,14,14,0,28,0,Dalton,Stockton,1160.0,1158.0,3.0,28.0,Signed,76.0,0.0,0.0,PIT,tier_4,605.6910569105692,1406.950819672131,0.2857142857142857,4.065040650406504,PIT,2.0
585,QB,Patrick,Mahomes,Patrick Mahomes,SF,185,3050,0,44,0,0,856,0,True,271,54,440,9,0,0,1,13,47,26,2,0,0,30,18,0,13,13,4,14,1,Patrick,Mahomes,1676.0,1674.0,17.0,14.0,Signed,80.0,0.0,0.0,SF,tier_3,216.12149532710282,1027.7777777777778,0.07692307692307693,1.1682242990654206,,
