FullName,Position,TeamName,SkillPointDef
A.J. Epenesa,RE,BUF,-7
A.J. Harris,CB,LV,1
A.J. Terrell Jr,CB,ATL,-1
Aaron Beasley,MLB,MIA,-7
Aaron Lewis,RE,SF,-3
Abdul Carter,LOLB,CHI,-6
Abraham Williams,CB,CLE,0
Adepoju Adebawore,RE,DAL,-3
Ahmad Walker,MLB,NO,-3
Aidan Hutchinson,RE,DET,4
Akeem Dent,FS,LV,5
Akili Arnold,FS,JAX,-1
Akili Calhoun,LE,MIA,2
Alakai Gilman,FS,TEN,-2
Alex Highsmith,RE,MIN,5
Alim McNeill,DT,DET,-8
Alphonzo Tuputala,MLB,HOU,4
Amani Hooker,SS,TEN,-3
Amorion Walker,CB,SEA,-2
Andre Cisco,FS,JAX,1
Andreas Keaton,FS,BAL,-3
Anthony Dunn Jr,ROLB,NO,-8
Anthony Hill Jr,ROLB,CAR,-1
Anthony Johnson Jr,FS,GB,-1
Anthony Lucas,RE,IND,-3
Anthony Walker Jr,MLB,JAX,-7
Antoine Winfield Jr,FS,TB,-2
Arik Armstead,DT,MIN,-5
Arnold Ebiketie,LE,LAR,1
Asante Samuel Jr,CB,LAC,-2
Azeez Ojulari,LE,MIN,1
BJ Thompson,RE,KC,6
Barrett Carter,MLB,ARI,2
Bear Alexander,DT,NE,-5
Beau Brade,FS,LAR,-3
Ben Bywater,ROLB,CAR,-5
Benjamin Morrison,CB,ARI,-5
Benjamin St-Juste,CB,WAS,0
Billy Bowman Jr.,SS,DET,-3
Blaise Gunnerson,LE,ARI,-1
Blake Cashman,LOLB,WAS,2
Bobby Okereke,MLB,IND,7
Boogie Basham Jr,RE,TEN,2
Braden Fiske,DT,CAR,8
Bradley Chubb,RE,MIA,1
Braiden McGregor,LE,NE,-5
Bralen Trice,RE,CHI,0
Brandon Johnson,CB,KC,5
Brandon Jones,SS,GB,-1
Brenden Jordan,FS,MIA,3
Brian Branch,SS,DET,-8
Brian Burns,RE,HOU,4
Bryan Cook,FS,NO,-4
Bryce Gallagher,MLB,SEA,-6
Bud Clark,FS,DAL,0
Budda Baker,SS,DAL,-4
Byron Murphy Jr,CB,MIA,-3
Byron Young,RE,LAR,1
C.J. Gardner-Johnson,FS,CHI,-6
C.J. Hicks,LOLB,NYG,-1
C.J. Mosley,MLB,NYJ,0
Cade Denhoff,LE,SEA,9
Caelen Carson,CB,CAR,-7
Cal Haladay,ROLB,PHI,5
Caleb Downs,FS,PIT,6
Calen Bullock,SS,PIT,5
Calijah Kancey,DT,TB,3
Cam Hart,CB,SF,2
Cam Smith,CB,MIA,-4
Cam Taylor-Britt,CB,LAR,-5
Cameron Dantzler Sr,CB,TB,3
Cameron Heyward,DT,KC,-4
Cameron Mitchell,CB,JAX,2
Cannon Butler,RE,JAX,1
Carl Granderson,RE,NO,7
Carlton Davis III,CB,BUF,-5
Carrington Valentine,CB,GB,-2
Cedric Gray,MLB,TB,3
Cedric Johnson,RE,DET,-4
Ceyair Wright,CB,TEN,1
Chace Biddle,FS,NE,-7
Chamarri Conner,FS,KC,1
Charvarius Ward,CB,MIN,-2
Chase Young,RE,NE,5
Chauncey Golston,DT,IND,3
Chidobe Awuzie,CB,BUF,-1
Chop Robinson,RE,WAS,-2
Chris Braswell,LE,ARI,0
Chris Jones,DT,HOU,3
Chris Paul Jr,MLB,ARI,-10
Christian Barmore,DT,NE,4
Christian Gonzalez,CB,NE,-7
Christian Harris,LOLB,HOU,5
Christian Wilkins,DT,MIA,0
Christopher Smith II,SS,LV,3
Cobee Bryant,CB,GB,0
Cody Lindenberg,ROLB,LAC,-8
Cole Bishop,FS,GB,-1
Cole Holcomb,MLB,NYG,1
Collin Oliver,RE,ARI,2
Cooper DeJean,CB,LAC,1
Corey Coley Jr.,CB,HOU,0
Cormani McClain,CB,LV,6
Craig Young,ROLB,IND,-6
D.J. James,CB,ATL,-1
D.J. Reed Jr,CB,NYJ,-6
DJ Turner,CB,CIN,-3
DQ Smith,SS,IND,13
Da'Ron Payne,DT,WAS,1
DaRon Bland,CB,TB,-3
DaVon Hamilton,DT,JAX,2
Daevin Hobbs,DT,DAL,-4
Daiyan Henley,ROLB,LAC,5
Dallas Turner,RE,SEA,-2
Damon Payne Jr,DT,GB,0
Damone Clark,ROLB,GB,-5
Dani Dennis-Sutton,LE,NE,0
Daniel Grobe,RE,BUF,6
Danielle Hunter,LE,SF,1
Danny Stutsman,LOLB,DAL,-4
Darius Muasau,LOLB,MIA,-1
Darrell Luter Jr,CB,SF,1
Darren Agu,LE,HOU,-7
Darryl Peterson,LOLB,ARI,-8
Dasan McCullough,ROLB,PHI,4
Dashawn Womack,RE,NO,1
David Bailey,RE,ATL,-5
David Long Jr,ROLB,SEA,-5
David Ojabo,RE,NYG,0
David Onyemata,DT,HOU,-1
David Walker,RE,DAL,-5
Daxton Hill,FS,CIN,-1
Daylan Dotson,LE,MIA,6
Daylen Austin,CB,PHI,0
Daylen Everette,CB,PIT,3
Dayo Odeyingbo,LE,CAR,-6
DeForest Buckner,DT,ATL,7
DeMarvion Overshown,MLB,DAL,5
DeShon Elliott,SS,MIN,5
DeWayne Carter,DT,NYJ,1
Decamerion Richardson,CB,TEN,-1
Dee Alford,CB,DET,4
Dee Winters,LOLB,SF,-3
Deidrick Stanley II,SS,SEA,1
Demani Richardson,SS,JAX,2
Denver Harris,CB,GB,7
Denzel Burke,CB,PIT,7
Denzel Ward,CB,DET,-4
Deommodore Lenoir,CB,SEA,-4
Deone Walker,DT,WAS,2
Deontae Craig,LE,BUF,-1
Deonte Anderson,LE,CAR,3
Deonte Banks,CB,NYG,-3
Derek Stingley Jr,CB,HOU,-3
Derick Hall,LE,SEA,-5
Derion Kendrick,CB,CHI,2
Derrick Brown,DT,LV,-1
Derrick Moore,LE,ATL,3
Derwin James Jr,SS,HOU,-1
Deshawn Holt,LOLB,SEA,-8
Desmond Evans,RE,BAL,1
Devin Lemear,FS,DEN,-3
Devin Lloyd,LOLB,IND,-1
Devon Witherspoon,CB,SEA,-3
Dexter Lawrence II,DT,NYG,-4
Dezjhon Malone,CB,KC,1
Divine Deablo,MLB,LV,4
Diwun Black,LOLB,BUF,-4
Domani Jackson,CB,WAS,4
Donovan Ezeiruaku,RE,CLE,-3
Donovan McIntosh,CB,MIA,-2
Donovan McMillon,SS,IND,-2
Dontay Corleone,DT,SEA,-4
Dre Greenlaw,ROLB,SF,-4
Dre'Mont Jones,LE,IND,0
Drew Sanders,ROLB,DEN,1
Durante Jones,FS,PHI,-5
Dwight McGlothern,CB,JAX,-2
Easton Gibbs,ROLB,TEN,-6
Easton Mascarenas-Arnold,LOLB,DEN,-4
Ed Oliver,DT,ARI,4
Edgerrin Cooper,LOLB,JAX,2
Elijah Jones,CB,TB,0
Emmanuel Forbes Jr,CB,WAS,0
Enai White,RE,KC,-3
Ennis Rakestraw Jr,CB,NE,-2
Ephesians Prysock,CB,TB,0
Eric Stokes,CB,CAR,-1
Ernest Jones,MLB,LAR,0
Ethan Downs,LE,BAL,1
Fabien Lovett Sr.,DT,NO,0
Fadil Diggs,RE,MIA,-3
Felix Anudike-Uzomah,LE,DAL,-8
Fentrell Cypress II,CB,BAL,0
Foyesade Oluokun,MLB,JAX,7
Francisco Mauigoa,MLB,ATL,-3
Frankie Luvu,LOLB,CIN,-1
Fred Warner,MLB,SF,0
Gabe Jacas,LE,CAR,2
Garrett Williams,CB,ARI,0
Geno Stone,FS,BAL,2
George Karlaftis,LE,KC,-1
Gervon Dexter,DT,CHI,-3
Grady Jarrett,DT,ATL,-2
Grant Delpit,SS,CLE,-11
Greg Newsome II,CB,LAC,-3
Greg Rousseau,LE,BUF,-2
Haason Reddick,LE,DEN,0
Hamsah Nasirildeen,ROLB,TB,1
Harold Perkins,LE,TB,1
Hudson Clark,FS,KC,5
Hunter Washington,FS,HOU,2
Hunter Wohler,SS,LAR,1
Isaiah Dunson,CB,MIA,-5
Isaiah McGuire,RE,CLE,-2
Israel Mukuamu,FS,DET,-2
Ivan Pace Jr,LOLB,MIN,2
J.D. Rhym,CB,NYJ,-3
JJ Pegues,DT,BAL,6
JL Skinner,SS,DEN,7
JT Tuimoloau,RE,PHI,-3
JT Woods,FS,NE,4
Ja'Quan McMillian,CB,DEN,-4
Ja'Sir Taylor,CB,IND,-1
Jabril Cox,LOLB,NO,1
Jabrill Peppers,SS,NYG,3
Jack Campbell,MLB,DET,4
Jack Gibbens,LOLB,TEN,-1
Jack Jones,CB,IND,2
Jackson Bratton,LOLB,LV,2
Jackson Mitchell,MLB,PHI,-3
Jacobe Johnson,CB,BAL,7
Jacoby Mathews,SS,NO,2
Jacoby Windmon,ROLB,BUF,-4
Jaden Hicks,SS,MIA,0
Jahlani Tavai,ROLB,ATL,-3
Jahlil Florence,CB,NYG,-2
Jaire Alexander,CB,PHI,-2
Jaishawn Barham,MLB,NE,-7
