FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,BUF,2
A.T. Perry,WR,NO,5
Aaron Jones,HB,GB,3
Adonai Mitchell,WR,CHI,4
Alvin Kamara,HB,LV,5
Amon-Ra St. Brown,WR,DET,2
Andre Greene Jr,WR,SEA,-2
Antwane Wells Jr.,WR,CLE,-3
Ayden Williams,WR,PIT,-4
Barion Brown,WR,NYJ,0
Beaux Collins,WR,DAL,0
Bijan Robinson,HB,ATL,-3
Braelon Allen,HB,IND,-6
Brandon Aiyuk,WR,JAX,8
Breece Hall,HB,NYJ,4
Brenden Rice,WR,LAC,-3
Brenton Strange,TE,JAX,1
Brian Thomas Jr,WR,MIA,1
Brock Bowers,TE,LAC,1
Bucky Irving,HB,JAX,-6
Caden Prieskorn,TE,MIA,2
Calvin Ridley,WR,CLE,-2
Cameron Seldon,HB,WAS,3
Carson Steele,HB,WAS,-2
Cedric Baxter,HB,DEN,-3
Cedric Tillman,WR,CLE,-6
CeeDee Lamb,WR,LAC,4
Charlie Jones,WR,CIN,-4
Chris Olave,WR,NE,-1
Christian Kirk,WR,CAR,8
Christian McCaffrey,HB,LAC,-6
Chuba Hubbard,HB,NO,-3
Colston Loveland,TE,IND,-5
Courtland Sutton,WR,DEN,4
D'Andre Swift,HB,CHI,-2
D.J. Moore,WR,CHI,0
Dae Dae Hunter,HB,BAL,5
Dalton Kincaid,TE,BUF,-4
Dalton Schultz,TE,HOU,3
Dameon Pierce,HB,NYG,-5
Darnell Mooney,WR,SF,-2
Davante Adams,WR,NYJ,-2
David Njoku,TE,NE,-1
Dawson Knox,TE,LAR,-3
De'Von Achane,HB,MIA,-14
DeAndre Hopkins,WR,BUF,-2
DeVonta Smith,WR,PHI,0
Deebo Samuel,WR,ATL,3
Demario Douglas,WR,NE,0
Derrick Henry,HB,HOU,7
Devontez Walker,WR,NYG,4
Donovan Peoples-Jones,WR,SEA,-4
Dontayvion Wicks,WR,GB,2
Drake London,WR,ATL,0
Dylan Laube,HB,DET,-1
Elijah Moore,WR,BAL,-3
Emeka Egbuka,WR,BUF,-1
Evan Stewart,WR,MIN,4
Frank Gore Jr,HB,ATL,3
Garrett Wilson,WR,NYJ,-6
Geno Hess,HB,GB,-7
George Kittle,TE,SEA,-2
George Pettaway,HB,CAR,-1
George Pickens,WR,LV,3
Greg Dulcich,TE,WAS,-1
Henry Parrish Jr.,HB,PHI,8
Hunter Henry,TE,CIN,-6
Hykeem Williams,WR,DET,-2
Isaiah Bond,WR,TEN,-3
Isaiah Likely,TE,TB,-1
Isaiah Spiller,HB,HOU,-1
Isiah Pacheco,HB,KC,0
J.Michael Sturdivant,WR,BAL,0
Ja'Marr Chase,WR,CIN,2
Ja'Mori Maclin,WR,GB,-4
Jack Velling,TE,BAL,-4
Jaden Shirden,HB,NO,-3
Jahan Dotson,WR,WAS,2
Jahmyr Gibbs,HB,DET,6
Jake Ferguson,TE,DAL,-1
Jakobi Meyers,WR,NYG,0
Jaleel McLaughlin,HB,SF,1
Jalen Coker,WR,WAS,-4
Jalen McMillian,WR,PIT,-1
Jalen Moreno-Cropper,WR,NYG,-2
Jalin Conyers,TE,NYG,4
Jamari Thrash,WR,CIN,0
James Conner,HB,ATL,1
James Cook,HB,PIT,-4
Jaquaize Pettaway,WR,ARI,-4
Javonte Williams,HB,DEN,-3
Jaxon Smith-Njigba,WR,SEA,2
Jayden Reed,WR,GB,10
Jaylan Knighton,HB,CLE,-4
Jaylen Waddle,WR,MIA,2
Jaylen Wright,HB,NYG,-4
Jerome Ford,HB,NE,-4
JoJo Earle,WR,TEN,-2
John Bates,TE,PHI,-2
John Emery Jr.,HB,PHI,3
Jonathan Brooks,HB,WAS,6
Jonathan Taylor,HB,DAL,4
Jordan Addison,WR,MIN,2
Josh Cuevas,TE,CHI,0
Josh Downs,WR,IND,0
Josh Jacobs,HB,TB,-3
Joshua Palmer,WR,NE,0
Jovantae Barnes,HB,MIA,9
Justin Jefferson,WR,SF,3
Kade Warner,WR,NO,4
Kareem Hunt,HB,BUF,1
Keaton Mitchell,HB,BAL,-2
Kendre Miller,HB,NO,-3
Kenneth Walker III,HB,SEA,0
Keon Coleman,WR,CIN,-1
Khalil Shakir,WR,TEN,0
Kobe Hudson,WR,PIT,-2
Kyle Pitts,TE,ATL,0
Kyren Williams,HB,MIN,-1
Ladd McConkey,WR,NYG,0
Lake McRee,TE,NO,-2
Le'Veon Moss,HB,CHI,-6
Luke Hasz,TE,CAR,-6
Luther Burden III,WR,PIT,8
Malachi Coleman,WR,CHI,-3
Malachi Corley,WR,IND,-4
Malik Nabers,WR,LV,-1
MarShawn Lloyd,HB,NE,1
Mark Andrews,TE,TEN,4
Mark Fletcher Jr,HB,PIT,4
Marquise Brown,WR,KC,4
Marvin Harrison Jr,WR,ARI,0
Marvin Mims Jr,WR,DEN,-1
Mavin Anderson,WR,MIA,-5
Michael Carter,HB,CAR,-2
Michael Gallup,WR,WAS,-2
Michael Mayer,TE,LV,-6
Michael Pittman Jr,WR,IND,0
Michael Wilson,WR,ARI,-1
Mike Evans,WR,DAL,4
Mike Williams,WR,BAL,-1
Montrell Johnson Jr,HB,LAC,-6
Moose Muhammad III,WR,CLE,1
Najee Harris,HB,GB,8
Nicholas Singleton,HB,NYJ,-3
Nick Chubb,HB,KC,-4
Nico Collins,WR,HOU,-2
Noah Thomas,WR,TB,-1
Nyck Harbor,WR,TB,-1
Ollie Gordon II,HB,CLE,0
Omarion Hampton,HB,CIN,4
Omarion Miller,WR,LAR,-6
Pat Freiermuth,TE,PIT,-9
Patrick Herbert,TE,DEN,-2
Peyton Jones,HB,CAR,-1
Puka Nacua,WR,LAR,-2
Quentin Johnston,WR,LAC,-4
Quinshon Judkins,HB,CIN,6
Raheim Sanders,HB,SF,3
Raleek Brown,WR,DET,-2
Rashee Rice,WR,KC,5
Rayshon Luke,HB,DAL,0
Ricky Pearsall,WR,LV,-4
Rivaldo Fairweather,TE,SF,3
Roman Wilson,WR,PHI,-6
Rome Odunze,WR,ATL,0
Romeo Doubs,WR,NO,6
Roschon Johnson,HB,CHI,4
Rueben Owens,HB,TEN,-2
Sam Franklin,HB,SF,-2
Sam LaPorta,TE,DET,3
Samson Evans,HB,TB,1
Saquon Barkley,HB,IND,2
Squirrel White,WR,LAR,-5
Stefon Diggs,WR,DAL,-5
T.J. Hockenson,TE,MIN,5
Tank Bigsby,HB,JAX,-2
Tank Dell,WR,HOU,-2
Terry McLaurin,WR,PHI,1
Travis Etienne Jr,HB,LAR,-5
Travis Kelce,TE,KC,3
Trevor Etienne,HB,ARI,-7
Trey Benson,HB,LV,-1
Trey Knox,TE,ARI,-1
Trey Palmer,WR,TB,2
Treylon Burks,WR,JAX,-1
Troy Franklin,WR,HOU,1
Tucker Kraft,TE,GB,0
Tyler Allgeier,HB,TEN,-9
Tyler Boyd,WR,HOU,-4
Tyler Conklin,TE,NYJ,-2
Tyreek Hill,WR,KC,-7
Will Shipley,HB,MIN,-2
Xavier Legette,WR,MIN,-3
Xavier Weaver,WR,DEN,-6
Xavier Worthy,WR,JAX,-3
Zach Charbonnet,HB,SEA,4
Zachariah Branch,WR,CAR,-3
Zakahri Franklin,WR,DAL,-1
Zay Flowers,WR,BAL,2
