Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
6,LT,Jonah,Williams,Jonah Williams,CIN,14,0,10,949,False,14,1,0,10,Jonah,Williams,2847.0,2845.0,12.0,1.0,Signed,75.0,0.0,0.0,CIN,tier_4,10.53740779768177,CIN,1
9,RT,Andrew,Gentry,Andrew Gentry,NYG,15,0,17,1011,False,15,15,0,10,Andrew,Gentry,1345.0,1343.0,6.0,15.0,Signed,62.0,0.0,0.0,NYG,tier_6,16.81503461918892,NYG,-5
11,LT,Travis,McKenzie,Travis McKenzie,MIN,11,0,12,716,False,11,30,0,10,Travis,McKenzie,829.0,827.0,0.0,30.0,Signed,71.0,0.0,0.0,MIN,tier_5,16.75977653631285,MIN,-4
13,RT,Jamaal,Jarrett,Jamaal Jarrett,SF,15,0,9,993,False,15,14,0,10,Jamaal,Jarrett,2035.0,2033.0,4.0,14.0,Signed,73.0,0.0,0.0,SF,tier_5,9.06344410876133,SF,-2
36,C,Bryce,Foster,Bryce Foster,NYG,15,0,6,1081,False,15,15,0,10,Bryce,Foster,1466.0,1464.0,6.0,15.0,Signed,76.0,0.0,0.0,NYG,tier_4,5.550416281221091,NYG,-3
37,LG,David,Edwards,David Edwards,LAR,15,0,9,1070,False,15,23,0,10,David,Edwards,731.0,729.0,12.0,23.0,Signed,70.0,0.0,0.0,LAR,tier_5,8.411214953271028,LAR,-1
51,C,James,Brockermeyer,James Brockermeyer,TEN,15,0,4,1071,False,15,29,0,10,James,Brockermeyer,3737.0,3735.0,5.0,29.0,Signed,93.0,0.0,0.0,TEN,tier_1,3.734827264239029,TEN,-2
52,C,Drake,Metcalf,Drake Metcalf,NYJ,15,0,3,1017,False,15,17,0,10,Drake,Metcalf,2817.0,2815.0,7.0,17.0,Signed,74.0,0.0,0.0,NYJ,tier_5,2.949852507374631,NYJ,1
65,RG,Kenyon,Green,Kenyon Green,LV,15,0,3,1104,False,15,22,0,10,Kenyon,Green,3320.0,3318.0,9.0,22.0,Signed,81.0,0.0,0.0,LV,tier_3,2.717391304347826,LV,1
73,RG,Larry,Samuel,Larry Samuel,DEN,15,0,2,1028,False,15,3,0,10,Larry,Samuel,1336.0,1334.0,1.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,1.9455252918287937,DEN,0
80,RG,Michael,Mokofisi,Michael Mokofisi,BUF,10,0,2,680,False,10,2,0,10,Michael,Mokofisi,1866.0,1864.0,5.0,2.0,Signed,78.0,0.0,0.0,BUF,tier_4,2.941176470588235,BUF,-2
117,C,Matt,Hennessy,Matt Hennessy,HOU,12,0,3,713,False,12,31,0,10,Matt,Hennessy,1139.0,1137.0,11.0,31.0,Signed,70.0,0.0,0.0,HOU,tier_5,4.207573632538569,HOU,-3
125,RT,Joe,Brunner,Joe Brunner,KC,13,0,6,831,False,13,8,0,10,Joe,Brunner,2698.0,2696.0,4.0,8.0,Signed,82.0,0.0,0.0,KC,tier_3,7.220216606498195,KC,1
137,LT,Reuben,Fatheree II,Reuben Fatheree II,DAL,15,0,12,995,False,15,10,0,10,Reuben,Fatheree II,1566.0,1564.0,6.0,10.0,Signed,95.0,0.0,0.0,DAL,tier_0,12.060301507537687,DAL,-2
154,RG,Cesar,Ruiz,Cesar Ruiz,TB,15,0,4,1019,False,15,5,0,10,Cesar,Ruiz,2284.0,2282.0,11.0,5.0,Signed,73.0,0.0,0.0,TB,tier_5,3.9254170755642783,TB,-1
160,LT,JC,Latham,JC Latham,PIT,15,0,8,1086,False,15,28,0,10,JC,Latham,1539.0,1537.0,7.0,28.0,Signed,85.0,0.0,0.0,PIT,tier_2,7.366482504604051,PIT,3
161,LT,Nolan,Rucci,Nolan Rucci,WAS,15,0,9,931,False,15,25,0,10,Nolan,Rucci,1782.0,1780.0,7.0,25.0,Signed,79.0,0.0,0.0,WAS,tier_4,9.66702470461869,WAS,1
164,C,Erik,McCoy,Erik McCoy,NO,15,0,1,1088,False,15,26,0,10,Erik,McCoy,1729.0,1727.0,12.0,26.0,Signed,90.0,0.0,0.0,NO,tier_1,0.9191176470588235,NO,2
168,C,Zhaire,Guyton,Zhaire Guyton,LAC,14,0,2,1071,False,14,7,0,10,Zhaire,Guyton,2560.0,2558.0,2.0,7.0,Signed,89.0,0.0,0.0,LAC,tier_2,1.8674136321195145,LAC,3
243,LT,Treyvon,Yarborough,Treyvon Yarborough,GB,10,0,3,643,False,13,19,0,10,Treyvon,Yarborough,3702.0,3700.0,2.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,4.665629860031105,GB,10
266,RG,Emil,Ekiyor Jr.,Emil Ekiyor Jr.,NYJ,14,0,1,1023,False,14,17,0,10,Emil,Ekiyor Jr.,3411.0,3409.0,9.0,17.0,Signed,90.0,0.0,0.0,NYJ,tier_1,0.9775171065493646,NYJ,4
280,C,Tyler,Linderbaum,Tyler Linderbaum,LAR,12,0,2,869,False,12,23,0,10,Tyler,Linderbaum,3314.0,3312.0,9.0,23.0,Signed,88.0,0.0,0.0,LAR,tier_2,2.3014959723820483,LAR,0
294,LG,Matt,Nickerson,Matt Nickerson,MIA,13,0,9,954,False,13,11,0,10,Matt,Nickerson,360.0,358.0,3.0,11.0,Signed,88.0,0.0,0.0,MIA,tier_2,9.433962264150942,MIA,-5
317,LG,Aaryn,Parks,Aaryn Parks,ATL,14,0,3,1057,False,14,13,0,10,Aaryn,Parks,253.0,251.0,6.0,13.0,Signed,86.0,0.0,0.0,ATL,tier_2,2.838221381267739,ATL,0
330,C,Harris,Sewell,Harris Sewell,CHI,15,0,5,971,False,15,0,0,10,Harris,Sewell,1818.0,1816.0,4.0,0.0,Signed,71.0,0.0,0.0,CHI,tier_5,5.149330587023687,CHI,-3
344,RT,Amarius,Mims,Amarius Mims,PIT,15,0,11,1046,False,15,28,0,10,Amarius,Mims,2181.0,2179.0,7.0,28.0,Signed,73.0,0.0,0.0,PIT,tier_5,10.516252390057362,PIT,-4
345,LG,Landon,Dickerson,Landon Dickerson,CHI,15,0,5,1019,False,15,0,0,10,Landon,Dickerson,653.0,651.0,10.0,0.0,Signed,78.0,0.0,0.0,CHI,tier_4,4.906771344455349,CHI,0
349,C,Peter,Coker,Peter Coker,MIN,15,0,3,979,False,15,30,0,10,Peter,Coker,673.0,671.0,2.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,3.0643513789581203,MIN,-1
381,LG,Titus,Givens,Titus Givens,TEN,15,0,6,984,False,15,29,0,10,Titus,Givens,1307.0,1305.0,1.0,29.0,Signed,74.0,0.0,0.0,TEN,tier_5,6.097560975609756,TEN,-1
383,C,Najee,Bethel,Najee Bethel,WAS,13,0,6,843,False,13,25,0,10,Najee,Bethel,1063.0,1061.0,2.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,7.117437722419928,WAS,-7
392,RG,Grant,Wallner,Grant Wallner,MIN,10,0,3,649,False,10,30,0,10,Grant,Wallner,277.0,275.0,0.0,30.0,Signed,69.0,0.0,0.0,MIN,tier_6,4.622496147919877,MIN,-2
395,C,Jarrett,Patterson,Jarrett Patterson,PIT,15,0,1,1015,False,15,28,0,10,Jarrett,Patterson,3365.0,3363.0,9.0,28.0,Signed,69.0,0.0,0.0,PIT,tier_6,0.9852216748768472,PIT,4
401,RT,Luke,Darby,Luke Darby,LV,15,0,5,1035,False,15,22,0,10,Luke,Darby,2177.0,2175.0,1.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,4.830917874396135,LV,9
412,LT,Tommy,Brockermeyer,Tommy Brockermeyer,TEN,11,0,12,728,False,11,29,0,10,Tommy,Brockermeyer,2821.0,2819.0,6.0,29.0,Signed,85.0,0.0,0.0,TEN,tier_2,16.483516483516485,TEN,-4
552,RT,Tyler,Vrabel,Tyler Vrabel,CIN,15,0,3,990,False,15,1,0,10,Tyler,Vrabel,3406.0,3404.0,9.0,1.0,Signed,76.0,0.0,0.0,CIN,tier_4,3.0303030303030303,CIN,9
564,LG,Daniel,Ellison,Daniel Ellison,GB,15,0,5,1019,False,15,19,0,10,Daniel,Ellison,3618.0,3616.0,1.0,19.0,Signed,70.0,0.0,0.0,GB,tier_5,4.906771344455349,GB,1
565,LT,Elijah,Pritchett,Elijah Pritchett,ATL,15,0,13,1086,False,15,13,0,10,Elijah,Pritchett,2620.0,2618.0,4.0,13.0,Signed,99.0,0.0,0.0,ATL,tier_0,11.970534069981584,ATL,-2
588,RG,Marcus,Kendricks,Marcus Kendricks,LAR,12,0,4,830,False,12,23,0,10,Marcus,Kendricks,2605.0,2603.0,3.0,23.0,Signed,78.0,0.0,0.0,LAR,tier_4,4.819277108433735,LAR,-3
589,LT,Khalon,Davis,Khalon Davis,NO,11,0,8,737,False,11,26,0,10,Khalon,Davis,2893.0,2891.0,1.0,26.0,Signed,79.0,0.0,0.0,NO,tier_4,10.854816824966077,NO,1
606,RG,Braeden,Daniels,Braeden Daniels,CHI,15,0,4,1101,False,15,0,0,10,Braeden,Daniels,3294.0,3292.0,8.0,0.0,Signed,84.0,0.0,0.0,CHI,tier_3,3.6330608537693005,CHI,-1
610,LG,Cody,Ince,Cody Ince,NYJ,15,0,12,1066,False,15,17,0,10,Cody,Ince,3245.0,3243.0,8.0,17.0,Signed,78.0,0.0,0.0,NYJ,tier_4,11.25703564727955,NYJ,-7
