Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1,FS,Josh,Moss,Josh Moss,DET,True,0,0,505,0,11,6,13,0,10,4,0,0,0,0,0,0,0,18,0,0,0,0,14,5,Josh,Moss,1267.0,1265.0,1.0,18.0,Signed,66.0,0.0,0.0,DET,tier_6,0.0,0.0,0.0,47.524752475247524,0.0,0.7920792079207921,0.2857142857142857,DET,-5
6,SS,Ricardo,Broughton,Ricardo Broughton,DET,True,0,22,697,0,15,17,34,0,10,16,22,0,1,0,0,4,0,18,0,0,0,0,15,8,Ricardo,Broughton,212.0,210.0,1.0,18.0,Signed,67.0,0.0,0.0,DET,tier_6,0.0,1.4347202295552368,5.738880918220947,70.3012912482066,5.738880918220947,2.295552367288379,0.8,DET,-2
21,SS,Eddie,Clay,Eddie Clay,IND,True,0,50,936,0,22,27,38,0,10,27,27,0,2,0,0,10,0,9,0,0,0,0,13,13,Eddie,Clay,2159.0,2157.0,0.0,9.0,Signed,71.0,0.0,0.0,IND,tier_5,0.0,2.136752136752137,10.683760683760683,64.1025641025641,10.683760683760683,2.8846153846153846,1.3076923076923077,IND,0
23,CB,Allen,Sermon,Allen Sermon,KC,True,0,30,1004,0,22,33,46,0,10,29,30,0,1,0,0,3,0,8,0,0,0,0,15,2,Allen,Sermon,691.0,689.0,3.0,8.0,Signed,71.0,0.0,0.0,KC,tier_5,0.0,0.9960159362549801,2.9880478087649402,67.72908366533864,2.9880478087649402,2.888446215139442,1.7333333333333334,KC,-5
30,ROLB,Trevor,Fitzpatrick,Trevor Fitzpatrick,MIA,True,28,0,678,1,17,34,35,1,10,12,0,0,0,0,0,1,0,11,8,1,4,0,10,10,Trevor,Fitzpatrick,2730.0,2728.0,2.0,11.0,Signed,88.0,0.0,0.0,MIA,tier_2,17.699115044247787,2.949852507374631,19.1740412979351,76.6961651917404,1.4749262536873156,1.7699115044247788,1.1,MIA,2
51,DT,Jaheim,Oatis,Jaheim Oatis,CIN,True,55,0,921,2,23,32,48,0,10,1,0,0,0,0,0,0,0,1,21,3,2,0,15,4,Jaheim,Oatis,1906.0,1904.0,5.0,1.0,Signed,70.0,0.0,0.0,CIN,tier_5,24.9728555917481,5.4288816503800215,24.9728555917481,77.09011943539632,0.0,0.10857763300760044,0.06666666666666667,CIN,8
53,ROLB,Bryan,Moore,Bryan Moore,NYJ,True,0,0,339,0,5,0,3,0,10,0,0,0,0,0,0,0,0,17,1,0,0,0,15,1,Bryan,Moore,2619.0,2617.0,2.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,2.949852507374631,0.0,2.949852507374631,23.59882005899705,0.0,0.0,0.0,NYJ,-4
54,SS,Marvin,Grant,Marvin Grant,ATL,True,0,0,351,0,6,10,12,0,10,3,0,0,0,0,0,1,0,13,0,0,0,0,15,2,Marvin,Grant,2353.0,2351.0,7.0,13.0,Signed,59.0,0.0,0.0,ATL,tier_6,0.0,0.0,2.849002849002849,51.28205128205128,2.849002849002849,0.8547008547008548,0.13333333333333333,ATL,-5
55,MLB,Marcus,Dunn,Marcus Dunn,NE,True,57,0,1116,2,36,61,87,0,10,51,0,0,0,0,0,0,0,21,2,3,1,0,15,4,Marcus,Dunn,3564.0,3562.0,1.0,21.0,Signed,73.0,0.0,0.0,NE,tier_5,2.688172043010753,4.480286738351254,2.688172043010753,110.21505376344086,0.0,4.56989247311828,3.4,NE,2
62,LOLB,Jordan,Redmond,Jordan Redmond,NYG,True,0,0,482,0,15,17,22,0,10,12,0,0,0,0,0,2,0,15,3,0,3,0,15,15,Jordan,Redmond,638.0,636.0,0.0,15.0,Signed,74.0,0.0,0.0,NYG,tier_5,12.448132780082986,0.0,16.597510373443985,76.76348547717843,4.149377593360996,2.4896265560165975,0.6666666666666666,NYG,1
