Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_0,RBScrimmageYardsPer300Touches,1500-7500,tier_0,2,7501,1500
HB,tier_0,RBScrimmageYardsPer300Touches,1375-1499,tier_1,0,1500,1375
HB,tier_0,RBScrimmageYardsPer300Touches,1200-1374,tier_2,-3,1375,1200
HB,tier_0,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-5,1200,1100
HB,tier_0,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-9,1100,1000
HB,tier_0,RBScrimmageYardsPer300Touches,0-999,tier_5,-12,1000,0
HB,tier_0,RBScrimmageTDsPerGame,0.80-5.00,tier_0,2,5.01,0.80
HB,tier_0,RBScrimmageTDsPerGame,0.66-0.79,tier_1,0,0.8,0.66
HB,tier_0,RBScrimmageTDsPerGame,0.50-0.65,tier_2,-1,0.66,0.50
HB,tier_0,RBScrimmageTDsPerGame,0.30-0.49,tier_3,-3,0.5,0.30
HB,tier_0,RBScrimmageTDsPerGame,0.13-0.29,tier_4,-5,0.3,0.13
HB,tier_0,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-8,0.13,0.00
HB,tier_0,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_0,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_0,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_0,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_0,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_0,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_1,RBScrimmageYardsPer300Touches,1500-7500,tier_0,3,7501,1500
HB,tier_1,RBScrimmageYardsPer300Touches,1375-1499,tier_1,1,1500,1375
HB,tier_1,RBScrimmageYardsPer300Touches,1200-1374,tier_2,-2,1375,1200
HB,tier_1,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-4,1200,1100
HB,tier_1,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-8,1100,1000
HB,tier_1,RBScrimmageYardsPer300Touches,0-999,tier_5,-10,1000,0
HB,tier_1,RBScrimmageTDsPerGame,0.80-5.00,tier_0,3,5.01,0.80
HB,tier_1,RBScrimmageTDsPerGame,0.66-0.79,tier_1,1,0.8,0.66
HB,tier_1,RBScrimmageTDsPerGame,0.50-0.65,tier_2,-1,0.66,0.50
HB,tier_1,RBScrimmageTDsPerGame,0.30-0.49,tier_3,-2,0.5,0.30
HB,tier_1,RBScrimmageTDsPerGame,0.13-0.29,tier_4,-4,0.3,0.13
HB,tier_1,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-6,0.13,0.00
HB,tier_1,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_1,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_1,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_1,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_1,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_1,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_2,RBScrimmageYardsPer300Touches,1500-7500,tier_0,4,7501,1500
HB,tier_2,RBScrimmageYardsPer300Touches,1375-1499,tier_1,2,1500,1375
HB,tier_2,RBScrimmageYardsPer300Touches,1200-1374,tier_2,-1,1375,1200
HB,tier_2,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-3,1200,1100
HB,tier_2,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-6,1100,1000
HB,tier_2,RBScrimmageYardsPer300Touches,0-999,tier_5,-8,1000,0
HB,tier_2,RBScrimmageTDsPerGame,0.80-5.00,tier_0,4,5.01,0.80
HB,tier_2,RBScrimmageTDsPerGame,0.66-0.79,tier_1,2,0.8,0.66
HB,tier_2,RBScrimmageTDsPerGame,0.50-0.65,tier_2,0,0.66,0.50
HB,tier_2,RBScrimmageTDsPerGame,0.30-0.49,tier_3,-2,0.5,0.30
HB,tier_2,RBScrimmageTDsPerGame,0.13-0.29,tier_4,-3,0.3,0.13
HB,tier_2,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-5,0.13,0.00
HB,tier_2,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_2,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_2,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_2,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_2,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_2,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_3,RBScrimmageYardsPer300Touches,1500-7500,tier_0,5,7501,1500
HB,tier_3,RBScrimmageYardsPer300Touches,1375-1499,tier_1,3,1500,1375
HB,tier_3,RBScrimmageYardsPer300Touches,1200-1374,tier_2,0,1375,1200
HB,tier_3,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-2,1200,1100
HB,tier_3,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-5,1100,1000
HB,tier_3,RBScrimmageYardsPer300Touches,0-999,tier_5,-7,1000,0
HB,tier_3,RBScrimmageTDsPerGame,0.80-5.00,tier_0,5,5.01,0.80
HB,tier_3,RBScrimmageTDsPerGame,0.66-0.79,tier_1,3,0.8,0.66
HB,tier_3,RBScrimmageTDsPerGame,0.50-0.65,tier_2,1,0.66,0.50
HB,tier_3,RBScrimmageTDsPerGame,0.30-0.49,tier_3,-1,0.5,0.30
HB,tier_3,RBScrimmageTDsPerGame,0.13-0.29,tier_4,-2,0.3,0.13
HB,tier_3,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-4,0.13,0.00
HB,tier_3,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_3,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_3,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_3,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_3,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_3,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_4,RBScrimmageYardsPer300Touches,1500-7500,tier_0,7,7501,1500
HB,tier_4,RBScrimmageYardsPer300Touches,1375-1499,tier_1,4,1500,1375
HB,tier_4,RBScrimmageYardsPer300Touches,1200-1374,tier_2,1,1375,1200
HB,tier_4,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-1,1200,1100
HB,tier_4,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-3,1100,1000
HB,tier_4,RBScrimmageYardsPer300Touches,0-999,tier_5,-5,1000,0
HB,tier_4,RBScrimmageTDsPerGame,0.80-5.00,tier_0,7,5.01,0.80
HB,tier_4,RBScrimmageTDsPerGame,0.66-0.79,tier_1,4,0.8,0.66
HB,tier_4,RBScrimmageTDsPerGame,0.50-0.65,tier_2,2,0.66,0.50
HB,tier_4,RBScrimmageTDsPerGame,0.30-0.49,tier_3,0,0.5,0.30
HB,tier_4,RBScrimmageTDsPerGame,0.13-0.29,tier_4,-1,0.3,0.13
HB,tier_4,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-3,0.13,0.00
HB,tier_4,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_4,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_4,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_4,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_4,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_4,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_5,RBScrimmageYardsPer300Touches,1500-7500,tier_0,8,7501,1500
HB,tier_5,RBScrimmageYardsPer300Touches,1375-1499,tier_1,5,1500,1375
HB,tier_5,RBScrimmageYardsPer300Touches,1200-1374,tier_2,3,1375,1200
HB,tier_5,RBScrimmageYardsPer300Touches,1100-1199,tier_3,0,1200,1100
HB,tier_5,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-2,1100,1000
HB,tier_5,RBScrimmageYardsPer300Touches,0-999,tier_5,-4,1000,0
HB,tier_5,RBScrimmageTDsPerGame,0.80-5.00,tier_0,8,5.01,0.80
HB,tier_5,RBScrimmageTDsPerGame,0.66-0.79,tier_1,5,0.8,0.66
HB,tier_5,RBScrimmageTDsPerGame,0.50-0.65,tier_2,3,0.66,0.50
HB,tier_5,RBScrimmageTDsPerGame,0.30-0.49,tier_3,1,0.5,0.30
HB,tier_5,RBScrimmageTDsPerGame,0.13-0.29,tier_4,0,0.3,0.13
HB,tier_5,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-2,0.13,0.00
HB,tier_5,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_5,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_5,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_5,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_5,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_5,RUSHFUMBLES,6-25,tier_5,-4,26,6
HB,tier_6,RBScrimmageYardsPer300Touches,1500-7500,tier_0,10,7501,1500
HB,tier_6,RBScrimmageYardsPer300Touches,1375-1499,tier_1,6,1500,1375
HB,tier_6,RBScrimmageYardsPer300Touches,1200-1374,tier_2,4,1375,1200
HB,tier_6,RBScrimmageYardsPer300Touches,1100-1199,tier_3,1,1200,1100
HB,tier_6,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-1,1100,1000
HB,tier_6,RBScrimmageYardsPer300Touches,0-999,tier_5,-3,1000,0
HB,tier_6,RBScrimmageTDsPerGame,0.80-5.00,tier_0,10,5.01,0.80
HB,tier_6,RBScrimmageTDsPerGame,0.66-0.79,tier_1,6,0.8,0.66
HB,tier_6,RBScrimmageTDsPerGame,0.50-0.65,tier_2,4,0.66,0.50
HB,tier_6,RBScrimmageTDsPerGame,0.30-0.49,tier_3,2,0.5,0.30
HB,tier_6,RBScrimmageTDsPerGame,0.13-0.29,tier_4,0,0.3,0.13
HB,tier_6,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-2,0.13,0.00
HB,tier_6,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_6,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_6,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_6,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_6,RUSHFUMBLES,4-5,tier_4,-3,6,4
HB,tier_6,RUSHFUMBLES,6-25,tier_5,-4,26,6
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1500-5000,tier_0,1,5001,1500
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1200-1499,tier_1,-1,1500,1200
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,900-1199,tier_2,-4,1200,900
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,700-899,tier_3,-6,900,700
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,600-699,tier_4,-8,700,600
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-12,600,0
WR,tier_0,TDsPer1000DownsPlayed,12.00-50.00,tier_0,2,50.01,12.00
WR,tier_0,TDsPer1000DownsPlayed,9.00-11.99,tier_1,0,12.0,9.00
WR,tier_0,TDsPer1000DownsPlayed,6.00-8.99,tier_2,-1,9.0,6.00
WR,tier_0,TDsPer1000DownsPlayed,3.50-5.99,tier_3,-2,6.0,3.50
WR,tier_0,TDsPer1000DownsPlayed,2.00-3.49,tier_4,-4,3.5,2.00
WR,tier_0,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-6,2.0,0.00
WR,tier_0,WRPercentageofTeamPassYards,0.36-1.00,tier_0,1,1.01,0.36
WR,tier_0,WRPercentageofTeamPassYards,0.28-0.35,tier_1,0,0.36,0.28
WR,tier_0,WRPercentageofTeamPassYards,0.21-0.27,tier_2,-1,0.28,0.21
WR,tier_0,WRPercentageofTeamPassYards,0.16-0.20,tier_3,-2,0.21,0.16
WR,tier_0,WRPercentageofTeamPassYards,0.10-0.15,tier_4,-3,0.16,0.10
WR,tier_0,WRPercentageofTeamPassYards,0.00-0.09,tier_5,-5,0.1,0.00
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1500-5000,tier_0,2,5001,1500
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1200-1499,tier_1,0,1500,1200
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,900-1199,tier_2,-2,1200,900
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,700-899,tier_3,-5,900,700
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,600-699,tier_4,-7,700,600
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-10,600,0
WR,tier_1,TDsPer1000DownsPlayed,12.00-50.00,tier_0,3,50.01,12.00
WR,tier_1,TDsPer1000DownsPlayed,9.00-11.99,tier_1,1,12.0,9.00
WR,tier_1,TDsPer1000DownsPlayed,6.00-8.99,tier_2,0,9.0,6.00
WR,tier_1,TDsPer1000DownsPlayed,3.50-5.99,tier_3,-1,6.0,3.50
WR,tier_1,TDsPer1000DownsPlayed,2.00-3.49,tier_4,-3,3.5,2.00
WR,tier_1,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-5,2.0,0.00
WR,tier_1,WRPercentageofTeamPassYards,0.36-1.00,tier_0,2,1.01,0.36
WR,tier_1,WRPercentageofTeamPassYards,0.28-0.35,tier_1,1,0.36,0.28
WR,tier_1,WRPercentageofTeamPassYards,0.21-0.27,tier_2,0,0.28,0.21
WR,tier_1,WRPercentageofTeamPassYards,0.16-0.20,tier_3,-1,0.21,0.16
WR,tier_1,WRPercentageofTeamPassYards,0.10-0.15,tier_4,-2,0.16,0.10
WR,tier_1,WRPercentageofTeamPassYards,0.00-0.09,tier_5,-4,0.1,0.00
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1500-5000,tier_0,4,5001,1500
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1200-1499,tier_1,1,1500,1200
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,900-1199,tier_2,0,1200,900
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,700-899,tier_3,-3,900,700
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,600-699,tier_4,-5,700,600
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-8,600,0
WR,tier_2,TDsPer1000DownsPlayed,12.00-50.00,tier_0,4,50.01,12.00
WR,tier_2,TDsPer1000DownsPlayed,9.00-11.99,tier_1,2,12.0,9.00
WR,tier_2,TDsPer1000DownsPlayed,6.00-8.99,tier_2,0,9.0,6.00
WR,tier_2,TDsPer1000DownsPlayed,3.50-5.99,tier_3,-1,6.0,3.50
WR,tier_2,TDsPer1000DownsPlayed,2.00-3.49,tier_4,-2,3.5,2.00
WR,tier_2,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-4,2.0,0.00
WR,tier_2,WRPercentageofTeamPassYards,0.36-1.00,tier_0,3,1.01,0.36
WR,tier_2,WRPercentageofTeamPassYards,0.28-0.35,tier_1,2,0.36,0.28
WR,tier_2,WRPercentageofTeamPassYards,0.21-0.27,tier_2,1,0.28,0.21
WR,tier_2,WRPercentageofTeamPassYards,0.16-0.20,tier_3,-1,0.21,0.16
WR,tier_2,WRPercentageofTeamPassYards,0.10-0.15,tier_4,-2,0.16,0.10
WR,tier_2,WRPercentageofTeamPassYards,0.00-0.09,tier_5,-4,0.1,0.00
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1500-5000,tier_0,5,5001,1500
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1200-1499,tier_1,3,1500,1200
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,900-1199,tier_2,1,1200,900
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,700-899,tier_3,-1,900,700
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,600-699,tier_4,-4,700,600
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-6,600,0
WR,tier_3,TDsPer1000DownsPlayed,12.00-50.00,tier_0,5,50.01,12.00
WR,tier_3,TDsPer1000DownsPlayed,9.00-11.99,tier_1,3,12.0,9.00
WR,tier_3,TDsPer1000DownsPlayed,6.00-8.99,tier_2,1,9.0,6.00
WR,tier_3,TDsPer1000DownsPlayed,3.50-5.99,tier_3,0,6.0,3.50
WR,tier_3,TDsPer1000DownsPlayed,2.00-3.49,tier_4,-1,3.5,2.00
WR,tier_3,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_3,WRPercentageofTeamPassYards,0.36-1.00,tier_0,4,1.01,0.36
WR,tier_3,WRPercentageofTeamPassYards,0.28-0.35,tier_1,2,0.36,0.28
WR,tier_3,WRPercentageofTeamPassYards,0.21-0.27,tier_2,1,0.28,0.21
WR,tier_3,WRPercentageofTeamPassYards,0.16-0.20,tier_3,-1,0.21,0.16
WR,tier_3,WRPercentageofTeamPassYards,0.10-0.15,tier_4,-2,0.16,0.10
WR,tier_3,WRPercentageofTeamPassYards,0.00-0.09,tier_5,-4,0.1,0.00
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1500-5000,tier_0,6,5001,1500
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1200-1499,tier_1,4,1500,1200
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,900-1199,tier_2,1,1200,900
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,700-899,tier_3,-1,900,700
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,600-699,tier_4,-3,700,600
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-5,600,0
WR,tier_4,TDsPer1000DownsPlayed,12.00-50.00,tier_0,6,50.01,12.00
WR,tier_4,TDsPer1000DownsPlayed,9.00-11.99,tier_1,4,12.0,9.00
WR,tier_4,TDsPer1000DownsPlayed,6.00-8.99,tier_2,1,9.0,6.00
WR,tier_4,TDsPer1000DownsPlayed,3.50-5.99,tier_3,0,6.0,3.50
WR,tier_4,TDsPer1000DownsPlayed,2.00-3.49,tier_4,-1,3.5,2.00
WR,tier_4,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
