FullName,Position,TeamName,SkillPointOL
A.J. Ashmore,LT,DAL,-2
Ajani Cornelius,RG,DEN,-2
Al Russell,C,ATL,-2
Aliou Bah,RG,NO,2
Andrew Nash,LT,TB,4
Andrew Page,C,CLE,-1
Andrew Thomas,LT,PHI,8
Anton Harrison,LT,TEN,6
Austin Posey,RT,PHI,-1
Avery Gach,LG,JAX,8
Beaux Limmer,C,WAS,0
Ben Christman,LG,ARI,-3
Ben Ross,LT,LAR,-5
Bo McGhee,LG,TB,-3
Brandon Baker,LT,NE,0
Broderick Jones,LT,PIT,-3
Bryan McDaniel,LT,GB,2
Bryce Foster,C,MIN,-1
Caleb Siech,RT,LV,-5
Calvin Clements,LT,CHI,1
Cam'Ron Johnson,LG,LV,8
Cameron Herron,C,TEN,-5
Cayden Sweatt,C,TB,3
Charlie Randolph,LG,LAC,0
Chase Bisontis,RG,LAR,4
Chris Lindstrom,RG,SF,-4
Cole Hutson,LG,BAL,-7
Colton Lang,LT,JAX,-3
Connor Williams,C,NYG,-2
Cooper Beebee,LG,DAL,-3
Cordale Poindexter,LG,MIA,13
Creed Humphrey,C,KC,-1
Curt Peralta,LG,CHI,7
DJ Campbell,RG,WAS,-6
Darius Woodbury,RG,LV,-1
Darnell Wright,RT,ATL,-6
David Porter,C,PHI,-1
Daymond McCleod,LT,CAR,3
Deion Monroe,LT,ATL,1
Delmar Glaze,RT,LAC,1
Devin Harper,RG,PIT,-2
Dillon Foley,LG,PIT,-6
Dom Moore,LG,SEA,-5
Donte Harris,C,SEA,-7
Douglas Utu,C,PIT,-1
Duane Fenderson,RT,BAL,-3
Duce Dowdle,RG,SF,-4
E.J. Harris,RG,SEA,-8
Ekene Ogboko,RT,DAL,6
Elijah Pritchett,LT,NYG,4
Elishah Jackett,LT,CAR,-1
Emmett Charles,C,IND,10
Emmett Harper,RT,MIN,3
Erik Hartwig,RG,MIA,4
Evan Lampman,C,LAC,-6
Francis Mauigoa,RT,JAX,-2
Frank Ragnow,C,DET,2
Garrett Dellinger,RG,CAR,-2
Garrett Schwiebert,LG,DEN,-2
Gavin Ellis,RT,NYG,13
George Stevenson,RT,NYJ,-2
Glen Childress,RG,DET,7
Glen Rodriguez,RT,WAS,-2
Grant Brix,RT,MIN,-6
Greg Murray,LT,DEN,1
Guerby Lambert,RT,NYG,-4
Hayden Whittington,C,CIN,10
Iapani Laloulu,C,NE,-3
Ifeatu Obogbule,RG,IND,-1
Immanuel Iheanacho,RT,LAR,1
Isaac Willis,LG,WAS,-7
Isendre Ahfua,RG,MIN,5
JP Benzschawel,RT,GB,1
JacQawn McRoy,RT,CHI,12
Jack Hollifield,C,DEN,0
Jack Lange,RT,BUF,-2
Jackson Powers-Johnson,C,TEN,5
Jackson Wells,C,MIA,-2
Jacob Krueger,LG,GB,13
Jager Burton,C,ARI,6
Jahdae Smith,LT,SEA,-1
Jake Batson,RG,BUF,-6
Jalen Payton,RT,HOU,4
Jamaree Salyer,RG,DAL,-3
Jameel Lucas,RT,DEN,-1
Jameel Smith Jr,LG,NO,3
James Dawn II,LG,NYG,4
James Durand,LG,NYJ,-2
James Skillin,C,LV,-4
Jayden Williams,RT,NE,-2
Jaylen Early,RG,LAC,1
Jaylen Gilchrist,C,LAR,-5
Joe Alt,LT,KC,3
John O'Rourke,RT,LV,0
John Uwaezuoke,LG,BUF,6
Jonathan Crawford,C,MIA,-1
Jordan Mailata,LT,BAL,5
Jordan Tonga,RG,CAR,5
Josh Kreutz,C,CAR,4
Josh Myers,C,NO,4
Josh Parks,RT,NO,3
Josh Petty,RT,MIA,1
Josiah Thompson,RT,TB,-8
Juan Gaston,RT,IND,-3
Junior Hines,LG,TEN,0
Junior Walton,RT,CLE,7
Justin Hasenhuetl,RG,NYG,4
Kadyn Proctor,LT,CLE,6
Kennyi Jarrel,RG,JAX,6
Kinglsey Suamataia,RT,SF,-1
Knox Ward,RG,ARI,10
Kodi Greene,LT,SF,-6
Lamar Brown,LG,CIN,1
Lance Heard,RG,HOU,-8
Landon Dickerson,LG,MIN,-1
Leati Alofaituli,LG,CLE,2
Levi Williamson,RG,ATL,-4
Lloyd Walden,C,IND,-2
Logan Taylor,RT,KC,6
Lonnie Bulluck,LT,IND,3
Mackey Maillho,RT,TEN,5
Marcell Coleman,RT,LAR,13
Marcus Henderson,RG,PHI,-2
Mario Nash Jr,LG,KC,4
Marlon Russell,RG,PHI,12
Marvin Gilmore,LT,MIN,-5
Masai Kalawaia,RT,CAR,2
Michael Carroll,LG,IND,1
Michael Fasusi,LT,WAS,0
Michael McDonough,RG,NYJ,4
Michael Yates,LT,MIA,6
Mike Milner,RG,SEA,5
Monroe Freeling,LT,LAC,-3
Nolan Potter,LT,MIA,-3
Nolan Robbins,RG,TB,3
O'Cyrus Torrence,RG,CHI,6
Orlando Brown,LT,IND,-4
Owen Hollenbeck,LG,PIT,5
Parker Wesevich,RG,ATL,-2
Penei Sewell,RT,DET,-4
Peyton Joseph,RG,HOU,-2
Pierre Dean,C,HOU,-2
Quentin Weber,LT,ARI,-1
Quincey Carmichael,LT,CIN,5
Quinci Ferguson,RG,CHI,-3
Quinn Meinerz,RG,TEN,1
Raymond Pulido,RG,NE,-1
Reuben Fatheree II,RT,DAL,0
Riley Mahlman,RT,ARI,4
Roshawn Holt,RT,PIT,5
Ryan Brubaker,C,DAL,-2
Ryder Lucas,LG,CIN,3
Rylan Harrell,LG,DET,-6
Samson Okunlola,RT,CIN,1
Sedrick Van Pran,C,JAX,-2
Seuseu Alofaituli,LG,LAR,3
Shawn Holcomb,C,CHI,4
Simione Pale,LG,GB,5
Steven Stogner,LG,MIA,-1
Travis Calloway,RT,SEA,4
Tre Calhoun,LG,NE,0
Trent Heinicke,LG,MIN,12
Trevor Alexander,LT,NYJ,-3
Trey Smith,RG,BAL,2
Trey Thurman,LT,PHI,6
Ty Haywood,LT,DET,-7
Ty'quan Maye,LG,KC,-1
Tyler Cavanaugh,C,GB,8
Tyler Linderbaum,C,BAL,-1
Tyler Smith,LG,CLE,-2
Vince Clinton,C,BUF,1
Walker Davis,C,SF,-3
Xavier Chaplin,LT,BUF,-7
Zach Tom,C,NYJ,3
