Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
2,RT,Laakea,Kapoi,Laakea Kapoi,NYG,13,0,7,900,FALSE,14,15,0,8,Laakea,Kapoi,2995,2993,2,15,Signed,64,0,0,NYG,tier_6,7.777777778,NYG,-1
92,C,Landen,Livingston,Landen Livingston,IND,15,0,8,1000,FALSE,15,9,0,8,Landen,Livingston,2842,2840,2,9,Signed,71,0,0,IND,tier_5,8,IND,-6
105,LT,Christian,Darrisaw,Christian Darrisaw,MIN,15,0,24,992,FALSE,15,30,0,8,Christian,Darrisaw,588,586,8,30,Signed,78,0,0,MIN,tier_4,24.19354839,MIN,-7
143,LG,Quandre,Brooks,Quandre Brooks,DET,15,0,6,980,FALSE,15,18,0,8,Quandre,Brooks,1708,1706,0,18,Signed,75,0,0,DET,tier_4,6.12244898,DET,-2
158,RT,Penei,Sewell,Penei Sewell,DET,15,0,7,1023,FALSE,15,18,0,8,Penei,Sewell,2349,2347,8,18,Signed,92,0,0,DET,tier_1,6.842619746,DET,1
184,RT,Jamaal,Jarrett,Jamaal Jarrett,LAC,11,0,12,881,FALSE,15,7,0,8,Jamaal,Jarrett,2035,2033,2,7,Signed,76,0,0,LAC,tier_4,13.62088536,LAC,-5
206,LG,Ikem,Ekwonu,Ikem Ekwonu,DAL,15,0,8,948,FALSE,15,10,0,8,Ikem,Ekwonu,3328,3326,7,10,Signed,77,0,0,DAL,tier_4,8.438818565,DAL,-3
226,LG,Tyrese,Robinson,Tyrese Robinson,JAX,15,0,5,998,FALSE,15,16,0,8,Tyrese,Robinson,3615,3613,7,16,Signed,70,0,0,JAX,tier_5,5.01002004,JAX,-1
230,RT,Brian,O'Neill,Brian O'Neill,HOU,15,0,5,1023,FALSE,15,31,0,8,Brian,O'Neill,2006,2004,11,31,Signed,72,0,0,HOU,tier_5,4.887585533,HOU,7
234,LT,Josh,Conerly Jr.,Josh Conerly Jr.,NYJ,12,0,14,780,FALSE,12,17,0,8,Josh,Conerly Jr.,2394,2392,4,17,Signed,70,0,0,NYJ,tier_5,17.94871795,NYJ,-4
238,LT,Andrew,Thomas,Andrew Thomas,LV,15,0,7,1054,FALSE,15,22,0,8,Andrew,Thomas,2599,2597,9,22,Signed,71,0,0,LV,tier_5,6.641366224,LV,4
242,LG,Javion,Cohen,Javion Cohen,PIT,12,0,6,872,FALSE,12,28,0,8,Javion,Cohen,81,79,5,28,Signed,73,0,0,PIT,tier_5,6.880733945,PIT,-1
270,LT,Antoine,Hill,Antoine Hill,NE,15,0,10,1002,FALSE,15,21,0,8,Antoine,Hill,1102,1100,0,21,Signed,67,0,0,NE,tier_6,9.98003992,NE,0
272,RT,Caedan,Wallace,Caedan Wallace,NYJ,15,0,12,1015,FALSE,15,17,0,8,Caedan,Wallace,1245,1243,5,17,Signed,75,0,0,NYJ,tier_4,11.8226601,NYJ,-5
278,RG,Braeden,Daniels,Braeden Daniels,CHI,15,0,1,1006,FALSE,15,0,0,8,Braeden,Daniels,3294,3292,6,0,Signed,83,0,0,CHI,tier_3,0.994035785,CHI,4
300,LG,Deshaun,Woods,Deshaun Woods,LV,15,0,3,1052,FALSE,15,22,0,8,Deshaun,Woods,649,647,4,22,Signed,70,0,0,LV,tier_5,2.851711027,LV,1
302,RT,Joe,Brunner,Joe Brunner,KC,15,0,7,1100,FALSE,15,8,0,8,Joe,Brunner,2698,2696,2,8,Signed,82,0,0,KC,tier_3,6.363636364,KC,3
321,RG,Chris,Lindstrom,Chris Lindstrom,ATL,15,0,3,1034,FALSE,15,13,0,8,Chris,Lindstrom,1612,1610,10,13,Signed,80,0,0,ATL,tier_3,2.901353965,ATL,-1
332,RG,Trey,Smith,Trey Smith,KC,15,0,5,1161,FALSE,15,8,0,8,Trey,Smith,2453,2451,8,8,Signed,97,0,0,KC,tier_0,4.306632214,KC,-8
333,C,Cole,Smith,Cole Smith,NE,15,0,1,947,FALSE,15,21,0,8,Cole,Smith,3725,3723,5,21,Signed,67,0,0,NE,tier_6,1.055966209,NE,4
335,LT,Paris,Johnson Jr.,Paris Johnson Jr.,HOU,15,0,15,1068,FALSE,15,31,0,8,Paris,Johnson Jr.,1064,1062,6,31,Signed,78,0,0,HOU,tier_4,14.04494382,HOU,-2
337,LT,Tommy,Brockermeyer,Tommy Brockermeyer,TEN,15,0,13,1019,FALSE,15,29,0,8,Tommy,Brockermeyer,2821,2819,4,29,Signed,82,0,0,TEN,tier_3,12.7576055,TEN,0
