FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,ATL,-1
Alex Leatherwood,RG,GB,4
Amarius Mims,RT,PIT,12
Andrew Thomas,LT,LV,4
Antoine Hill,LT,NE,0
Asim Richards,RG,WAS,-3
Austin Corbett,RG,DEN,12
Austin Jackson,LG,HOU,-4
Beaux Limmer,LG,CAR,4
Ben Bartch,LG,MIN,4
Blake Fisher,RT,BAL,0
Brady Latham,RG,DET,-1
Braeden Daniels,RG,CHI,4
Brenton Mayes,LT,BUF,-4
Brian O'Neill,RT,HOU,10
Bryce Foster,C,NYG,-4
Cade Mays,RG,NYJ,-3
Caedan Wallace,RT,NYJ,-4
Cameron Jurgens,C,JAX,-2
Cesar Ruiz,RG,NO,-2
Chauncey Kamakea,C,ATL,4
Chris Lindstrom,RG,ATL,-1
Christian Darrisaw,LT,MIN,-7
Cody Ince,LG,CIN,-2
Cody Lovell,C,ARI,9
Cole Smith,C,NE,4
Cooper Mays,C,DEN,0
Creed Humphrey,C,KC,-1
Curtis Dunlap Jr.,LG,GB,0
D.J. Rogers,RG,LAC,-2
Darian Kinnard,LG,LAC,0
Darrius Davis,RT,DAL,4
David Edwards,LG,MIA,4
Deandre Mitchell,RG,CLE,10
Deshaun Woods,LG,LV,1
Devon Campbell,RG,CAR,-3
Dextrell Irving,LT,LV,1
Dohnovan West,C,HOU,0
Donovan Jackson,RG,NE,6
Drake Metcalf,C,NYJ,-4
Drew Kendall,LG,PHI,0
Dylan Fairchild,LG,LAR,0
Elgton Jenkins,LG,TB,-3
Eli Richey,RG,ARI,0
Elijah Pritchett,LT,ATL,0
Emil Ekiyor Jr.,RG,SF,-1
Erik McCoy,C,NO,6
Ezra Dotson-Oyetade,C,MIA,1
Francis Mauigoa,LT,NE,-2
Frank Ragnow,C,DET,4
Gabe Blair,LG,ARI,4
Garrett Bradbury,C,SEA,1
Greg Crippen,RG,BAL,-3
Greg Little,LT,DEN,-2
Harris Sewell,C,CHI,-3
Ikem Ekwonu,LG,DAL,-3
Isendre Ahfua,LG,WAS,1
J.B. Nelson,LT,MIA,0
JC Latham,LT,PIT,0
Jack Nelson,LG,MIN,-2
Jamaal Jarrett,RT,LAC,-4
Jamaree Salyer,LG,SF,-2
James Brockermeyer,C,TEN,6
James Daniels,RG,BUF,-6
Jarrett Patterson,C,LV,-2
Javion Cohen,LG,PIT,-1
Jawaan Taylor,RT,JAX,-4
Jedrick Wills Jr,LT,NYG,0
Jimothy Lewis,RT,MIN,0
Joe Brunner,RT,KC,4
Jonah Miller,LG,CLE,0
Jonah Monheim,LT,PHI,12
Jonah Williams,LT,CIN,0
Jordan Mailata,LT,DET,-2
Jordan McFadden,RG,IND,-3
Josh Conerly Jr.,LT,NYJ,-4
Julian Armella,LT,CLE,0
Kadyn Proctor,RT,WAS,9
Kam Dewberry,RG,JAX,4
Kamron Scott,LG,DEN,1
Kelvin Banks,RT,SEA,4
Kendrick Green,C,BUF,1
Kenyon Green,RG,LV,-2
Kevin Dotson,LG,TEN,-2
Kinglsey Suamataia,LT,LAR,1
Kiyaunta Goodwin,RT,PHI,-3
Laakea Kapoi,RT,NYG,0
Landen Livingston,C,IND,-6
Landon Dickerson,LG,CHI,-1
Lloyd Foster,RT,CAR,-4
Logan Brown,LT,BAL,-1
Logan Parr,RG,HOU,1
Logan Reichert,LT,NO,4
Luke Matthews,C,CAR,-5
Marcus Kendricks,RG,LAR,0
Marcus Tate,LG,PHI,0
Mark Welch,C,SF,1
Marquis Hayes,LG,SEA,-1
Matt Hennessy,C,BAL,10
Matt Nickerson,LG,MIA,-4
Matthew Weston,LG,NYG,-2
Mekhi Becton,LT,LAC,-4
Michael Jurgens,C,TB,4
Mike Onwenu,LG,NE,-1
Najee Bethel,C,WAS,1
Nate Anderson,C,DAL,-3
Nate Cooper,LG,BAL,1
Nate Davis,RG,TEN,-3
Neto Umeozulu,C,GB,-3
Nick Broeker,LT,CAR,1
Nick Harris,C,CLE,-3
Nick Morris,RT,CHI,-2
Nolan Rucci,LT,WAS,4
Obinna Eze,RT,TEN,0
Orlando Brown,LT,SEA,1
Paris Johnson Jr.,LT,HOU,-2
Pat Nowak,C,PHI,1
Penei Sewell,RT,DET,2
Peter Coker,C,MIN,-6
Peter Skoronski,RG,NYG,-5
Pierce Quick,RT,LAR,-3
Quandre Brooks,LG,DET,-2
Quenton Nelson,LG,IND,-5
Quinn Meinerz,RG,SEA,-1
Rajon Peters,LT,KC,4
Rasheed Walker,RT,ARI,1
Reuben Fatheree II,LT,DAL,2
Reuben Unije,RT,ATL,4
Ronnie Stanley,LT,NO,1
Ryan Hayes,LT,SF,3
Ryan Stevens,LT,IND,0
Steven Jones,RT,MIA,10
Taylor Moton,RT,DEN,4
Terron Jones,LT,GB,4
Tommy Brockermeyer,LT,TEN,0
Trent Wyatt,RG,CIN,-2
Trey Smith,RG,KC,-8
Tristan Wirfs,RT,TB,2
Troy Tatum,RG,NO,-3
Turner Corcoran,LT,TB,-4
Ty'kieast Crawford,RG,DAL,-3
Tyler Linderbaum,C,LAR,-1
Tyler Vrabel,RT,CIN,3
Tyrese Robinson,LG,JAX,-1
Tyrone Sampson Jr.,C,PIT,4
Walker Little,LT,ARI,-4
Warren McClendon,RT,SF,1
Wyatt Teller,RG,TB,-4
Yousef Mugharbil,LG,BUF,0
Zach Rice,RT,CLE,4
