Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
1,WR,Trumaine,Collins,Trumaine Collins,MIN,34,0,1,0,804,38,913,327,TRUE,0,12,0,0,63,0,0,8,4,0,0,0,0,0,0,5,15,15,0,30,0,Trumaine,Collins,285,283,1,30,Signed,83,0,0,MIN,tier_3,917.8532311,1679.68,0.333333333,5.47645126,MIN,-1
6,HB,Justin,Pratt,Justin Pratt,NE,341,0,0,198,84,17,304,59,TRUE,0,56,0,0,12,0,4,8,75,0,5,0,0,0,0,0,10,5,2,21,0,Justin,Pratt,1265,1263,1,21,Signed,68,0,0,NE,tier_6,1398.026316,1682.294118,0,0,NE,8
20,WR,J.R.,Cooke,J.R. Cooke,CLE,0,0,0,0,831,28,849,302,TRUE,0,0,0,0,64,0,0,8,0,0,0,0,0,0,0,3,15,15,0,4,0,J.R.,Cooke,421,419,1,4,Signed,79,0,0,CLE,tier_4,978.7985866,1869.75,0.2,3.533568905,CLE,-2
25,HB,Jarquez,Hunter,Jarquez Hunter,PHI,853,0,1,467,92,23,404,58,TRUE,0,196,0,0,10,0,2,8,48,0,6,0,0,0,0,0,12,12,2,12,3,Jarquez,Hunter,2868,2866,4,12,Signed,77,0,0,PHI,tier_4,2339.108911,1306.543689,0.25,7.425742574,PHI,1
26,WR,Evan,Stewart,Evan Stewart,NE,0,0,0,0,630,25,942,252,TRUE,0,0,0,0,53,0,0,8,0,0,0,0,0,0,0,2,15,15,0,21,0,Evan,Stewart,2289,2287,4,21,Signed,85,0,0,NE,tier_2,668.7898089,1711.698113,0.133333333,2.123142251,NE,-7
96,QB,Brady,Allen,Brady Allen,TEN,176,2512,0,82,0,0,647,0,TRUE,212,31,331,8,0,0,2,8,36,27,4,0,0,24,16,0,15,10,6,29,3,Brady,Allen,1380,1378,2,29,Signed,69,0,0,TEN,tier_6,272.0247295,1703.225806,0.2,4.636785162,,
146,TE,Kasey,Koerner,Kasey Koerner,BAL,0,0,6,0,554,31,744,231,TRUE,0,0,0,0,44,0,0,8,0,0,2,0,0,0,0,5,10,10,0,24,0,Kasey,Koerner,356,354,1,24,Signed,80,0,0,BAL,tier_3,744.6236559,1813.090909,0.5,6.720430108,BAL,4
150,HB,Jonathan,Sims,Jonathan Sims,NYG,585,0,0,213,278,23,527,220,TRUE,0,162,0,0,37,0,3,8,62,0,13,0,0,0,0,0,12,11,6,15,2,Jonathan,Sims,34,32,0,15,Signed,73,0,0,NYG,tier_5,1637.571157,1083.075377,0.166666667,3.795066414,NYG,-4
157,HB,TreVonte,Citizen,TreVonte Citizen,DET,850,0,1,271,232,21,840,215,TRUE,0,209,0,0,33,0,6,8,52,0,11,0,0,0,0,2,15,15,0,18,6,TreVonte,Citizen,702,700,3,18,Signed,86,0,0,DET,tier_2,1288.095238,1191.768595,0.533333333,9.523809524,DET,-3
165,WR,Jordan,Hudson,Jordan Hudson,GB,0,0,0,0,729,25,750,269,TRUE,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,0,12,12,0,19,0,Jordan,Hudson,2481,2479,2,19,Signed,86,0,0,GB,tier_2,972,1809.931034,0,0,GB,-7
