Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
22,P,Johnny,Hekker,Johnny Hekker,CLE,0,2650,2816,0,63,20,156,0,46,8,83,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,4,52,0,0,0,15,Johnny,Hekker,1131.0,1129.0,17.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,,,,0.1,44.698412698412696,0.9410511363636364,CLE,1
35,K,Tyler,Bass,Tyler Bass,CHI,0,0,0,0,0,0,60,39,0,8,0,False,0,0,21,35,0,3,2,13,3,0,13,3,20,51,15,0,0,2,2,0,15,Tyler,Bass,149.0,147.0,9.0,0.0,Signed,72.0,0.0,0.0,CHI,tier_5,0.9523809523809523,0.8974358974358975,0.8,,,,CHI,5
59,P,Jordy,Sandy,Jordy Sandy,LV,0,2670,2901,0,66,26,63,0,52,8,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,15,Jordy,Sandy,654.0,652.0,6.0,22.0,Signed,72.0,0.0,0.0,LV,tier_5,,,,0.0,43.95454545454545,0.9203722854188211,LV,2
86,K,Jack,Stone,Jack Stone,GB,0,0,0,0,0,0,51,32,0,8,0,False,0,0,19,30,0,4,8,6,1,0,6,1,15,49,15,19,0,0,8,0,15,Jack,Stone,981.0,979.0,3.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,0.7894736842105263,0.9375,0.6666666666666666,,,,GB,-1
113,K,Parker,Lewis,Parker Lewis,DEN,0,0,0,1,0,0,124,38,0,8,69,False,0,0,19,35,0,9,2,3,5,0,3,5,15,53,15,3,41,5,2,0,15,Parker,Lewis,2149.0,2147.0,5.0,3.0,Signed,77.0,0.0,0.0,DEN,tier_4,0.7894736842105263,0.9210526315789473,0.6363636363636364,,,,DEN,-4
114,P,Michael,Dickson,Michael Dickson,IND,0,3027,3243,0,70,26,154,0,47,8,82,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,9,57,0,0,0,15,Michael,Dickson,655.0,653.0,11.0,9.0,Signed,81.0,0.0,0.0,IND,tier_3,,,,0.23076923076923078,46.32857142857143,0.9333950046253469,IND,-1
121,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,BUF,0,0,0,0,0,0,121,34,0,8,69,False,0,0,22,33,0,5,5,5,7,0,5,7,18,51,15,2,36,1,5,0,15,Ka'imi,Fairbairn,785.0,783.0,13.0,2.0,Signed,81.0,0.0,0.0,BUF,tier_3,0.8181818181818182,0.9705882352941176,0.6,,,,BUF,-4
128,P,Pressley,Harvin III,Pressley Harvin III,BUF,0,3124,3294,0,75,25,77,0,49,8,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,2,15,Pressley,Harvin III,1108.0,1106.0,8.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,,,,0.16,43.92,0.9483910139647844,BUF,1
151,P,Jake,Bailey,Jake Bailey,DEN,0,3022,3259,0,73,23,73,0,49,8,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,1,15,Jake,Bailey,113.0,111.0,10.0,3.0,Signed,75.0,0.0,0.0,DEN,tier_4,,,,0.17391304347826086,44.64383561643836,0.9272783062289046,DEN,-1
193,P,Braden,Mann,Braden Mann,PIT,0,3258,3475,0,73,22,153,0,49,8,75,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,28,46,0,0,0,15,Braden,Mann,1683.0,1681.0,9.0,28.0,Signed,85.0,0.0,0.0,PIT,tier_2,,,,0.36363636363636365,47.602739726027394,0.9375539568345324,PIT,-3
198,K,Cade,York,Cade York,CAR,0,0,0,1,0,0,154,40,0,8,82,False,0,0,29,40,0,10,7,9,3,0,9,3,24,52,15,20,45,5,7,0,15,Cade,York,3126.0,3124.0,6.0,20.0,Signed,82.0,0.0,0.0,CAR,tier_3,0.8275862068965517,1.0,0.7058823529411765,,,,CAR,-1
226,K,Shane,Barker,Shane Barker,NE,0,0,0,0,0,0,129,28,0,8,70,False,0,0,29,28,0,6,7,10,6,0,10,6,28,55,15,21,46,5,7,0,15,Shane,Barker,3532.0,3530.0,0.0,21.0,Signed,72.0,0.0,0.0,NE,tier_5,0.9655172413793104,1.0,0.9230769230769231,,,,NE,9
258,K,Matt,Walker,Matt Walker,SEA,0,0,0,0,0,0,61,34,0,8,0,False,0,0,29,33,0,13,3,4,9,0,4,9,23,54,14,27,0,7,3,0,15,Matt,Walker,2322.0,2320.0,1.0,27.0,Signed,77.0,0.0,0.0,SEA,tier_4,0.7931034482758621,0.9705882352941176,0.625,,,,SEA,-3
273,P,Jamie,Gillan,Jamie Gillan,TEN,0,2544,2728,0,61,19,64,0,46,8,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,15,Jamie,Gillan,936.0,934.0,10.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,,,,0.0,44.721311475409834,0.9325513196480938,TEN,3
322,K,Craig,Jacobs,Craig Jacobs,NYG,0,0,0,0,0,0,99,21,0,8,57,False,0,0,28,19,0,8,7,9,4,0,9,4,20,52,15,15,30,1,6,0,15,Craig,Jacobs,620.0,618.0,2.0,15.0,Signed,71.0,0.0,0.0,NYG,tier_5,0.7142857142857143,0.9047619047619048,0.4666666666666667,,,,NYG,-6
338,P,Kai,Kroeger,Kai Kroeger,SEA,0,2911,3145,0,69,26,143,0,49,8,75,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,27,45,0,0,0,15,Kai,Kroeger,352.0,350.0,5.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,,,,0.11538461538461539,45.57971014492754,0.9255961844197138,SEA,1
427,P,Corey,Bojorquez,Corey Bojorquez,CHI,0,3135,3310,0,73,18,151,0,46,8,76,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,40,0,0,0,15,Corey,Bojorquez,226.0,224.0,11.0,0.0,Signed,78.0,0.0,0.0,CHI,tier_4,,,,0.3333333333333333,45.342465753424655,0.947129909365559,CHI,-2
428,P,Tom,Hutton,Tom Hutton,NYG,0,2866,3222,0,73,26,69,0,51,8,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,15,Tom,Hutton,2701.0,2699.0,6.0,15.0,Signed,74.0,0.0,0.0,NYG,tier_5,,,,0.19230769230769232,44.136986301369866,0.8895096213531968,NYG,-2
429,P,Tyler,Perkins,Tyler Perkins,DAL,0,2580,2756,0,60,15,140,0,50,8,81,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,10,47,0,0,0,15,Tyler,Perkins,541.0,539.0,3.0,10.0,Signed,79.0,0.0,0.0,DAL,tier_4,,,,0.4,45.93333333333333,0.9361393323657474,DAL,-2
430,P,Joshua,Conwell,Joshua Conwell,PHI,0,1585,1841,0,39,11,0,0,57,8,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,Joshua,Conwell,1120.0,1118.0,0.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,,,,0.2727272727272727,47.205128205128204,0.8609451385116784,PHI,1
431,K,Colin,Hartman,Colin Hartman,IND,1,0,0,0,0,0,67,40,0,8,0,False,0,0,27,33,0,6,12,6,3,0,6,3,23,53,15,9,0,2,12,0,15,Colin,Hartman,2330.0,2328.0,1.0,9.0,Signed,72.0,0.0,0.0,IND,tier_5,0.8518518518518519,0.825,0.7777777777777778,,,,IND,1
432,K,Ted,McCoy,Ted McCoy,LV,0,0,0,0,0,0,145,36,0,8,80,False,0,0,34,35,0,8,14,7,5,0,7,5,30,54,15,22,45,4,14,0,15,Ted,McCoy,2344.0,2342.0,1.0,22.0,Signed,73.0,0.0,0.0,LV,tier_5,0.8823529411764706,0.9722222222222222,0.8181818181818182,,,,LV,7
