FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,SEA,2
A.J. Hurts,WR,GB,3
AJ Barner,TE,NE,3
Alan Richardson,WR,TB,-2
Alton McCaskill,HB,SF,-1
Amari Rodgers,WR,DAL,8
Andre Greene Jr,WR,IND,0
Andrew Benjamin,HB,GB,2
Antoine Terry,WR,HOU,4
Arik Gilbert,TE,BUF,3
Armani Winfield,WR,WAS,0
Ashton Hayes,HB,BAL,5
Ayden Williams,WR,NO,-1
Beaux Collins,WR,LAR,-1
Bennett Christian,TE,KC,1
Bijan Robinson,HB,JAX,2
Braden Galloway,TE,GB,-4
Braelon Allen,HB,ATL,1
Brandon Inniss,WR,HOU,-3
Braylon James,WR,NYG,-2
Brenton Strange,TE,DET,2
Brevin Jordan,TE,SEA,1
Bryce Bennett,WR,NO,4
C.J. Williams,WR,ATL,1
Cade Otton,TE,HOU,1
Caleb Burton,WR,ARI,6
Camar Wheaton,HB,SEA,2
Cameron Seldon,WR,TB,-3
Carlos Williams,HB,TB,7
Cecil Carmichael,TE,CIN,6
CeeDee Lamb,WR,LAC,-4
Chase Lane,WR,CHI,0
Chris Godwin,WR,DAL,5
Chris Olave,WR,DEN,-2
Cole Warner,HB,LAC,1
Colston Loveland,TE,LV,0
Connor McPhee,WR,DAL,4
Corey Kiner,HB,NYJ,11
D.J. Peters,HB,IND,3
D.K. Metcalf,WR,SEA,0
Dakota Twitty,WR,PHI,2
Dalton Baskett,WR,LAR,1
Dalvin Dailey,HB,PIT,-1
Damir Collins,HB,NE,4
Daniel Kennard,WR,ATL,2
Darnell Washington,TE,TEN,-1
David Bell,WR,CLE,2
David Washington,WR,LAC,-4
Dawson Knox,TE,NO,1
DeMarcus Thomas,WR,JAX,6
DeVonta Smith,WR,IND,0
Deshawn Arnaud,HB,LAR,-1
Devin Morrison,TE,CHI,-5
Doug MacKenzie,TE,NYJ,-2
Drake London,WR,KC,-4
Duce Robinson,TE,LAR,4
Elijah Moore,WR,SEA,-5
Elliott Simmons,TE,TB,2
Emmanuel Henderson,HB,TB,-1
Evan Stewart,WR,NE,-7
Garrett Wilson,WR,PHI,3
Garris Leonard,TE,PHI,0
George Spears,HB,LAR,7
Gerald Bernard,HB,CAR,-1
Gordon Springs,WR,CIN,-1
Grant Borden,TE,ARI,1
Harris Parks,TE,CAR,3
Hudson Henry,TE,KC,-2
J.R. Cooke,WR,CLE,-2
Ja'Marr Chase,WR,CIN,-4
Jack Bech,WR,SF,2
Jack Pedersen,TE,NYJ,-1
Jacoby Owens,WR,ARI,0
Jacorey Brooks,WR,LAR,-2
Jadan Blue,WR,LV,-9
Jadon Haselwood,WR,CLE,-1
Jaedon Hayes,HB,KC,4
Jahan Dotson,WR,NYG,2
Jahmyr Gibbs,HB,MIN,-4
Jake Briningstol,TE,TB,1
Jake Ferguson,TE,SF,4
Jake Johnson,TE,NYG,-7
Jaleel Skinner,TE,PHI,-5
Jalen Brown,WR,LV,2
Jalen King,HB,ARI,-7
Jalen McMillian,WR,DET,-1
Jalen Reagor,WR,NE,-4
Jalen Wydermyer,TE,WAS,-3
Jamarion Miller,HB,BUF,7
James Bradley,WR,TEN,4
Jameson Williams,WR,MIN,0
Jaquaize Pettaway,WR,WAS,0
Jarquez Hunter,HB,PHI,1
Javin Simpkin,HB,PHI,4
Javion Hunt,HB,TB,2
Javonte Williams,HB,DEN,0
Javonti Hitchens,WR,NYG,-6
Jaxson Smith-Njikba,WR,NYJ,-3
Jayden Limar,HB,SEA,-5
Jaylen Waddle,WR,MIA,-1
Jerrick Gibson,HB,LV,3
Joe Golden,WR,PHI,0
John Metchie III,WR,MIA,-2
Johntay Cook II,WR,BUF,-2
Jonathan Sims,HB,NYG,-4
Jonathan Taylor,HB,IND,-3
Jordan Addison,WR,PIT,2
Jordan Hudson,WR,GB,-7
Jordan Whittington,WR,LV,0
Jovantae Barnes,HB,DAL,5
Julian Fleming,WR,CAR,1
Justice Haynes,HB,WAS,0
Justin Jefferson,WR,BAL,-2
Justin Pratt,HB,NE,10
KJ Bolden,WR,KC,-1
Kadarius Toney,WR,PHI,6
Kaden Prather,WR,GB,-2
Kaden Saunders,WR,NO,7
Kaleb Brown,WR,DET,0
Kasey Koerner,TE,BAL,4
Kayshon Boutte,WR,BUF,0
Kaytron Allen,HB,LAC,-1
Kentrell Poe,TE,PIT,0
Keon Coleman,WR,MIA,0
Kevin Coleman,WR,JAX,-7
Khalil Shakir,WR,BAL,2
Kordell Turner,WR,NYJ,-2
Kyle Pitts,TE,ATL,1
Kyren Williams,HB,PIT,-5
Ladd McConkey,WR,BAL,-2
Laviska Shenault Jr,WR,SEA,-1
Lawrence Brookins,WR,CHI,0
Luke Fryar,WR,NE,-2
Luke Hasz,TE,GB,-1
Lynn Rutherford,HB,SF,0
Mac Markway,TE,NE,-4
Mar'Keise Irving,HB,CIN,-8
Mark Fletcher,HB,GB,2
Marlon Hawkins,TE,MIN,0
Marquese Williams,HB,CHI,6
Marvin Middleton,WR,SF,2
Mavin Anderson,WR,CIN,1
Mekhi Collins,WR,SF,-1
Michael Green,WR,LAC,1
Michael Williams,HB,DET,-5
Mike Gattis,WR,TEN,7
Miles Medlin,TE,DEN,4
Moliki Matavao,TE,MIA,-1
Montrell Moore,WR,NO,-4
Nick Tull-Parrish,WR,WAS,2
Omarion Miller,WR,JAX,3
Oscar Delp,TE,BAL,0
Pat Freiermuth,TE,PIT,-1
Paul Picard,WR,TB,-3
Quentin Simpson,HB,HOU,-5
Quincey Oakley,WR,IND,-2
Rakim Jarrett,WR,DEN,4
Rashod Bateman,WR,CHI,-1
Richard Young,HB,JAX,-5
Roderick Robinson II,HB,TEN,2
Rondale Moore,WR,ATL,-1
Ross Dayne,HB,BAL,4
Ryan Otton,TE,LAC,6
Ryan Wingo,WR,MIN,-1
Sean Seawright,WR,NYJ,4
Shazz Preston,WR,PIT,2
Shelton Sampson Jr,WR,CAR,8
Shelvin Ellison,WR,BAL,-2
Shon Jackson,WR,CIN,-1
Teddy Knox,WR,BUF,-1
Tee Higgins,WR,ARI,0
Terrance Gibbs,HB,NYG,1
Terrence Cofield,WR,PIT,-3
Tetairoa McMillan,WR,KC,3
Thomas Fidone,TE,IND,2
Tommy Tremble,TE,CHI,4
Tony Carmichael,WR,DEN,0
Travis McClain,TE,DAL,4
TreVonte Citizen,HB,DET,-3
Treyaun Webb,HB,HOU,1
Treylon Burks,WR,TEN,-2
Trumaine Collins,WR,MIN,-1
Tyler Donnell,TE,JAX,-1
Tyler Goodson,HB,CLE,5
Tyler McGrath,TE,CLE,7
Tyler Morris,WR,HOU,-2
Tyler Poole,HB,BUF,-5
Tyreek Faulk,WR,DET,-7
Tyrus Washington,TE,HOU,3
Will Crockett,HB,CAR,8
Will Shipley,HB,TEN,1
Xavier Worthy,WR,CAR,-2
